0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x004518a0:0x00451930, _ZN3pov23Create_Mesh_Hash_TablesEv
0x00451930:0x00451a86, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x00451a90:0x00451b26, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x00451b30:0x00451b44, _ZN3pov20Initialize_Mesh_CodeEv
0x00451b50:0x00451b6f, _ZN3pov22Deinitialize_Mesh_CodeEv
0x00451b70:0x00451bf1, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x00451c00:0x00451d72, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x00451d80:0x00452018, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd
0x00452020:0x004520e8, _ZN3povL8test_hitEPNS_20Mesh_Triangle_StructEPNS_11Mesh_StructEPNS_10Ray_StructES5_ddPNS_13istack_structE
0x004520f0:0x0045212b, _ZN3pov14Create_TnormalEv
0x00452130:0x004521a5, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x004521b0:0x004521d6, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x004521e0:0x004522ce, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x004522d0:0x0045388c, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x00453890:0x00453b12, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x00453b20:0x00453b90, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x00453b90:0x00453cb4, _ZN3pov11open_istackEv
0x00453cc0:0x00453cd2, _ZN3pov12close_istackEPNS_13istack_structE
0x00453ce0:0x00453d33, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x00453d40:0x00453d93, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x00453da0:0x00453e7c, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00453e80:0x00453f5c, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00453f60:0x0045403c, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00454040:0x00454100, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x00454100:0x0045410c, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x00454110:0x00454255, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x00454260:0x004542c6, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x004542d0:0x00454339, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x00454340:0x0045439b, _ZN3pov15Destroy_IStacksEv
0x004543a0:0x004543ba, _ZN3pov8incstackEPNS_13istack_structE
0x004543c0:0x004543d0, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004543d0:0x004547d4, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x004547e0:0x00454884, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x00454890:0x004548ee, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x004548f0:0x004548fa, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x00454900:0x00454a7a, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x00454a80:0x00454b1c, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x00454b20:0x00454ba3, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x00454bb0:0x00454c00, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x00454c00:0x004550f6, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x00455100:0x00455129, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x00455130:0x00455263, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x00455270:0x00455287, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x00455290:0x00455346, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x00455350:0x0045584e, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x00455850:0x004558eb, _ZN3pov15Extract_VersionEPKc
0x004558f0:0x00455918, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x00455920:0x004570b6, _ZN3pov5ParseEv
0x004570c0:0x00457171, _ZN3pov10Frame_InitEv
0x00457180:0x00457298, _ZN3pov13Destroy_FrameEv
0x004572a0:0x00457375, _ZN3pov11Parse_BeginEv
0x00457380:0x004573de, _ZN3pov16Get_Token_StringEi
0x004573e0:0x00457644, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x00457650:0x00457712, _ZN3pov9Parse_EndEv
0x00457720:0x00461842, _ZN3pov12Parse_ObjectEv
0x00461850:0x004619da, _ZN3povL10Parse_PolyEi
0x004619e0:0x00461c53, _ZN3povL9Parse_CSGEi
0x00461c60:0x00461c70, _ZN3pov17Expectation_ErrorEPKc
0x00461c70:0x004635b9, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x004635c0:0x00463ecc, _ZN3pov13Parse_DefaultEv
0x00463ed0:0x00465d52, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x00465d60:0x00465dba, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x00465dc0:0x0046613a, _ZN3pov12Parse_MatrixEPA4_d
0x00466140:0x00466379, _ZN3pov16Parse_Bound_ClipEv
0x00466380:0x0046646c, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x00466470:0x00466488, _ZN3pov8Not_WithEPKcS1_
0x00466490:0x00466518, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x00466520:0x00466596, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji
0x004665a0:0x004665b7, _ZN3pov11Parse_CommaEv
0x004665c0:0x0046662f, _ZN3pov11Parse_ErrorEi
0x00466630:0x0046696c, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x00466970:0x004669bd, _ZN3pov16Parse_Semi_ColonEb
0x004669c0:0x00466b60, _ZN3pov12Parse_CoeffsEiPd
0x00466b60:0x0046703a, _ZN3pov13Parse_DeclareEbb
0x00467050:0x004685a6, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x004685b0:0x004688af, _ZN3pov15Copy_IdentifierEPvi
0x004688b0:0x004689b4, _ZN3pov13Test_RedefineEiPiPvb
0x004689c0:0x00468c63, _ZN3pov18Destroy_Ident_DataEPvi
0x00468c70:0x00468c7b, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x00468c80:0x00468d5a, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x00468d60:0x00468e85, _ZN3pov18Get_Reserved_WordsEPKc
0x00468e90:0x00469008, _ZN3pov10Warn_StateEii
0x00469010:0x00469022, _ZN3pov7MAErrorEPKcl
0x00469030:0x00469676, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x00469680:0x00469844, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x00469850:0x00469868, _ZN3pov7Only_InEPKcS1_
0x00469870:0x004698c6, _ZN3pov11Warn_CompatEiPKc
0x004698d0:0x0046994e, _ZN3povL20Parse_Three_UVCoordsEPdS0_S0_
0x00469950:0x00469f80, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x00469f80:0x0046a771, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x0046a780:0x0046ab82, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x0046ab90:0x0046ac1b, _ZN3povL19Global_Setting_WarnEv
0x0046ac20:0x0046acca, _ZN3pov14Parse_C_StringEb
0x0046acd0:0x0046ae25, _ZN3pov12Parse_StringEb
0x0046ae30:0x0046aeb1, _ZN3pov14UCS2_To_StringEPtb
0x0046aec0:0x0046b218, _ZN3pov14String_To_UCS2EPcb
0x0046b220:0x0046b366, _ZN3pov9Parse_StrEb
0x0046b370:0x0046b6e0, _ZN3pov10Parse_VStrEb
0x0046b6e0:0x0046b81d, _ZN3pov12Parse_ConcatEb
0x0046b820:0x0046b871, _ZN3pov9Parse_ChrEb
0x0046b880:0x0046b9da, _ZN3pov12Parse_SubstrEb
0x0046b9e0:0x0046ba93, _ZN3pov12Parse_StruprEb
0x0046baa0:0x0046bb53, _ZN3pov12Parse_StrlwrEb
0x0046bb60:0x0046bb80, _ZN3pov11UCS2_strlenEPt
0x0046bb80:0x0046bc31, _ZN3pov11UCS2_strcatEPtS0_
0x0046bc40:0x0046bc71, _ZN3pov12UCS2_strncpyEPtS0_i
0x0046bc80:0x0046bce3, _ZN3pov11UCS2_struprEPt
0x0046bcf0:0x0046bd53, _ZN3pov11UCS2_strlwrEPt
0x0046bd60:0x0046be6d, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x0046be70:0x0046bf64, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x0046bf70:0x0046bf99, _ZN3pov11UCS2_strcpyEPtS0_
0x0046bfa0:0x0046bfd2, _ZN3pov11UCS2_strcmpEPtS0_
0x0046bfe0:0x0046c72c, _ZN3pov11Parse_ImageEi
0x0046c730:0x0046c797, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x0046c7a0:0x0046de96, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x0046dea0:0x0046df13, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x0046df20:0x0046e55c, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x0046e560:0x0046f61e, _ZN3pov13Parse_TextureEv
0x0046f620:0x0046f712, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x0046f720:0x0046f89e, _ZN3povL11Parse_TilesEv
0x0046f8a0:0x0046fafd, _ZN3povL18Parse_Material_MapEv
0x0046fb00:0x0046ff47, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x0046ff50:0x0046ffa5, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x0046ffb0:0x00470139, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x00470140:0x00470454, _ZN3pov9Parse_FogEv
0x00470460:0x0047096d, _ZN3pov13Parse_RainbowEv
0x00470970:0x00470b18, _ZN3pov15Parse_SkysphereEv
0x00470b20:0x00470cfc, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x00470d00:0x004719a2, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x004719b0:0x00471b4f, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE
0x00471b50:0x00472295, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x004722a0:0x00472702, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE
0x00472710:0x004728c8, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE
0x004728d0:0x00472a59, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE
0x00472a60:0x0047835d, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x00478360:0x0047838b, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x00478390:0x004784e7, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x004784f0:0x00478527, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x00478530:0x004785ec, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x004785f0:0x004786a6, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x004786b0:0x004786f2, _ZN3pov11Create_TurbEv
0x00478700:0x00478775, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x00478780:0x004787e7, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x004787f0:0x00478865, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x00478870:0x004788e5, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x004788f0:0x0047894e, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x00478950:0x00478a42, _ZN3pov10PickInCubeEPdS0_
0x00478a50:0x00478aa7, _ZN3pov11quilt_cubicEddd
0x00478ab0:0x00478b1f, _ZN3pov19Create_Density_FileEv
0x00478b20:0x0047915f, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x00479170:0x0047928b, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x00479290:0x0047970a, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x00479710:0x0047977d, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x00479780:0x00479978, _ZN3pov23InitBacktraceEverythingEv
0x00479980:0x00479b99, _ZN3pov23FreeBacktraceEverythingEv
0x00479ba0:0x0047a2dd, _ZN3pov15BuildPhotonMapsEv
0x0047a2e0:0x0047a6c3, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x0047a6d0:0x0047a750, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x0047a750:0x0047bb0d, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x0047bb10:0x0047bd9d, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x0047bda0:0x0047be96, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x0047bea0:0x0047c150, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x0047c150:0x0047c1d6, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x0047c1e0:0x0047c55f, _ZN3povL16gatherPhotonsRecEii
0x0047c560:0x0047c8ee, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x0047c8f0:0x0047c954, _ZN3pov13GetPhotonStatEj
0x0047c960:0x0047cb86, _ZN3povL16sortAndSubdivideEiii
0x0047cb90:0x0047d004, _ZN3povL11halfSortRecEiiii
0x0047d010:0x0047d058, _ZN3pov14Create_PigmentEv
0x0047d060:0x0047d123, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x0047d130:0x0047d15f, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x0047d160:0x0047d6f8, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x0047d700:0x0047dada, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x0047dae0:0x0047e03b, _ZN3pov20Make_Pigment_EntriesEv
0x0047e040:0x0047e22c, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047e230:0x0047e2bd, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x0047e2c0:0x0047e350, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047e350:0x0047e42a, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x0047e430:0x0047e4c3, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e4d0:0x0047e530, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e530:0x0047e626, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e630:0x0047e698, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x0047e6a0:0x0047e6b6, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x0047e6c0:0x0047e6e0, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x0047e6e0:0x0047e75c, _ZN3pov12Create_PlaneEv
0x0047e760:0x0047e79a, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x0047e7a0:0x0047e7e9, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047e7f0:0x0047e80e, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x0047e810:0x0047e823, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047e830:0x0047e843, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047e850:0x0047eb12, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x0047eb20:0x0047ebe6, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047ebf0:0x0047ebf5, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047ec00:0x0047ec05, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047ec10:0x0047ed1d, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x0047ed20:0x0047ed2f, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x0047ed30:0x0047eded, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x0047edf0:0x0047ef20, _ZN3pov19Create_Light_SourceEv
0x0047ef20:0x0047efa2, _ZN3pov17Create_Light_GridEii
0x0047efb0:0x0047f28f, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x0047f290:0x00480085, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00480090:0x0048038b, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x00480390:0x00480c6b, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00480c70:0x00480e48, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x00480e50:0x00480e9b, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00480ea0:0x00480eeb, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00480ef0:0x00480f3b, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00480f40:0x00480f88, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x00480f90:0x00480f95, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x00480fa0:0x00480fe1, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x00480ff0:0x004810e1, _ZN3pov11Create_PolyEi
0x004810f0:0x0048112a, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x00481130:0x00481847, _ZN3povL8binomialEii
0x00481850:0x004818eb, _ZN3pov14Create_PolygonEv
0x004818f0:0x00481fbd, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x00481fc0:0x00482247, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x00482250:0x00482521, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00482530:0x00482533, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x00482540:0x0048255e, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00482560:0x0048265e, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x00482660:0x00482712, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00482720:0x004827d2, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004827e0:0x00482892, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004828a0:0x0048294f, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x00482950:0x00482951, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x00482960:0x004829c8, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x004829d0:0x004831c5, _ZN3pov16Solve_PolynomialEiPdS0_id
0x004831d0:0x00484325, _ZN3povL9polysolveEiPdS0_
0x00484330:0x00484624, _ZN3povL11solve_cubicEPdS0_
0x00484630:0x00484b38, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x00484b40:0x00484bc4, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x00484bd0:0x00484c76, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x00484c80:0x004854b5, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x004854c0:0x00485505, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x00485510:0x00485910, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x00485910:0x00485918, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x00485920:0x004859c5, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x004859d0:0x00485c1d, _ZN3pov13BuildProgressEP9POVMSDatai
0x00485c20:0x00485eb6, _ZN3pov13Send_InitInfoEv
0x00485ec0:0x00485f75, _ZN3pov13Send_ProgressEPKci
0x00485f80:0x0048605b, _ZN3pov19Send_ProgressUpdateEii
0x00486060:0x00486150, _ZN3pov20Send_FrameStatisticsEv
0x00486150:0x00486201, _ZN3pov20Send_ParseStatisticsEv
0x00486210:0x00486286, _ZN3pov21Send_RenderStatisticsEb
0x00486290:0x00486300, _ZN3pov18Send_RenderOptionsEv
0x00486300:0x00486385, _ZN3pov18Send_RenderStartedEb
0x00486390:0x00486492, _ZN3pov15Send_RenderDoneEb
0x004864a0:0x004864f3, _ZN3pov7MatchesEPKcS1_
0x00486500:0x0048665a, _ZN3pov6IsTrueEPKc
0x00486660:0x004867ba, _ZN3pov7IsFalseEPKc
0x004867c0:0x00486888, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x00486890:0x004879d3, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x004879e0:0x004879fb, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x00487a00:0x00487aa9, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x00487ab0:0x00487ae1, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x00487af0:0x00487fa1, main
0x00487fb0:0x004880a2, _Z11povray_initv
0x004880b0:0x004881a5, _Z16povray_cooperatev
0x004881b0:0x004881d3, _Z16povray_terminatev
0x004881e0:0x0048827d, _Z11povray_exiti
0x00488280:0x004882c5, _ZN3pov12Do_CooperateEi
0x004882d0:0x004882f6, _Z23povray_getoutputcontextv
0x00488300:0x00488321, _ZN3pov8mem_initEv
0x00488330:0x004883db, _ZN3pov10pov_mallocEmPKciS1_
0x004883e0:0x004884be, _ZN3pov10pov_callocEmmPKciS1_
0x004884c0:0x0048861b, _ZN3pov11pov_reallocEPvmPKciS2_
0x00488620:0x00488677, _ZN3pov8pov_freeEPvPKci
0x00488680:0x00488688, _ZN3pov8mem_markEv
0x00488690:0x00488704, _ZN3pov11mem_releaseEv
0x00488710:0x0048878b, _ZN3pov15mem_release_allEv
0x00488790:0x0048885c, _ZN3pov10pov_strdupEPKc
0x00488860:0x00488910, _ZN3pov11pov_memmoveEPvS0_m
0x00488910:0x00488995, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x004889a0:0x004889bf, _ZN3pov18closest_power_of_2Ej
0x004889c0:0x00488a7b, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x00488a80:0x00488a85, _ZN3pov19New_Checked_IStreamEPcj
0x00488a90:0x00488a95, _ZN3pov19New_Checked_OStreamEPcjb
0x00488aa0:0x00488ae9, _ZN3pov11Locate_FileEPcjS0_b
0x00488af0:0x00488eed, _ZN3pov15Locate_FilenameEPcjb
0x00488ef0:0x004890f7, _ZN3pov9PPM_ImageC2EPciiii
0x00489100:0x0048914d, _ZN3pov9PPM_ImageD2Ev
0x00489150:0x00489198, _ZN3pov9PPM_ImageD0Ev
0x004891a0:0x00489491, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x004894a0:0x004897d8, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x004897e0:0x00489fbb, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x00489fc0:0x00489fcb, __clang_call_terminate
0x00489fd0:0x00489fd4, _ZN3pov9PPM_Image4LineEv
0x00489fe0:0x00489fe4, _ZN3pov9PPM_Image5WidthEv
0x00489ff0:0x00489ff4, _ZN3pov9PPM_Image6HeightEv
0x0048a000:0x0048a0ba, _ZN3pov12Create_PrismEv
0x0048a0c0:0x0048a135, _ZN3pov18Compute_Prism_BBoxEPNS_12Prism_StructE
0x0048a140:0x0048afbd, _ZN3pov13Compute_PrismEPNS_12Prism_StructEPA2_d
0x0048afc0:0x0048c16c, _ZN3povL23All_Prism_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048c170:0x0048c23e, _ZN3povL12Inside_PrismEPdPNS_13Object_StructE
0x0048c240:0x0048c47b, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048c480:0x0048c5fe, _ZN3povL10Copy_PrismEPNS_13Object_StructE
0x0048c600:0x0048c686, _ZN3povL15Translate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048c690:0x0048c716, _ZN3povL12Rotate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048c720:0x0048c7a6, _ZN3povL11Scale_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048c7b0:0x0048c833, _ZN3povL15Transform_PrismEPNS_13Object_StructEPNS_16Transform_StructE
0x0048c840:0x0048c845, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x0048c850:0x0048c8d9, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x0048c8e0:0x0048ccac, _ZN3povL8in_curveEPNS_12Prism_StructEdd
0x0048ccb0:0x0048d06c, _ZN3povL25All_Quadric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048d070:0x0048d0ff, _ZN3povL14Inside_QuadricEPdPNS_13Object_StructE
0x0048d100:0x0048d22a, _ZN3povL14Quadric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048d230:0x0048d32c, _ZN3povL12Copy_QuadricEPNS_13Object_StructE
0x0048d330:0x0048d335, _ZN3povL17Translate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d340:0x0048d345, _ZN3povL14Rotate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d350:0x0048d355, _ZN3povL13Scale_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d360:0x0048d4d4, _ZN3povL17Transform_QuadricEPNS_13Object_StructEPNS_16Transform_StructE
0x0048d4e0:0x0048d536, _ZN3povL14Invert_QuadricEPNS_13Object_StructE
0x0048d540:0x0048d54f, _ZN3povL15Destroy_QuadricEPNS_13Object_StructE
0x0048d550:0x0048d5f3, _ZN3pov14Create_QuadricEv
0x0048d600:0x0048eeb9, _ZN3pov20Compute_Quadric_BBoxEPNS_14Quadric_StructEPdS2_
0x0048eec0:0x0048f073, _ZN3pov21Compute_Plane_Min_MaxEPNS_12Plane_StructEPdS2_
0x0048f080:0x0048f1b0, _ZN3pov12Iteration_z3EPdPNS_14Fractal_StructE
0x0048f1b0:0x0048f2be, _ZN3pov15Iteration_JuliaEPdPNS_14Fractal_StructE
