0x00402340:0x004027bf,  tagged_types_tu_compatible_p
0x007ca910:0x007caa89,  dump_new_var
0x007caa90:0x007cac56,  gen_cluster_name
0x007cac60:0x007cacd3,  update_varpool_with_new_var
0x007cace0:0x007cad32,  finalize_new_vars_creation
0x007cad40:0x007cae4f,  make_edge_and_fix_phis_of_dest
0x007cae50:0x007caede,  compare_fields.isra.20
0x007caee0:0x007cb19f,  is_equal_types
0x007cb1a0:0x007cb21b,  find_structure.isra.23
0x007cb220:0x007cb2a8,  get_final_alloc_stmt.part.30
0x007cb2b0:0x007cb3f2,  exclude_from_accs
0x007cb400:0x007cb46c,  find_pos_in_stmt
0x007cb470:0x007cb53f,  insert_new_var_in_stmt
0x007cb540:0x007cb609,  gen_var_name.isra.36
0x007cb610:0x007cb6a2,  insert_after_stmt.part.45
0x007cb6b0:0x007cb904,  dump_struct_type.constprop.50
0x007cb910:0x007cbae5,  add_structure.isra.26
0x007cbaf0:0x007cbba0,  add_unsuitable_type
0x007cbba0:0x007cbc7a,  add_access_to_acc_sites
0x007cbc80:0x007cbdf2,  find_new_var_of_type
0x007cbe00:0x007cbebd,  gen_size.isra.41
0x007cbec0:0x007cbfa6,  gen_cast_stmt
0x007cbfb0:0x007cc101,  is_candidate
0x007cc110:0x007cc4dc,  create_new_var
0x007cc4e0:0x007cc75b,  safe_cond_expr_check
0x007cc760:0x007cd345,  create_new_acc
0x007cd350:0x007cdecd,  create_new_field_acc
0x007cded0:0x007ce0b8,  is_result_of_mult.isra.32
0x007ce0c0:0x007ce844,  get_stmt_accesses
0x007ce850:0x007d0c4b,  reorg_structs_drive
0x007d0c50:0x007d0c6d,  gate_type_escape_vars
0x007d0c70:0x007d0cd4,  gimple_op
0x007d0ce0:0x007d0d40,  subtype_map_for_uid
0x007d0d40:0x007d0d68,  compare_type_brand
0x007d0d70:0x007d0f84,  get_canon_type
0x007d0f90:0x007d1060,  mark_type
0x007d1060:0x007d11b7,  parent_type_p
0x007d11c0:0x007d11f4,  ipa_type_escape_type_contained_p.part.21
0x007d1200:0x007d13ac,  close_addressof_down
0x007d13b0:0x007d1401,  ipa_type_escape_star_count_of_interesting_type
0x007d1410:0x007d1637,  check_cast
0x007d1640:0x007d16d9,  look_for_casts
0x007d16e0:0x007d19a6,  is_cast_from_non_pointer
0x007d19b0:0x007d1a01,  mark_interesting_type
0x007d1a10:0x007d1ae7,  check_function_parameter_and_return_types
0x007d1af0:0x007d1b9a,  check_operand
0x007d1ba0:0x007d1c5a,  check_tree
0x007d1c60:0x007d1e7e,  look_for_address_of
0x007d1e80:0x007d1f39,  close_type_exposed_parameter
0x007d1f40:0x007d1f97,  ipa_type_escape_star_count_of_interesting_or_array_type
0x007d1fa0:0x007d20bf,  close_type_seen
0x007d20c0:0x007d2396,  close_type_full_escape
0x007d23a0:0x007d23b5,  ipa_type_escape_type_contained_p
0x007d23c0:0x007d24d7,  ipa_type_escape_field_does_not_clobber_p
0x007d24e0:0x007d28e4,  is_array_access_through_pointer_and_index
0x007d28f0:0x007d2a20,  okay_pointer_operation
0x007d2a20:0x007d3f68,  type_escape_execute
0x007d3f70:0x007d410a,  searchc
0x007d4110:0x007d4181,  ipa_utils_print_order
0x007d4190:0x007d4309,  ipa_utils_reduced_inorder
0x007d4310:0x007d43d2,  get_base_var
0x007d43e0:0x007d43ec,  gate_whole_program_function_and_variable_visibility
0x007d43f0:0x007d43f9,  hash_cgraph_node_set_element
0x007d4400:0x007d440d,  eq_cgraph_node_set_element
0x007d4410:0x007d49f9,  function_and_variable_visibility
0x007d4a00:0x007d4a29,  local_function_and_variable_visibility
0x007d4a30:0x007d4b5d,  whole_program_function_and_variable_visibility
0x007d4b60:0x007d4bae,  update_inlined_to_pointer.isra.3
0x007d4bb0:0x007d4d9b,  cgraph_postorder
0x007d4da0:0x007d5297,  cgraph_remove_unreachable_nodes
0x007d52a0:0x007d52e0,  cgraph_node_set_new
0x007d52e0:0x007d53c1,  cgraph_node_set_add
0x007d53d0:0x007d54c3,  cgraph_node_set_remove
0x007d54d0:0x007d555a,  cgraph_node_set_find
0x007d5560:0x007d5594,  dump_cgraph_node_set
0x007d55a0:0x007d55ac,  debug_cgraph_node_set
0x007d55b0:0x007d55e4,  comp_reg_classes_func
0x007d55f0:0x007d560b,  insn_contains_asm_1
0x007d5610:0x007d5717,  contains_replace_regs
0x007d5720:0x007d5726,  gate_ira
0x007d5730:0x007d578a,  free_register_move_costs
0x007d5790:0x007d58c4,  equiv_init_varies_p
0x007d58d0:0x007d5a63,  equiv_init_movable_p
0x007d5a70:0x007d5ac5,  validate_equiv_mem_from_store
0x007d5ad0:0x007d5c58,  memref_referenced_p
0x007d5c60:0x007d5d10,  init_live_subregs
0x007d5d10:0x007d5d8e,  no_equiv.part.4
0x007d5d90:0x007d5da5,  no_equiv
0x007d5db0:0x007d5e11,  adjust_cleared_regs
0x007d5e20:0x007d5e25,  ira_allocate
0x007d5e30:0x007d5e35,  ira_reallocate
0x007d5e40:0x007d5e45,  ira_free
0x007d5e50:0x007d5e5a,  ira_allocate_bitmap
0x007d5e60:0x007d5e62,  ira_free_bitmap
0x007d5e70:0x007d5fb7,  ira_print_disposition
0x007d5fc0:0x007d5fcc,  ira_debug_disposition
0x007d5fd0:0x007d6099,  ira_debug_class_cover
0x007d60a0:0x007d61e3,  ira_init_register_move_cost
0x007d61f0:0x007d622a,  ira_init_once
0x007d6230:0x007d6f8a,  ira_init
0x007d6f90:0x007d6fa2,  ira_finish_once
0x007d6fb0:0x007d72b8,  ira_setup_eliminable_regset
0x007d72c0:0x007d9a0d,  rest_of_handle_ira
0x007d9a10:0x007d9abb,  mark_elimination
0x007d9ac0:0x007d9bb4,  add_loop_to_tree
0x007d9bc0:0x007d9c3e,  loop_compare_func
0x007d9c40:0x007d9cb8,  regno_allocno_order_compare_func
0x007d9cc0:0x007d9ced,  allocno_range_compare_func
0x007d9cf0:0x007d9fbc,  add_to_allocno_conflicts
0x007d9fc0:0x007da01c,  print_copy
0x007da020:0x007da085,  print_copies
0x007da090:0x007da17d,  finish_allocno
0x007da180:0x007da1a2,  propagate_modified_regnos
0x007da1b0:0x007da3f8,  update_bad_spill_attribute
0x007da400:0x007da44f,  finish_loop_tree_node
0x007da450:0x007da492,  setup_loop_tree_level.isra.10
0x007da4a0:0x007da4f3,  low_pressure_loop_node_p.part.12
0x007da500:0x007da6b7,  remove_uneccesary_loop_nodes_from_loop_tree
0x007da6c0:0x007da85a,  propagate_some_info_from_allocno
0x007da860:0x007dab02,  ira_create_allocno
0x007dab10:0x007dad48,  create_insn_allocnos
0x007dad50:0x007daf14,  create_loop_allocnos.isra.19
0x007daf20:0x007db207,  create_loop_tree_node_allocnos
0x007db210:0x007db23a,  ira_set_allocno_cover_class
0x007db240:0x007db26f,  ira_conflict_vector_profitable_p
0x007db270:0x007db2b4,  ira_allocate_allocno_conflict_vec
0x007db2c0:0x007db377,  ira_allocate_allocno_conflicts
0x007db380:0x007db3a2,  ira_add_allocno_conflict
0x007db3b0:0x007db450,  ira_print_expanded_allocno
0x007db450:0x007db61f,  create_cap_allocno
0x007db620:0x007db65a,  ira_create_allocno_live_range
0x007db660:0x007db6fd,  ira_copy_allocno_live_range_list
0x007db700:0x007db826,  ira_merge_allocno_live_ranges
0x007db830:0x007dc0f1,  remove_unnecessary_regions
0x007dc100:0x007dc136,  ira_allocno_live_ranges_intersect_p
0x007dc140:0x007dc14f,  ira_finish_allocno_live_range
0x007dc150:0x007dc17b,  ira_finish_allocno_live_range_list
0x007dc180:0x007dc1dd,  ira_free_allocno_updated_costs
0x007dc1e0:0x007dc2af,  ira_create_copy
0x007dc2b0:0x007dc316,  ira_add_allocno_copy_to_list
0x007dc320:0x007dc3f6,  ira_remove_allocno_copy_from_list
0x007dc400:0x007dc438,  ira_swap_allocno_copy_ends_if_necessary
0x007dc440:0x007dc554,  ira_add_allocno_copy
0x007dc560:0x007dc56f,  ira_debug_copy
0x007dc570:0x007dc57c,  ira_debug_copies
0x007dc580:0x007dc67d,  ira_debug_allocno_copies
0x007dc680:0x007dc68f,  ira_allocate_cost_vector
0x007dc690:0x007dc6a5,  ira_free_cost_vector
0x007dc6b0:0x007dc779,  ira_traverse_loop_tree
0x007dc780:0x007dd5db,  ira_flattening
0x007dd5e0:0x007de5ca,  ira_build
0x007de5d0:0x007de865,  ira_destroy
0x007de870:0x007de90f,  free_ira_costs
0x007de910:0x007de93c,  finish_costs
0x007de940:0x007de999,  init_costs
0x007de9a0:0x007deb24,  copy_cost.part.5
0x007deb30:0x007dfc1f,  record_reg_classes.constprop.9
0x007dfc20:0x007dff5f,  process_bb_node_for_hard_reg_moves
0x007dff60:0x007e03f6,  record_address_regs.isra.4
0x007e0400:0x007e0635,  record_operand_costs.constprop.8
0x007e0640:0x007e08ef,  process_bb_for_costs.isra.6
0x007e08f0:0x007e090a,  process_bb_node_for_costs
0x007e0910:0x007e16f3,  find_costs_and_classes
0x007e1700:0x007e1749,  ira_init_costs_once
0x007e1750:0x007e180f,  ira_init_costs
0x007e1810:0x007e1815,  ira_finish_costs_once
0x007e1820:0x007e1a3d,  ira_costs
0x007e1a40:0x007e1a7c,  ira_set_pseudo_classes
0x007e1a80:0x007e1c3a,  ira_tune_allocno_costs_and_cover_classes
0x007e1c40:0x007e1d27,  print_hard_reg_set
0x007e1d30:0x007e20c0,  print_conflicts
0x007e20c0:0x007e2123,  go_through_subreg
0x007e2130:0x007e25ac,  process_regs_for_copy
0x007e25b0:0x007e2df3,  add_copies
0x007e2e00:0x007e3099,  build_allocno_conflicts
0x007e30a0:0x007e30b0,  ira_debug_conflicts
0x007e30b0:0x007e3826,  ira_build_conflicts
0x007e3830:0x007e3855,  allocno_cost_compare_func
0x007e3860:0x007e38d4,  bucket_allocno_compare_func
0x007e38e0:0x007e394f,  allocno_spill_priority_compare
0x007e3950:0x007e396d,  copy_freq_compare_func
0x007e3970:0x007e399b,  allocno_priority_compare_func
0x007e39a0:0x007e39cd,  coalesced_pseudo_reg_freq_compare
0x007e39d0:0x007e3a99,  coalesced_pseudo_reg_slot_compare
0x007e3aa0:0x007e3b7b,  setup_coalesced_allocno_costs_and_nums
0x007e3b80:0x007e3bd1,  collect_spilled_coalesced_allocnos
0x007e3be0:0x007e3c1f,  pseudo_reg_compare
0x007e3c20:0x007e3d0b,  setup_allocno_priorities
0x007e3d10:0x007e3d49,  print_coalesced_allocno
0x007e3d50:0x007e3d83,  allocnos_have_intersected_live_ranges_p
0x007e3d90:0x007e3de7,  setup_slot_coalesced_allocno_live_ranges
0x007e3df0:0x007e4095,  calculate_spill_cost
0x007e40a0:0x007e40fd,  splay_tree_free
0x007e4100:0x007e411c,  splay_tree_allocate
0x007e4120:0x007e4405,  update_conflict_hard_regno_costs.constprop.20
0x007e4410:0x007e4904,  push_allocno_to_stack
0x007e4910:0x007e4a9c,  remove_allocno_from_bucket_and_push
0x007e4aa0:0x007e4eb3,  update_copy_costs
0x007e4ec0:0x007e58a7,  assign_hard_reg
0x007e58b0:0x007e5e9f,  coalesce_allocnos
0x007e5ea0:0x007e61d4,  update_curr_costs
0x007e61e0:0x007e6418,  allocno_reload_assign
0x007e6420:0x007e673c,  ira_loop_edge_freq
0x007e6740:0x007e85f2,  color_pass
0x007e8600:0x007e89c2,  ira_reassign_conflict_allocnos
0x007e89d0:0x007e90d2,  ira_sort_regnos_for_alter_reg
0x007e90e0:0x007e9205,  ira_mark_allocation_change
0x007e9210:0x007e9234,  ira_mark_memory_move_deletion
0x007e9240:0x007e9702,  ira_reassign_pseudos
0x007e9710:0x007e9b80,  ira_reuse_stack_slot
0x007e9b80:0x007e9c7d,  ira_mark_new_stack_slot
0x007e9c80:0x007e9d91,  ira_better_spill_reload_regno_p
0x007e9da0:0x007e9e0e,  ira_initiate_assign
0x007e9e10:0x007e9e48,  ira_finish_assign
0x007e9e50:0x007ea7c3,  ira_color
0x007ea7d0:0x007ea90c,  change_regs
0x007ea910:0x007ea9c3,  set_allocno_reg
0x007ea9d0:0x007eaa36,  update_costs
0x007eaa40:0x007eaa5b,  free_move
0x007eaa60:0x007eaadc,  create_new_reg
0x007eaae0:0x007eac5a,  unify_moves
0x007eac60:0x007eaded,  emit_move_list
0x007eadf0:0x007eae8e,  traverse_moves
0x007eae90:0x007eb34b,  modify_move_list
0x007eb350:0x007eb864,  add_range_and_copies_from_move_list.isra.9.part.10
0x007eb870:0x007ebc95,  change_loop
0x007ebca0:0x007ebd02,  ira_debug_move_list
0x007ebd10:0x007ecdb4,  ira_emit
0x007ecdc0:0x007ecec6,  create_start_finish_chains
0x007eced0:0x007ecf64,  make_regno_dead
0x007ecf70:0x007ed03a,  make_regno_born
0x007ed040:0x007ed2bd,  single_reg_class.constprop.20
0x007ed2c0:0x007ed6ef,  process_single_reg_class_operands
0x007ed6f0:0x007ed871,  set_allocno_live
0x007ed880:0x007eda9b,  mark_reg_live
0x007edaa0:0x007edf2a,  mark_reg_dead
0x007edf30:0x007ee007,  mark_hard_reg_early_clobbers
0x007ee010:0x007ee0b4,  make_pseudo_conflict
0x007ee0c0:0x007ee197,  check_and_make_def_use_conflict
0x007ee1a0:0x007ee4a6,  check_and_make_def_conflict
0x007ee4b0:0x007eefbf,  process_bb_node_lives
0x007eefc0:0x007ef14a,  ira_implicitly_set_insn_hard_regs
0x007ef150:0x007ef175,  ira_rebuild_start_finish_chains
0x007ef180:0x007ef1cf,  ira_print_live_range_list
0x007ef1d0:0x007ef24c,  print_live_ranges
0x007ef250:0x007ef25f,  ira_debug_live_range_list
0x007ef260:0x007ef29c,  ira_debug_allocno_live_ranges
0x007ef2a0:0x007ef2ac,  ira_debug_live_ranges
0x007ef2b0:0x007ef365,  ira_create_allocno_live_ranges
0x007ef370:0x007ef5e2,  ira_compress_allocno_live_ranges
0x007ef5f0:0x007ef610,  ira_finish_allocno_live_ranges
0x007ef610:0x007ef648,  returnjump_p_1
0x007ef650:0x007ef66b,  eh_returnjump_p_1
0x007ef670:0x007ef6e2,  cleanup_barriers
0x007ef6f0:0x007ef918,  redirect_exp_1
0x007ef920:0x007efa0b,  reverse_condition
0x007efa10:0x007efb1a,  reverse_condition_maybe_unordered
0x007efb20:0x007efbe5,  reversed_comparison_code_parts.part.3
0x007efbf0:0x007efc05,  reversed_comparison_code_parts
0x007efc10:0x007efc43,  reversed_comparison_code
0x007efc50:0x007efc89,  reversed_comparison
0x007efc90:0x007efd2a,  invert_exp_1
0x007efd30:0x007efe1b,  swap_condition
0x007efe20:0x007efe93,  unsigned_condition
0x007efea0:0x007eff13,  signed_condition
0x007eff20:0x007f0035,  comparison_dominates_p
0x007f0040:0x007f0073,  simplejump_p
0x007f0080:0x007f00ef,  condjump_p
0x007f00f0:0x007f0172,  condjump_in_parallel_p
0x007f0180:0x007f01bd,  pc_set
0x007f01c0:0x007f022d,  any_uncondjump_p
0x007f0230:0x007f02bd,  any_condjump_p
0x007f02c0:0x007f0355,  condjump_label
0x007f0360:0x007f0380,  returnjump_p
0x007f0380:0x007f03a0,  eh_returnjump_p
0x007f03a0:0x007f03f3,  onlyjump_p
0x007f0400:0x007f04c3,  mark_jump_label
0x007f04d0:0x007f07f2,  mark_jump_label_1
0x007f0800:0x007f0c33,  rebuild_jump_labels
0x007f0c40:0x007f0f32,  delete_related_insns
0x007f0f40:0x007f0f76,  delete_for_peephole
0x007f0f80:0x007f101c,  redirect_jump_1
0x007f1020:0x007f1169,  redirect_jump_2
0x007f1170:0x007f11d9,  redirect_jump
0x007f11e0:0x007f12b3,  invert_jump_1
0x007f12c0:0x007f1327,  invert_jump
0x007f1330:0x007f183c,  rtx_renumbered_equal_p
0x007f1840:0x007f18e4,  true_regnum
0x007f18f0:0x007f1929,  reg_or_subregno
0x007f1930:0x007f1a2e,  print_linear_expression
0x007f1a30:0x007f1dc0,  lambda_lattice_compute_base
0x007f1dc0:0x007f1f51,  av_for_af_base
0x007f1f60:0x007f201b,  lle_equal
0x007f2020:0x007f20a4,  invariant_in_loop_and_outer_loops
0x007f20b0:0x007f213d,  can_duplicate_iv
0x007f2140:0x007f252e,  lle_to_gcc_expression.isra.31.constprop.41
0x007f2530:0x007f26a2,  stmt_is_bumper_for_loop
0x007f26b0:0x007f27b6,  can_put_in_inner_loop
0x007f27c0:0x007f2892,  lambda_collect_parameters_from_af
0x007f28a0:0x007f2976,  lambda_body_vector_new
0x007f2980:0x007f2a45,  lambda_body_vector_compute_new
0x007f2a50:0x007f2aa0,  print_lambda_body_vector
0x007f2aa0:0x007f2ba8,  lambda_linear_expression_new
0x007f2bb0:0x007f2d37,  gcc_tree_to_linear_expression
0x007f2d40:0x007f2de2,  print_lambda_linear_expression
0x007f2df0:0x007f2f1d,  print_lambda_loop
0x007f2f20:0x007f30b9,  lambda_loopnest_new
0x007f30c0:0x007f3137,  print_lambda_loopnest
0x007f3140:0x007f3175,  least_common_multiple
0x007f3180:0x007f4c5d,  lambda_loopnest_transform
0x007f4c60:0x007f4d4c,  find_induction_var_from_exit_cond
0x007f4d50:0x007f55a2,  remove_iv
0x007f55b0:0x007f681c,  lambda_loopnest_to_gcc_loopnest
0x007f6820:0x007f690e,  perfect_nest_p
0x007f6910:0x007f8ba3,  gcc_loopnest_to_lambda_loopnest
0x007f8bb0:0x007f8d46,  lambda_transform_legal_p
0x007f8d50:0x007f8dd4,  lambda_collect_parameters
0x007f8de0:0x007f9054,  lambda_compute_access_matrices
0x007f9060:0x007f909f,  lambda_matrix_row_add.part.1
0x007f90a0:0x007f90d8,  lambda_matrix_col_add.part.2
0x007f90e0:0x007f913b,  lambda_matrix_new
0x007f9140:0x007f918c,  lambda_matrix_copy
0x007f9190:0x007f91cc,  lambda_matrix_id
0x007f91d0:0x007f921f,  lambda_matrix_id_p
0x007f9220:0x007f9260,  lambda_matrix_negate
0x007f9260:0x007f92b6,  lambda_matrix_transpose
0x007f92c0:0x007f9309,  lambda_matrix_add
0x007f9310:0x007f9373,  lambda_matrix_add_mc
0x007f9380:0x007f9419,  lambda_matrix_mult
0x007f9420:0x007f9494,  lambda_matrix_delete_rows
0x007f94a0:0x007f94bb,  lambda_matrix_row_exchange
0x007f94c0:0x007f94d2,  lambda_matrix_row_add
0x007f94e0:0x007f9505,  lambda_matrix_row_negate
0x007f9510:0x007f9548,  lambda_matrix_row_mc
0x007f9550:0x007f9592,  lambda_matrix_col_exchange
0x007f95a0:0x007f95b2,  lambda_matrix_col_add
0x007f95c0:0x007f95eb,  lambda_matrix_col_negate
0x007f95f0:0x007f9620,  lambda_matrix_col_mc
0x007f9620:0x007f9c5f,  lambda_matrix_inverse
0x007f9c60:0x007fa022,  lambda_matrix_hermite
0x007fa030:0x007fa27e,  lambda_matrix_right_hermite
0x007fa280:0x007fa4da,  lambda_matrix_left_hermite
0x007fa4e0:0x007fa552,  lambda_matrix_first_nz_vec
0x007fa560:0x007fa7cf,  lambda_matrix_project_to_null
0x007fa7d0:0x007fa84d,  lambda_matrix_vector_mult
0x007fa850:0x007fa8eb,  print_lambda_matrix
0x007fa8f0:0x007fa929,  lambda_trans_matrix_new
0x007fa930:0x007fa948,  lambda_trans_matrix_id_p
0x007fa950:0x007fa982,  lambda_trans_matrix_inverse
0x007fa990:0x007fa99e,  print_lambda_trans_matrix
0x007fa9a0:0x007faab3,  add_builtin_function_common
0x007faac0:0x007faac2,  lhd_do_nothing
0x007faad0:0x007faad2,  lhd_do_nothing_t
0x007faae0:0x007faae4,  lhd_pass_through_t
0x007faaf0:0x007faaf2,  lhd_do_nothing_i
0x007fab00:0x007fab03,  lhd_do_nothing_iii_return_null_tree
0x007fab10:0x007fab12,  lhd_do_nothing_f
0x007fab20:0x007fab23,  lhd_return_null_tree_v
0x007fab30:0x007fab33,  lhd_return_null_tree
0x007fab40:0x007fab43,  lhd_return_null_const_tree
0x007fab50:0x007fab5d,  lhd_post_options
0x007fab60:0x007fab62,  lhd_print_tree_nothing
0x007fab70:0x007fabd8,  lhd_warn_unused_global_decl
0x007fabe0:0x007face4,  lhd_set_decl_assembler_name
0x007facf0:0x007fad0d,  lhd_type_promotes_to
0x007fad10:0x007fad12,  lhd_register_builtin_type
0x007fad20:0x007fad44,  lhd_incomplete_type_error
0x007fad50:0x007fad56,  lhd_get_alias_set
0x007fad60:0x007fad99,  lhd_decl_printable_name
0x007fada0:0x007faddd,  lhd_dwarf_name
0x007fade0:0x007fadf5,  lhd_types_compatible_p
0x007fae00:0x007fae03,  lhd_tree_dump_dump_tree
0x007fae10:0x007fae40,  lhd_tree_dump_type_quals
0x007fae40:0x007fae46,  lhd_gimplify_expr
0x007fae50:0x007fae6f,  lhd_tree_size
0x007fae70:0x007fae76,  lhd_decl_ok_for_sibcall
0x007fae80:0x007faf12,  write_global_declarations
0x007faf20:0x007faf22,  lhd_initialize_diagnostics
0x007faf30:0x007fb2b3,  lhd_print_error_function
0x007fb2c0:0x007fb2c3,  lhd_callgraph_analyze_expr
0x007fb2d0:0x007fb2d5,  lhd_make_node
0x007fb2e0:0x007fb2e4,  lhd_to_target_charset
0x007fb2f0:0x007fb2f4,  lhd_expr_to_decl
0x007fb300:0x007fb30b,  lhd_omp_predetermined_sharing
0x007fb310:0x007fb327,  lhd_omp_assignment
0x007fb330:0x007fb332,  lhd_omp_firstprivatize_type_sizes
0x007fb340:0x007fb354,  add_builtin_function
0x007fb360:0x007fb374,  add_builtin_function_ext_scope
0x007fb380:0x007fb38f,  lhd_builtin_function
0x007fb390:0x007fb3f0,  lhd_begin_section
0x007fb3f0:0x007fb407,  lhd_append_data
0x007fb410:0x007fb436,  lhd_end_section
0x007fb440:0x007fb464,  lbasename
0x007fb470:0x007fb747,  compute_antinout_edge
0x007fb750:0x007fba37,  compute_available
0x007fba40:0x007fc219,  pre_edge_lcm
0x007fc220:0x007fca0d,  pre_edge_rev_lcm
0x007fca10:0x007fca46,  remove_list_elem
0x007fca50:0x007fcaab,  alloc_INSN_LIST
0x007fcab0:0x007fcaea,  alloc_EXPR_LIST
0x007fcaf0:0x007fcb37,  free_EXPR_LIST_list
0x007fcb40:0x007fcbca,  free_INSN_LIST_list
0x007fcbd0:0x007fcbe3,  free_EXPR_LIST_node
0x007fcbf0:0x007fcc22,  free_INSN_LIST_node
0x007fcc30:0x007fcc93,  remove_free_INSN_LIST_elem
0x007fcca0:0x007fccf2,  remove_free_INSN_LIST_node
0x007fcd00:0x007fcd21,  remove_free_EXPR_LIST_node
0x007fcd30:0x007fcd6c,  gate_handle_loop2
0x007fcd70:0x007fcd78,  gate_rtl_move_loop_invariants
0x007fcd80:0x007fcd88,  gate_rtl_unswitch
0x007fcd90:0x007fcdb6,  gate_rtl_unroll_and_peel_loops
0x007fcdc0:0x007fcdc3,  gate_rtl_doloop
0x007fcdd0:0x007fcdd3,  rtl_doloop
0x007fcde0:0x007fce13,  rtl_move_loop_invariants
0x007fce20:0x007fce53,  rtl_unswitch
0x007fce60:0x007fced3,  rtl_unroll_and_peel_loops
0x007fcee0:0x007fcfd4,  loop_optimizer_init
0x007fcfe0:0x007fd02a,  rtl_loop_init
0x007fd030:0x007fd214,  loop_optimizer_finalize
0x007fd220:0x007fd258,  rtl_loop_done
0x007fd260:0x007fd356,  check_maybe_invariant
0x007fd360:0x007fd364,  hash_invariant_expr
0x007fd370:0x007fd482,  mark_ref_regs
0x007fd490:0x007fd4f4,  check_invariant_table_size
0x007fd500:0x007fd5ae,  invariant_for_use
0x007fd5b0:0x007fd66d,  get_cover_class_and_nregs
0x007fd670:0x007fd6da,  record_use
0x007fd6e0:0x007fd957,  invariant_expr_equal_p
0x007fd960:0x007fdb1c,  hash_invariant_expr_1
0x007fdb20:0x007fdba8,  get_regno_cover_class
0x007fdbb0:0x007fdc39,  change_pressure
0x007fdc40:0x007fdcce,  mark_regno_live
0x007fdcd0:0x007fdd55,  mark_reg_store
0x007fdd60:0x007fdd75,  mark_reg_clobber
0x007fdd80:0x007fddae,  mark_regno_death
0x007fddb0:0x007fde05,  mark_reg_death
0x007fde10:0x007fdea0,  compute_always_reached.isra.14
0x007fdea0:0x007fdf65,  check_dependency.part.16
0x007fdf70:0x007fdfa7,  eq_invariant_expr
0x007fdfb0:0x007fe32e,  move_invariant_reg
0x007fe330:0x007fe485,  set_move_mark
0x007fe490:0x007fe8a5,  get_inv_cost.isra.21
0x007fe8b0:0x007fec46,  find_invariants_to_move
0x007fec50:0x007fee4f,  find_identical_invariants
0x007fee50:0x008008c8,  move_loop_invariants
0x008008d0:0x008008d3,  biv_hash
0x008008e0:0x008008ec,  biv_eq
0x008008f0:0x00800920,  mark_altered
0x00800920:0x00800984,  check_iv_ref_table_size
0x00800990:0x008009ef,  clear_iv_info
0x008009f0:0x00800a42,  simple_reg_p
0x00800a50:0x00800b53,  latch_dominating_def
0x00800b60:0x00800b7b,  altered_reg_used
0x00800b80:0x0080100a,  implies_p
0x00801010:0x0080114d,  replace_single_def_regs
0x00801150:0x008012bb,  iv_get_reaching_def.part.7
0x008012c0:0x00801723,  get_biv_step_1.isra.8
0x00801730:0x008017a0,  iv_neg
0x008017a0:0x00801803,  eliminate_implied_condition
0x00801810:0x008019b7,  dump_iv_info
0x008019c0:0x00801d62,  iv_analyze_biv
0x00801d70:0x00801d94,  lowpart_subreg
0x00801da0:0x00801e9a,  iv_analysis_loop_init
0x00801ea0:0x00801f53,  biv_p
0x00801f60:0x00802059,  get_iv_value
0x00802060:0x008026bb,  iv_analyze_expr
0x008026c0:0x0080294a,  iv_analyze_def
0x00802950:0x00802c41,  iv_analyze_op
0x00802c50:0x00802cbc,  iv_analyze
0x00802cc0:0x00802ce4,  iv_analyze_result
0x00802cf0:0x00802d57,  iv_analysis_done
0x00802d60:0x00802f37,  canon_condition
0x00802f40:0x008030d8,  simplify_using_condition
0x008030e0:0x0080387d,  simplify_using_initial_values
0x00803880:0x00805401,  find_simple_exit
0x00805410:0x00805511,  get_simple_loop_desc
0x00805520:0x00805540,  free_simple_loop_desc
0x00805540:0x00805547,  si_info_hash
0x00805550:0x0080555d,  si_info_eq
0x00805560:0x00805567,  ve_info_hash
0x00805570:0x0080557d,  ve_info_eq
0x00805580:0x008055fc,  loop_exit_at_end_p
0x00805600:0x00805de2,  analyze_insns_in_loop
0x00805df0:0x00805ec9,  insert_base_initialization
0x00805ed0:0x008060fd,  split_iv
0x00806100:0x00806166,  free_opt_info
0x00806170:0x00806a35,  apply_opt_in_copies
0x00806a40:0x00806a73,  split_edge_and_insert
0x00806a80:0x00809234,  unroll_and_peel_loops
0x00809240:0x00809409,  compare_and_jump_seq
0x00809410:0x0080943c,  reversed_condition
0x00809440:0x00809dc0,  unswitch_single_loop
0x00809dc0:0x00809eee,  unswitch_loops
0x00809ef0:0x00809efc,  gate_handle_lower_subreg
0x00809f00:0x0080a023,  simplify_subreg_concatn
0x0080a030:0x0080a1fe,  simplify_gen_subreg_concatn
0x0080a200:0x0080a3c7,  find_decomposable_subregs
0x0080a3d0:0x0080a445,  adjust_decomposed_uses
0x0080a450:0x0080a4cb,  simple_move_operand
0x0080a4d0:0x0080a5a1,  simple_move
0x0080a5b0:0x0080a64c,  resolve_reg_notes
0x0080a650:0x0080a6f2,  resolve_subreg_use
0x0080a700:0x0080a75c,  can_decompose_p.part.7
0x0080a760:0x0080addd,  resolve_simple_move.isra.8
0x0080ade0:0x0080bd52,  decompose_multiword_subregs
0x0080bd60:0x0080bd70,  rest_of_handle_lower_subreg2
0x0080bd70:0x0080bd80,  rest_of_handle_lower_subreg
0x0080bd80:0x0080bd85,  lrealpath
0x0080bd90:0x0080bdb8,  lto_cgraph_encoder_new
0x0080bdc0:0x0080bdeb,  lto_cgraph_encoder_delete
0x0080bdf0:0x0080be87,  lto_cgraph_encoder_encode
