0x004021b0:0x004021d0, __cxx_global_var_init
0x0042dea0:0x0042e06d, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
0x0042e070:0x0042e0ce, _ZN3pov25Float_IsoSurface_FunctionEPNS_17IsoSurface_StructEPd
0x0042e0d0:0x0042e0e9, _ZN3pov26Vector_IsoSurface_FunctionEPNS_17IsoSurface_StructEPd
0x0042e0f0:0x0042e12e, _ZN3pov17Evaluate_FunctionEjPd
0x0042e130:0x0042e1cf, _ZN3pov12Create_LatheEv
0x0042e1d0:0x0042e236, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x0042e240:0x0042ed69, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x0042ed70:0x0042edb3, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0042edc0:0x0042f025, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x0042f030:0x0042f16f, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042f170:0x0042f258, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042f260:0x0042f2e6, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x0042f2f0:0x0042f2f5, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f300:0x0042f305, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f310:0x0042f315, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f320:0x0042f336, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x0042f340:0x0042f345, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x0042f350:0x0042f3cf, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x0042f3d0:0x0042fd9d, _ZN3povL15intersect_latheEPNS_10Ray_StructEPNS_12Lathe_StructEPNS_13istack_structE
0x0042fda0:0x0042fe2d, _ZN3povL8test_hitEPNS_12Lathe_StructEPNS_10Ray_StructEPNS_13istack_structEddi
0x0042fe30:0x0042fec8, _ZN3pov16push_entry_i1_d1EdPdPNS_13Object_StructEidPNS_13istack_structE
0x0042fed0:0x0043003f, _ZN3pov19Build_Light_BuffersEv
0x00430040:0x00430146, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_
0x00430150:0x00430416, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x00430420:0x004304b5, _ZN3pov21Destroy_Light_BuffersEv
0x004304c0:0x0043076f, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x00430770:0x00430a69, _ZN3povL11calc_pointsEiPNS_13Object_StructEPiPA3_dPd
0x00430a70:0x00430e08, _ZN3povL16project_triangleEPNS_14Project_StructEPdS2_S2_Pi
0x00430e10:0x004312eb, _ZN3povL12project_bboxEPNS_14Project_StructEPA3_dPi
0x004312f0:0x00431334, _ZN3povL18intersect_projectsEPNS_14Project_StructES1_
0x00431340:0x004314fb, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x00431500:0x00431811, _ZN3povL14bbox_invisibleEiPNS_19Bounding_Box_StructEPd
0x00431820:0x00431891, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x004318a0:0x00431931, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x00431940:0x0043198a, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x00431990:0x00431a47, _ZN3pov24Initialize_Lighting_CodeEv
0x00431a50:0x00431ef3, _ZN3povL15InitMallocPoolsEv
0x00431f00:0x00431f21, _ZN3pov18InitComTexDataPoolEv
0x00431f30:0x00431f99, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x00431fa0:0x004320ea, _ZN3povL17ReInitMallocPoolsEv
0x004320f0:0x0043216c, _ZN3pov26Deinitialize_Lighting_CodeEv
0x00432170:0x00432646, _ZN3povL17DeInitMallocPoolsEv
0x00432650:0x004326b8, _ZN3pov18FreeComTexDataPoolEv
0x004326c0:0x00432abf, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x00432ac0:0x00432c56, _ZN3pov22ResizeLightMallocPoolsEl
0x00432c60:0x00432eac, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x00432eb0:0x004333dc, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x004333e0:0x00433501, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00433510:0x00433725, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00433730:0x0043385e, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x00433860:0x004339c4, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x004339d0:0x00433c97, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00433ca0:0x00433f3e, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00433f40:0x004341f0, _ZN3pov22ResizeMediaMallocPoolsEl
0x004341f0:0x00434275, _ZN3pov13NewComTexDataEv
0x00434280:0x004342da, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x004342e0:0x004343d3, _ZN3povL26backtrace_average_texturesEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x004343e0:0x0043454c, _ZN3povL16average_texturesEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x00434550:0x0043587f, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00435880:0x00435f22, _ZN3povL22compute_shadow_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEPNS_10istk_entryE
0x00435f30:0x0043755b, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00437560:0x004378e2, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x004378f0:0x00437fc1, _ZN3povL16BacktraceRefractEPNS_15Interior_StructEPdPNS_10Ray_StructES2_S2_Pfd
0x00437fd0:0x0043818c, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x00438190:0x004381c4, _ZN3povL11Element_IOREddii
0x004381d0:0x004382ec, _ZN3povL12Refract_GutsEPfdPdS1_S1_dPNS_10Ray_StructES3_dS1_
0x004382f0:0x00438418, _ZN3povL22Dispersion_Element_HueEPfii
0x00438420:0x004385a4, _ZN3povL7DiffuseEPNS_13Finish_StructEPdPNS_10Ray_StructES2_PfS5_dPNS_13Object_StructE
0x004385b0:0x00438ba0, _ZN3povL13PhotonDiffuseEPNS_13Finish_StructEPdPNS_10Ray_StructES2_S2_PfS5_dPNS_13Object_StructE
0x00438ba0:0x00439142, _ZN3povL7RefractEPNS_15Interior_StructEPdPNS_10Ray_StructES2_S2_Pfd
0x00439150:0x00439426, _ZN3povL17Diffuse_One_LightEPNS_19Light_Source_StructEiPdPNS_13Finish_StructES2_PNS_10Ray_StructES2_PfS7_dPNS_13Object_StructE
0x00439430:0x00439620, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x00439620:0x0043a49c, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x0043a4a0:0x0043a8b0, _ZN3povL25block_point_light_LBufferEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x0043a8b0:0x0043ae03, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x0043ae10:0x0043af0c, _ZN3povL23do_light_ray_atmosphereEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0043af10:0x0043b112, _ZN3povL19do_light_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_
0x0043b120:0x0043b1cf, _ZN3povL11do_blockingEPNS_10istk_entryEPNS_10Ray_StructEPfPNS_13istack_structE
0x0043b1d0:0x0043b656, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x0043b660:0x0043b67d, _ZN3pov8VScaleEqEPff
0x0043b680:0x0043b69d, _ZN3pov6VScaleEPfPKff
0x0043b6a0:0x0043b6fd, _ZN3pov9CLinComb2EPffPKffS2_
0x0043b700:0x0043b705, _ZSt3powff
0x0043b710:0x0043b721, _ZN3pov10Assign_RGBEPfS0_
0x0043b730:0x0043b767, _ZN3pov12CRGBLinComb2EPffPKffS2_
0x0043b770:0x0043b79b, _ZN3pov6VAddEqEPfPKf
0x0043b7a0:0x0043b7d7, _ZN3pov4VSubEPdPKfPKd
0x0043b7e0:0x0043b7fb, _ZN3pov5MZeroEPA4_d
0x0043b800:0x0043b851, _ZN3pov9MIdentityEPA4_d
0x0043b860:0x0043bafb, _ZN3pov7MTimesAEPA4_dS1_
0x0043bb00:0x0043bd9b, _ZN3pov7MTimesBEPA4_dS1_
0x0043bda0:0x0043c128, _ZN3pov7MTimesCEPA4_dS1_S1_
0x0043c130:0x0043c191, _ZN3pov10MTransposeEPA4_d
0x0043c1a0:0x0043c1e6, _ZN3pov10MTransposeEPA4_dS1_
0x0043c1f0:0x0043c257, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x0043c260:0x0043c2d3, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x0043c2e0:0x0043c341, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x0043c350:0x0043c3ba, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x0043c3c0:0x0043c429, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x0043c430:0x0043c490, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x0043c490:0x0043c4fa, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x0043c500:0x0043c562, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x0043c570:0x0043cd5f, _ZN3pov7MInversEPA4_dS1_
0x0043cd60:0x0043cdd7, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x0043cde0:0x0043cf65, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x0043cf70:0x0043cf99, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x0043cfa0:0x0043d0b0, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x0043d0b0:0x0043d199, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x0043d1a0:0x0043d1d6, _ZN3pov16Create_TransformEv
0x0043d1e0:0x0043d25d, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x0043d260:0x0043d275, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x0043d280:0x0043d2b6, _ZN3pov13Create_VectorEv
0x0043d2c0:0x0043d2e3, _ZN3pov12Create_FloatEv
0x0043d2f0:0x0043d4dd, _ZN3pov8MInvers3EPA3_dS1_
0x0043d4e0:0x0043d504, _ZN3pov14Create_UV_VectEv
0x0043d510:0x0043d537, _ZN3pov16Create_Vector_4DEv
0x0043d540:0x0043d5ae, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x0043d5b0:0x0043d731, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x0043d740:0x0043ddb4, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x0043ddc0:0x0043e143, _ZN3povL25set_up_sampling_intervalsEPNS_21Media_Interval_StructEiPNS_19Lit_Interval_StructEPNS_12Media_StructE
0x0043e150:0x0043ea7a, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i
0x0043ea80:0x0043f7cd, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0043f7d0:0x0043f8c9, _ZN3povL14get_light_listEPNS_17Light_List_StructERS1_RiPNS_10Ray_StructEPNS_10istk_entryE
0x0043f8d0:0x0043fbaf, _ZN3povL16get_lit_intervalEPiPNS_19Lit_Interval_StructEiPNS_17Light_List_StructEPNS_10istk_entryES4_i
0x0043fbb0:0x00440290, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x00440290:0x004404dd, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x004404e0:0x004405d1, _ZN3pov12Create_MediaEv
0x004405e0:0x00440722, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x00440730:0x0044079b, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x004407a0:0x004407d3, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x004407e0:0x0044080c, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x00440810:0x004408bc, _ZN3povL24evaluate_density_patternEPNS_12Media_StructEPdPf
0x004408c0:0x00440b76, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x00440b80:0x00440c5d, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x00440c60:0x00440e6f, _ZN3povL23intersect_cylinderlightEPNS_10Ray_StructEPNS_19Light_Source_StructEPdS4_
0x00440e70:0x004411ad, _ZN3povL19intersect_spotlightEPNS_10Ray_StructEPNS_19Light_Source_StructEPdS4_
0x004411b0:0x004411d2, _ZN3povL11compdoublesEPKvS1_
0x004411e0:0x004411e5, _ZSt3expf
0x004411f0:0x004411f5, _ZN3pov3SqrEf
0x00441200:0x00441243, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00441250:0x004413ac, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x004413b0:0x0044144e, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00441450:0x00441804, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00441810:0x004418e1, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x004418f0:0x004418f5, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441900:0x00441905, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441910:0x00441915, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441920:0x00441996, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x004419a0:0x004419a5, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x004419b0:0x00441b01, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x00441b10:0x00441ba8, _ZN3pov11Create_MeshEv
0x00441bb0:0x00441dce, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x00441dd0:0x00441e46, _ZN3povL21get_triangle_verticesEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_
0x00441e50:0x00442090, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x00442090:0x004421a7, _ZN3povL23compute_smooth_triangleEPNS_20Mesh_Triangle_StructEPdS2_S2_
0x004421b0:0x004421f8, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x00442200:0x004422ea, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x004422f0:0x0044242a, _ZN3povL17get_triangle_bboxEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPNS_19Bounding_Box_StructE
0x00442430:0x00442448, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x00442450:0x00442633, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x00442640:0x0044265b, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x00442660:0x0044271f, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
0x00442720:0x00442892, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
0x004428a0:0x00442930, _ZN3pov23Create_Mesh_Hash_TablesEv
0x00442930:0x00442aba, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x00442ac0:0x00442b39, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x00442b40:0x00442b54, _ZN3pov20Initialize_Mesh_CodeEv
0x00442b60:0x00442b7f, _ZN3pov22Deinitialize_Mesh_CodeEv
0x00442b80:0x00442bf3, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x00442c00:0x00442d96, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x00442da0:0x00442ee6, _ZN3povL14Intersect_MeshEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_13istack_structE
0x00442ef0:0x00443167, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd
0x00443170:0x004431e3, _ZN3povL8test_hitEPNS_20Mesh_Triangle_StructEPNS_11Mesh_StructEPNS_10Ray_StructES5_ddPNS_13istack_structE
0x004431f0:0x004433ad, _ZN3povL19intersect_bbox_treeEPNS_11Mesh_StructEPNS_10Ray_StructES3_dPNS_13istack_structE
0x004433b0:0x004434d2, _ZN3povL16inside_bbox_treeEPNS_11Mesh_StructEPNS_10Ray_StructE
0x004434e0:0x00443679, _ZN3povL18smooth_mesh_normalEPNS_11Mesh_StructEPdPNS_20Mesh_Triangle_StructES2_
0x00443680:0x004436f6, _ZN3povL20get_triangle_normalsEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_
0x00443700:0x0044372d, _ZN3pov4VDotERfPKdS2_
0x00443730:0x0044373f, _ZN3pov11Make_VectorEPffff
0x00443740:0x00443769, _ZN3pov13Assign_VectorEPdPf
0x00443770:0x00443803, _ZN3pov18push_entry_pointerEdPdPNS_13Object_StructEPvPNS_13istack_structE
0x00443810:0x00443853, _ZN3pov4VSubEPdPKdPKf
0x00443860:0x00443895, _ZN3pov4VDotERdPKdPKf
0x004438a0:0x004438cd, _ZN3pov10VNormalizeEPfPKf
0x004438d0:0x004438f9, _ZN3pov15VInverseScaleEqEPff
0x00443900:0x00443941, _ZN3pov7VLengthERfPKf
0x00443950:0x00443979, _ZN3pov13VInverseScaleEPfPKff
0x00443980:0x004439a9, _ZN3pov13Assign_VectorEPfPd
0x004439b0:0x004439db, _ZN3pov4VSubEPfPKfS2_
0x004439e0:0x004439f1, _ZN3pov13Assign_VectorEPfS0_
0x00443a00:0x00443a37, _ZN3pov4VSubEPdPKfS2_
0x00443a40:0x00443a7b, _ZN3pov14Create_TnormalEv
0x00443a80:0x00443ac9, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x00443ad0:0x00443af6, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x00443b00:0x00443bde, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x00443be0:0x0044402d, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x00444030:0x00444071, _ZN3povL5bumpsEPdPNS_14Tnormal_StructES0_
0x00444080:0x004440e0, _ZN3povL5dentsEPdPNS_14Tnormal_StructES0_
0x004440e0:0x004441cb, _ZN3povL7ripplesEPdPNS_14Tnormal_StructES0_
0x004441d0:0x004442d5, _ZN3povL5wavesEPdPNS_14Tnormal_StructES0_
0x004442e0:0x004443e4, _ZN3povL8wrinklesEPdPNS_14Tnormal_StructES0_
0x004443f0:0x00444539, _ZN3povL7quiltedEPdPNS_14Tnormal_StructES0_
0x00444540:0x00444a19, _ZN3povL6facetsEPdPNS_14Tnormal_StructES0_
0x00444a20:0x00444b11, _ZN3povL18Do_Average_NormalsEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x00444b20:0x00444b89, _ZN3povL12Do_Slope_MapEdPNS_16Blend_Map_StructE
0x00444b90:0x00444be3, _ZN3povL13Hermite_CubicEdPdS0_
0x00444bf0:0x00444cfa, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x00444d00:0x00444d74, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x00444d80:0x00444daa, _ZN3pov11open_istackEv
0x00444db0:0x00444dc2, _ZN3pov12close_istackEPNS_13istack_structE
0x00444dd0:0x00444e23, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x00444e30:0x00444e87, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x00444e90:0x00444f77, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00444f80:0x00445067, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00445070:0x00445157, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00445160:0x00445215, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x00445220:0x0044522c, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x00445230:0x0044530d, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x00445310:0x0044535d, _ZN3povL15Copy_Bound_ClipEPNS_13Object_StructE
0x00445360:0x004453c6, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x004453d0:0x00445439, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x00445440:0x0044549b, _ZN3pov15Destroy_IStacksEv
0x004454a0:0x0044552d, _ZN3povL13create_istackEv
0x00445530:0x0044554c, _ZN3pov8incstackEPNS_13istack_structE
0x00445550:0x00445560, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00445560:0x00445702, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x00445710:0x00445770, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x00445770:0x004457ce, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x004457d0:0x004457da, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x004457e0:0x004458af, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x004458b0:0x0044594c, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x00445950:0x004459d3, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x004459e0:0x00445a45, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x00445a50:0x00445d00, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x00445d00:0x00445d29, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x00445d30:0x00445e5e, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x00445e60:0x00445e77, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x00445e80:0x00445ee6, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x00445ef0:0x0044631c, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x00446320:0x0044633d, _ZN8pov_base6IOBase3eofEv
0x00446340:0x004463e0, _ZN3pov15Extract_VersionEPKc
0x004463e0:0x00446408, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x00446410:0x004466cc, _ZN3pov5ParseEv
0x004466d0:0x00446795, _ZN3pov10Frame_InitEv
0x004467a0:0x00446b06, _ZN3povL11Parse_FrameEv
0x00446b10:0x00446c28, _ZN3pov13Destroy_FrameEv
0x00446c30:0x00446ca7, _ZN3pov11Parse_BeginEv
0x00446cb0:0x00446cdb, _ZN3pov16Get_Token_StringEi
0x00446ce0:0x00446d84, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x00446d90:0x00446df5, _ZN3pov9Parse_EndEv
0x00446e00:0x00446f6f, _ZN3pov12Parse_ObjectEv
0x00446f70:0x004472d5, _ZN3povL16Parse_IsosurfaceEv
0x004472e0:0x004476cf, _ZN3povL16Parse_ParametricEv
0x004476d0:0x004479ad, _ZN3povL19Parse_Julia_FractalEv
0x004479b0:0x004479fb, _ZN3povL12Parse_SphereEv
0x00447a00:0x00447b70, _ZN3povL18Parse_Sphere_SweepEv
0x00447b70:0x00447c05, _ZN3povL11Parse_PlaneEv
0x00447c10:0x00447ca2, _ZN3povL10Parse_ConeEv
0x00447cb0:0x00447d38, _ZN3povL14Parse_CylinderEv
0x00447d40:0x00447e76, _ZN3povL10Parse_DiscEv
0x00447e80:0x00447f3f, _ZN3povL13Parse_QuadricEv
0x00447f40:0x00447fb6, _ZN3povL10Parse_PolyEi
0x00447fc0:0x0044800c, _ZN3povL11Parse_TorusEv
0x00448010:0x0044819d, _ZN3povL11Parse_LatheEv
0x004481a0:0x00448379, _ZN3povL13Parse_PolygonEv
0x00448380:0x004487e6, _ZN3povL11Parse_PrismEv
0x004487f0:0x0044891f, _ZN3povL9Parse_SorEv
0x00448920:0x00448994, _ZN3povL20Parse_SuperellipsoidEv
0x004489a0:0x0044997e, _ZN3povL10Parse_MeshEv
0x00449980:0x0044a7fd, _ZN3povL11Parse_Mesh2Ev
0x0044a800:0x0044a918, _ZN3povL14Parse_TrueTypeEv
0x0044a920:0x0044aa7d, _ZN3povL9Parse_CSGEi
0x0044aa80:0x0044ae1d, _ZN3povL17Parse_Light_GroupEv
0x0044ae20:0x0044b0c9, _ZN3povL19Parse_Bicubic_PatchEv
0x0044b0d0:0x0044b142, _ZN3povL14Parse_TriangleEv
0x0044b150:0x0044b2a6, _ZN3povL21Parse_Smooth_TriangleEv
0x0044b2b0:0x0044b40d, _ZN3povL12Parse_HFieldEv
0x0044b410:0x0044b4d5, _ZN3povL9Parse_BoxEv
0x0044b4e0:0x0044b76e, _ZN3povL10Parse_BlobEv
0x0044b770:0x0044be91, _ZN3povL18Parse_Light_SourceEv
0x0044bea0:0x0044beb0, _ZN3pov17Expectation_ErrorEPKc
0x0044beb0:0x0044cbd5, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x0044cbe0:0x0044ce07, _ZN3pov13Parse_DefaultEv
0x0044ce10:0x0044e0d4, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x0044e0e0:0x0044e13a, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x0044e140:0x0044e296, _ZN3pov12Parse_MatrixEPA4_d
0x0044e2a0:0x0044e493, _ZN3pov16Parse_Bound_ClipEv
