0x00402570:0x00402590, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x00469d30:0x00469dab, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00469db0:0x00469e2b, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00469e30:0x00469eab, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00469eb0:0x0046a25a, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0046a260:0x0046a3ee, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x0046a3f0:0x0046a4cb, _ZN3pov11Create_MeshEv
0x0046a4d0:0x0046a667, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x0046a670:0x0046abe1, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x0046abf0:0x0046ac49, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x0046ac50:0x0046ae84, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x0046ae90:0x0046aea8, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x0046aeb0:0x0046aec8, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x0046aed0:0x0046afcd, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
0x0046afd0:0x0046b192, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
0x0046b1a0:0x0046b289, _ZN3pov23Create_Mesh_Hash_TablesEv
0x0046b290:0x0046b3b5, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x0046b3c0:0x0046b466, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x0046b470:0x0046b48a, _ZN3pov20Initialize_Mesh_CodeEv
0x0046b490:0x0046b4c4, _ZN3pov22Deinitialize_Mesh_CodeEv
0x0046b4d0:0x0046b557, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x0046b560:0x0046b74a, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x0046b750:0x0046b78e, _ZN3pov14Create_TnormalEv
0x0046b790:0x0046b814, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x0046b820:0x0046b84a, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x0046b850:0x0046b986, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x0046b990:0x0046d59c, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x0046d5a0:0x0046d7af, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x0046d7b0:0x0046d9e9, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x0046d9f0:0x0046dacd, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x0046dad0:0x0046db53, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x0046db60:0x0046dc57, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046dc60:0x0046dd57, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046dd60:0x0046de57, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046de60:0x0046df38, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x0046df40:0x0046df52, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x0046df60:0x0046e0d2, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x0046e0e0:0x0046e68f, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x0046e690:0x0046e821, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x0046e830:0x0046e892, _ZN3pov15Destroy_IStacksEv
0x0046e8a0:0x0046e966, _ZN3pov11open_istackEv
0x0046e970:0x0046e982, _ZN3pov12close_istackEPNS_13istack_structE
0x0046e990:0x0046e9ab, _ZN3pov8incstackEPNS_13istack_structE
0x0046e9b0:0x0046e9c4, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0046e9d0:0x0046eadb, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x0046eae0:0x0046eec0, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_.constprop.1
0x0046eec0:0x0046f2b4, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x0046f2c0:0x0046f2ca, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x0046f2d0:0x0046f36c, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x0046f370:0x0046f4f3, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x0046f500:0x0046f8db, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x0046f8e0:0x0046f993, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x0046f9a0:0x0046fd35, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x0046fd40:0x0046fdc7, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x0046fdd0:0x0046fe2c, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x0046fe30:0x00470009, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x00470010:0x00470477, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x00470480:0x00470511, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x00470520:0x00470aa1, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x00470ab0:0x00470ca0, _ZN3pov15Extract_VersionEPKc
0x00470ca0:0x00470cf3, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x00470d00:0x00470dbf, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE.part.0
0x00470dc0:0x00470dfb, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x00470e00:0x004711eb, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji.constprop.9
0x004711f0:0x004715ba, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x004715c0:0x004716ee, _ZN3pov10Frame_InitEv
0x004716f0:0x00471808, _ZN3pov13Destroy_FrameEv
0x00471810:0x00471835, _ZN3pov11Parse_CommaEv
0x00471840:0x0047189d, _ZN3pov16Parse_Semi_ColonEb
0x004718a0:0x00471c53, _ZN3pov18Destroy_Ident_DataEPvi
0x00471c60:0x00471c6b, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x00471c70:0x00471e87, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x00471e90:0x00471ece, _ZN3pov16Get_Token_StringEi
0x00471ed0:0x0047200f, _ZN3pov18Get_Reserved_WordsEPKc
0x00472010:0x004720e8, _ZN3pov13Test_RedefineEiPiPvb
0x004720f0:0x004722c7, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x004722d0:0x004723a3, _ZN3pov11Parse_BeginEv
0x004723b0:0x0047245d, _ZN3pov9Parse_EndEv
0x00472460:0x004724af, _ZN3pov11Parse_ErrorEi
0x004724b0:0x004725fc, _ZN3pov12Parse_CoeffsEiPd
0x00472600:0x00472895, _ZN3pov12Parse_MatrixEPA4_d
0x004728a0:0x00472d76, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x00472d80:0x00473130, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x00473130:0x00473192, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x004731a0:0x004738de, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x004738e0:0x00473d3f, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x00473d40:0x00475f9d, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x00475fa0:0x00476739, _ZN3pov13Parse_DefaultEv
0x00476740:0x0047689a, _ZN3pov10Warn_StateEii
0x004768a0:0x00476b49, _ZN3povL14Parse_TrueTypeEv
0x00476b50:0x00479c1a, _ZN3pov12Parse_ObjectEv
0x00479c20:0x0047a3c5, _ZN3povL17Parse_Light_GroupEv
0x0047a3d0:0x0047a688, _ZN3pov16Parse_Bound_ClipEv
0x0047a690:0x0047b77e, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x0047b780:0x0047b7cc, _ZN3povL15Parse_Object_IdEv
0x0047b7d0:0x0047ce0a, _ZN3povL10Parse_MeshEv
0x0047ce10:0x0047e333, _ZN3povL11Parse_Mesh2Ev
0x0047e340:0x0047ed2f, _ZN3povL18Parse_Light_SourceEv
0x0047ed30:0x0047eee6, _ZN3povL9Parse_CSGEi.part.8
0x0047eef0:0x0047eeff, _ZN3pov7MAErrorEPKcl
0x0047ef00:0x0047f16e, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x0047f170:0x0047f820, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_.part.5
0x0047f820:0x0047f9d6, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x0047f9e0:0x004813f6, _ZN3pov5ParseEv
0x00481400:0x00481412, _ZN3pov7Only_InEPKcS1_
0x00481420:0x00481432, _ZN3pov8Not_WithEPKcS1_
0x00481440:0x004814be, _ZN3pov11Warn_CompatEiPKc
0x004814c0:0x004818f3, _ZN3pov15Copy_IdentifierEPvi
0x00481900:0x0048252c, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x00482530:0x00482a8f, _ZN3pov13Parse_DeclareEbb
0x00482a90:0x00482c6f, _ZN3pov17Expectation_ErrorEPKc
0x00482c70:0x00482cc5, _ZN3pov9Parse_ChrEb
0x00482cd0:0x00482d5b, _ZN3pov14UCS2_To_StringEPtb
0x00482d60:0x00482e8c, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x00482e90:0x00482fd6, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x00482fe0:0x004834d9, _ZN3pov14String_To_UCS2EPcb
0x004834e0:0x004836a3, _ZN3pov9Parse_StrEb
0x004836b0:0x00483a93, _ZN3pov10Parse_VStrEb
0x00483aa0:0x00483dc5, _ZN3pov12Parse_StringEb
0x00483dd0:0x00483e8c, _ZN3pov12Parse_StrlwrEb
0x00483e90:0x00483f4e, _ZN3pov14Parse_C_StringEb
0x00483f50:0x00484086, _ZN3pov12Parse_ConcatEb
0x00484090:0x004841cc, _ZN3pov12Parse_SubstrEb
0x004841d0:0x0048428c, _ZN3pov12Parse_StruprEb
0x00484290:0x00484338, _ZN3pov11UCS2_strcatEPtS0_
0x00484340:0x00484361, _ZN3pov11UCS2_strlenEPt
0x00484370:0x00484393, _ZN3pov11UCS2_strcmpEPtS0_
0x004843a0:0x004843c1, _ZN3pov11UCS2_strcpyEPtS0_
0x004843d0:0x004843f8, _ZN3pov12UCS2_strncpyEPtS0_i
0x00484400:0x00484472, _ZN3pov11UCS2_struprEPt
0x00484480:0x004844f2, _ZN3pov11UCS2_strlwrEPt
0x00484500:0x0048468a, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x00484690:0x004848ac, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE.part.0
0x004848b0:0x0048515e, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x00485160:0x004859e8, _ZN3pov11Parse_ImageEi
0x004859f0:0x00485df1, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE.isra.2
0x00485e00:0x00486011, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE.isra.3
0x00486020:0x004861fe, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE.isra.4
0x00486200:0x0048811d, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x00488120:0x00488192, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x004881a0:0x00488220, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x00488220:0x00488a8d, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x00488a90:0x0048a045, _ZN3pov13Parse_TextureEv
0x0048a050:0x0048a1ba, _ZN3povL11Parse_TilesEv
0x0048a1c0:0x0048a461, _ZN3povL18Parse_Material_MapEv
0x0048a470:0x0048aa27, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x0048aa30:0x0048ac3f, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x0048ac40:0x0048ac9f, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x0048aca0:0x0048b186, _ZN3pov9Parse_FogEv
0x0048b190:0x0048b798, _ZN3pov13Parse_RainbowEv
0x0048b7a0:0x0048ba16, _ZN3pov15Parse_SkysphereEv
0x0048ba20:0x0048bc66, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x0048bc70:0x0048cf3a, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x0048cf40:0x0048d02e, _ZN3povL30InitializeBinomialCoefficientsEv
0x0048d030:0x0048e803, _ZN3povL15density_patternEPdPNS_14Pattern_StructE.isra.12
0x0048e810:0x0048e85a, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x0048e860:0x0048e9dc, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x0048e9e0:0x0048ea2c, _ZN3pov11Create_TurbEv
0x0048ea30:0x0048eac8, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x0048ead0:0x0048eb68, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x0048eb70:0x0048ec08, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x0048ec10:0x0048ec7b, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x0048ec80:0x0048ecf5, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x0048ed00:0x0048ee11, _ZN3pov10PickInCubeEPdS0_
0x0048ee20:0x00490462, _ZN3povL15crackle_patternEPdPNS_14Pattern_StructE
0x00490470:0x00494670, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x00494670:0x004946b3, _ZN3pov11quilt_cubicEddd
0x004946c0:0x00494737, _ZN3pov19Create_Density_FileEv
0x00494740:0x00494783, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x00494790:0x00494884, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x00494890:0x0049496d, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x00494970:0x00495023, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x00495030:0x0049517d, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x00495180:0x004956f7, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x00495700:0x00495821, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x00495830:0x00495c80, _ZN3povL16gatherPhotonsRecEii
0x00495c80:0x00496230, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x00496230:0x00496a57, _ZN3povL16sortAndSubdivideEiii.isra.1.part.2
0x00496a60:0x00497fb4, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x00497fc0:0x004983df, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x004983e0:0x00498468, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x00498470:0x004986a7, _ZN3pov23InitBacktraceEverythingEv
0x004986b0:0x0049889e, _ZN3pov23FreeBacktraceEverythingEv
0x004988a0:0x00499249, _ZN3pov15BuildPhotonMapsEv
0x00499250:0x004996da, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x004996e0:0x00499a0e, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x00499a10:0x00499aa3, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x00499ab0:0x00499f6b, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x00499f70:0x00499fdf, _ZN3pov13GetPhotonStatEj
0x00499fe0:0x0049a058, _ZN3pov12VNormalizeEqEPd
0x0049a060:0x0049a0c0, _ZN3pov14Create_PigmentEv
0x0049a0c0:0x0049aa67, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x0049aa70:0x0049ac32, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x0049ac40:0x0049afb8, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x0049afc0:0x0049b56a, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x0049b570:0x0049be29, _ZN3pov20Make_Pigment_EntriesEv
0x0049be30:0x0049be57, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x0049be60:0x0049be80, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x0049be80:0x0049bf08, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x0049bf10:0x0049bfb0, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049bfb0:0x0049c064, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x0049c070:0x0049c2aa, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049c2b0:0x0049c3be, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x0049c3c0:0x0049c4de, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049c4e0:0x0049c556, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049c560:0x0049c606, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049c610:0x0049c6ef, _ZN3pov12Create_PlaneEv
0x0049c6f0:0x0049c73d, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x0049c740:0x0049c752, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049c760:0x0049c772, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049c780:0x0049c843, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x0049c850:0x0049c862, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x0049c870:0x0049c995, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x0049c9a0:0x0049ca5d, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049ca60:0x0049ca83, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x0049ca90:0x0049cae3, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049caf0:0x0049cc0d, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049cc10:0x0049cd2d, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049cd30:0x0049cf9f, _ZN3pov19Create_Light_SourceEv
0x0049cfa0:0x0049d13c, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x0049d140:0x0049d1c2, _ZN3pov17Create_Light_GridEii
0x0049d1d0:0x0049d52a, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x0049d530:0x0049d8ce, _ZN3povL6insideEPdiS0_
0x0049d8d0:0x0049dd97, _ZN3povL7normal0EPdiS0_S0_
0x0049dda0:0x0049dda5, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x0049ddb0:0x0049ddf1, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x0049de00:0x0049de5a, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x0049de60:0x0049ded8, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x0049dee0:0x0049e48b, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049e490:0x0049e77d, _ZN3povL8binomialEii
0x0049e780:0x0049fc09, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049fc10:0x0049fc6d, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049fc70:0x0049fccd, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049fcd0:0x0049fd2d, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049fd30:0x0049fe55, _ZN3pov11Create_PolyEi
0x0049fe60:0x0049fefc, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x0049ff00:0x0049ff4d, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x0049ff50:0x0049ff53, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x0049ff60:0x0049ff84, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049ff90:0x0049ff92, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x0049ffa0:0x004a0008, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x004a0010:0x004a0282, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x004a0290:0x004a05be, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a05c0:0x004a06ad, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x004a06b0:0x004a07a0, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a07a0:0x004a0890, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a0890:0x004a0980, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a0980:0x004a0aa5, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x004a0ab0:0x004a0b9b, _ZN3pov14Create_PolygonEv
0x004a0ba0:0x004a1726, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x004a1730:0x004a1d7b, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x004a1d80:0x004a212d, _ZN3povL11solve_cubicEPdS0_
0x004a2130:0x004a2867, _ZN3povL9polysolveEiPdS0_
0x004a2870:0x004a320b, _ZN3pov16Solve_PolynomialEiPdS0_id
0x004a3210:0x004a331c, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x004a3320:0x004a33e4, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x004a33f0:0x004a425f, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x004a4260:0x004a42ab, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x004a42b0:0x004a479b, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x004a47a0:0x004a4a38, _ZN3pov13BuildProgressEP9POVMSDatai
0x004a4a40:0x004a4a48, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x004a4a50:0x004a4b32, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x004a4b40:0x004a4e15, _ZN3pov13Send_InitInfoEv
0x004a4e20:0x004a4ef7, _ZN3pov13Send_ProgressEPKci
0x004a4f00:0x004a4ffb, _ZN3pov19Send_ProgressUpdateEii
0x004a5000:0x004a5256, _ZN3pov20Send_FrameStatisticsEv
0x004a5260:0x004a5333, _ZN3pov20Send_ParseStatisticsEv
0x004a5340:0x004a53ec, _ZN3pov21Send_RenderStatisticsEb
0x004a53f0:0x004a5483, _ZN3pov18Send_RenderOptionsEv
0x004a5490:0x004a5541, _ZN3pov18Send_RenderStartedEb
0x004a5550:0x004a572d, _ZN3pov15Send_RenderDoneEb
0x004a5730:0x004a579e, _ZN3pov7MatchesEPKcS1_
0x004a57a0:0x004a590c, _ZN3pov6IsTrueEPKc
0x004a5910:0x004a5a7c, _ZN3pov7IsFalseEPKc
0x004a5a80:0x004a5b94, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x004a5ba0:0x004a71bd, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x004a71c0:0x004a71dc, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x004a71e0:0x004a72b8, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x004a72c0:0x004a72fd, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x004a7300:0x004a7415, _Z11povray_initv
0x004a7420:0x004a7449, _Z16povray_terminatev
0x004a7450:0x004a7520, _Z11povray_exiti
0x004a7520:0x004a764a, _Z16povray_cooperatev
0x004a7650:0x004a76a9, _Z23povray_getoutputcontextv
0x004a76b0:0x004a76f1, _ZN3pov12Do_CooperateEi
0x004a7700:0x004a7721, _ZN3pov8mem_initEv
0x004a7730:0x004a77fa, _ZN3pov10pov_mallocEmPKciS1_
0x004a7800:0x004a7912, _ZN3pov10pov_callocEmmPKciS1_
0x004a7920:0x004a7aba, _ZN3pov11pov_reallocEPvmPKciS2_
0x004a7ac0:0x004a7b26, _ZN3pov8pov_freeEPvPKci
0x004a7b30:0x004a7b38, _ZN3pov8mem_markEv
0x004a7b40:0x004a7c08, _ZN3pov11mem_releaseEv
0x004a7c10:0x004a7caa, _ZN3pov15mem_release_allEv
0x004a7cb0:0x004a7d9a, _ZN3pov10pov_strdupEPKc
0x004a7da0:0x004a7e74, _ZN3pov11pov_memmoveEPvS0_m
0x004a7e80:0x004a7ef4, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x004a7f00:0x004a7f22, _ZN3pov18closest_power_of_2Ej
0x004a7f30:0x004a802c, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x004a8030:0x004a8035, _ZN3pov19New_Checked_IStreamEPcj
0x004a8040:0x004a8048, _ZN3pov19New_Checked_OStreamEPcjb
0x004a8050:0x004a859b, _ZN3pov15Locate_FilenameEPcjb
0x004a85a0:0x004a85f4, _ZN3pov11Locate_FileEPcjS0_b
0x004a8600:0x004a8639, _ZN3pov9PPM_ImageD2Ev
0x004a8640:0x004a8999, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x004a89a0:0x004a8d6f, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x004a8d70:0x004a8db0, _ZN3pov9PPM_ImageD0Ev
0x004a8db0:0x004a8ff4, _ZN3pov9PPM_ImageC2EPciiii
0x004a9000:0x004a986b, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x004a9870:0x004a9874, _ZN3pov9PPM_Image4LineEv
0x004a9880:0x004a9884, _ZN3pov9PPM_Image5WidthEv
0x004a9890:0x004a9894, _ZN3pov9PPM_Image6HeightEv
0x004a98a0:0x004a98a5, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x004a98b0:0x004a9939, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x004a9940:0x004a9bfa, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a9c00:0x004a9ea5, _ZN3povL8in_curveEPNS_12Prism_StructEdd
