0x00402520:0x00402540, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x00449170:0x004494de, _ZN3povL25set_up_sampling_intervalsEPNS_21Media_Interval_StructEiPNS_19Lit_Interval_StructEPNS_12Media_StructE
0x004494e0:0x0044980a, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x00449810:0x00449db4, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x00449dc0:0x0044a8ea, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i
0x0044a8f0:0x0044b089, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x0044b090:0x0044b82c, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x0044b830:0x0044cad4, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0044cae0:0x0044cda6, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x0044cdb0:0x0044cf1d, _ZN3pov12Create_MediaEv
0x0044cf20:0x0044cffe, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x0044d000:0x0044d06b, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x0044d070:0x0044d0b7, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x0044d0c0:0x0044d0f4, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x0044d100:0x0044d105, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x0044d110:0x0044d26a, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x0044d270:0x0044d60a, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044d610:0x0044d83f, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x0044d860:0x0044d8db, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x0044d8e0:0x0044d8e8, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044d8f0:0x0044d994, _ZN3povL21get_triangle_verticesEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_.isra.2
0x0044d9a0:0x0044dc3e, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd.isra.4
0x0044dc40:0x0044df01, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE.part.5
0x0044df10:0x0044df23, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x0044df30:0x0044e038, _ZN3povL8test_hitEPNS_20Mesh_Triangle_StructEPNS_11Mesh_StructEPNS_10Ray_StructES5_ddPNS_13istack_structE.isra.6
0x0044e040:0x0044e382, _ZN3povL14Intersect_MeshEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_13istack_structE
0x0044e390:0x0044e3c0, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044e3c0:0x0044e3c8, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044e3d0:0x0044e3d8, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044e3e0:0x0044e73c, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044e740:0x0044e81b, _ZN3pov11Create_MeshEv
0x0044e820:0x0044e8dd, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x0044e8e0:0x0044ea89, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x0044ea90:0x0044f001, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x0044f010:0x0044f069, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x0044f070:0x0044f27a, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x0044f280:0x0044f298, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x0044f2a0:0x0044f2b8, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x0044f2c0:0x0044f3bd, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
0x0044f3c0:0x0044f571, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
0x0044f590:0x0044f655, _ZN3pov23Create_Mesh_Hash_TablesEv
0x0044f660:0x0044f785, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x0044f790:0x0044f836, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x0044f840:0x0044f85a, _ZN3pov20Initialize_Mesh_CodeEv
0x0044f860:0x0044f894, _ZN3pov22Deinitialize_Mesh_CodeEv
0x0044f8a0:0x0044f925, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x0044f930:0x0044fb1a, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x0044fb20:0x0044fb5e, _ZN3pov14Create_TnormalEv
0x0044fb60:0x0044fbb4, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x0044fbc0:0x0044fbea, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x0044fbf0:0x0044fd1c, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x0044fd30:0x00451507, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x00451510:0x004515ac, _ZN3povL13create_istackEv
0x004515b0:0x004515ff, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x00451600:0x0045169c, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x004516a0:0x004517b8, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x004517c0:0x00451822, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x00451830:0x00451927, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00451930:0x00451a27, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00451a30:0x00451b27, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00451b30:0x00451c08, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x00451c10:0x00451c22, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x00451c30:0x00451d1b, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x00451d20:0x00451d71, _ZN3povL15Copy_Bound_ClipEPNS_13Object_StructE
0x00451d80:0x00451de9, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x00451df0:0x00451e5b, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x00451e60:0x00451ec2, _ZN3pov15Destroy_IStacksEv
0x00451ed0:0x00451f0e, _ZN3pov11open_istackEv
0x00451f10:0x00451f22, _ZN3pov12close_istackEPNS_13istack_structE
0x00451f30:0x00451f4b, _ZN3pov8incstackEPNS_13istack_structE
0x00451f50:0x00451f64, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00451f70:0x0045207b, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x00452080:0x0045208a, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x00452090:0x00452116, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x00452120:0x004521d3, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x004521e0:0x004522ca, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x004522d0:0x0045232c, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x00452330:0x00452395, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x004523a0:0x00452561, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x00452570:0x00452808, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x00452810:0x00452897, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x004528a0:0x004528d1, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x004528e0:0x0045295b, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x00452960:0x00452975, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x00452980:0x00452e79, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x00452e80:0x00452f11, _ZN3pov15Extract_VersionEPKc
0x00452f20:0x00452f73, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x00452f80:0x00453003, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x00453010:0x004530df, _ZN3povL19Global_Setting_WarnEv
0x004530e0:0x0045318c, _ZN3povL20Parse_Three_UVCoordsEPdS0_S0_
0x00453190:0x0045325b, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x00453260:0x004532ad, _ZN3pov16Parse_Semi_ColonEb.part.2
0x004532b0:0x00453324, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji.constprop.9
0x00453330:0x0045345e, _ZN3pov10Frame_InitEv
0x00453460:0x00453578, _ZN3pov13Destroy_FrameEv
0x00453580:0x004535a5, _ZN3pov11Parse_CommaEv
0x004535b0:0x004535d2, _ZN3pov16Parse_Semi_ColonEb
0x004535e0:0x00453993, _ZN3pov18Destroy_Ident_DataEPvi
0x004539a0:0x004539ab, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x004539b0:0x00453a90, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x00453a90:0x00453ace, _ZN3pov16Get_Token_StringEi
0x00453ad0:0x00453c0f, _ZN3pov18Get_Reserved_WordsEPKc
0x00453c10:0x00453ce8, _ZN3pov13Test_RedefineEiPiPvb
0x00453cf0:0x00453ec7, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x00453ed0:0x00453fa3, _ZN3pov11Parse_BeginEv
0x00453fb0:0x0045405d, _ZN3pov9Parse_EndEv
0x00454060:0x004540af, _ZN3pov11Parse_ErrorEi
0x004540b0:0x004541c9, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x004541d0:0x00454322, _ZN3pov12Parse_MatrixEPA4_d
0x00454330:0x00454549, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x00454550:0x004545b2, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x004545c0:0x004549d7, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x004549e0:0x00454c57, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x00454c60:0x00454d20, _ZN3pov12Parse_CoeffsEiPd
0x00454d20:0x00456fa6, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x00456fb0:0x004571dc, _ZN3pov13Parse_DefaultEv
0x004571e0:0x0045733a, _ZN3pov10Warn_StateEii
0x00457340:0x0045738c, _ZN3povL15Parse_Object_IdEv
0x00457390:0x0045751a, _ZN3povL9Parse_CSGEi
0x00457520:0x0045a4db, _ZN3pov12Parse_ObjectEv
0x0045a4e0:0x0045a8f1, _ZN3povL17Parse_Light_GroupEv
0x0045a900:0x0045ab4f, _ZN3pov16Parse_Bound_ClipEv
0x0045ab50:0x0045baca, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x0045bad0:0x0045bb50, _ZN3povL10Parse_PolyEi
0x0045bb60:0x0045cf70, _ZN3povL10Parse_MeshEv
0x0045cf70:0x0045e381, _ZN3povL11Parse_Mesh2Ev
0x0045e390:0x0045e502, _ZN3povL14Parse_TrueTypeEv
0x0045e510:0x0045eef5, _ZN3povL18Parse_Light_SourceEv
0x0045ef00:0x0045ef0f, _ZN3pov7MAErrorEPKcl
0x0045ef10:0x0045f5a5, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x0045f5b0:0x0045f766, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x0045f770:0x00460b12, _ZN3pov5ParseEv
0x00460b20:0x00460b32, _ZN3pov7Only_InEPKcS1_
0x00460b40:0x00460b52, _ZN3pov8Not_WithEPKcS1_
0x00460b60:0x00460bde, _ZN3pov11Warn_CompatEiPKc
0x00460be0:0x00461013, _ZN3pov15Copy_IdentifierEPvi
0x00461020:0x00461a77, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x00461a80:0x00461f61, _ZN3pov13Parse_DeclareEbb
0x00461f70:0x00461f7d, _ZN3pov17Expectation_ErrorEPKc
0x00461f80:0x00461fd5, _ZN3pov9Parse_ChrEb
0x00461fe0:0x00462073, _ZN3pov14UCS2_To_StringEPtb
0x00462080:0x004621ac, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x004621b0:0x004622f6, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x00462300:0x004627f9, _ZN3pov14String_To_UCS2EPcb
0x00462800:0x004629c3, _ZN3pov9Parse_StrEb
0x004629d0:0x00462a78, _ZN3pov11UCS2_strcatEPtS0_
0x00462a80:0x00462aa1, _ZN3pov11UCS2_strlenEPt
0x00462ab0:0x00462ad3, _ZN3pov11UCS2_strcmpEPtS0_
0x00462ae0:0x00462b01, _ZN3pov11UCS2_strcpyEPtS0_
0x00462b10:0x00462b38, _ZN3pov12UCS2_strncpyEPtS0_i
0x00462b40:0x00462bb2, _ZN3pov11UCS2_struprEPt
0x00462bc0:0x00462c32, _ZN3pov11UCS2_strlwrEPt
0x00462c40:0x00462c91, _ZN3pov12Parse_StrlwrEb
0x00462ca0:0x00462e0d, _ZN3pov12Parse_StringEb
0x00462e10:0x00462e4d, _ZN3pov14Parse_C_StringEb
0x00462e50:0x004630f3, _ZN3pov10Parse_VStrEb
0x00463100:0x00463188, _ZN3pov12Parse_ConcatEb
0x00463190:0x004632cc, _ZN3pov12Parse_SubstrEb
0x004632d0:0x00463321, _ZN3pov12Parse_StruprEb
0x00463330:0x004634ba, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x004634c0:0x004636dc, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE.part.0
0x004636e0:0x00463737, _ZN3povL10Check_TurbEPPNS_12Warps_StructE
0x00463740:0x0046401e, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x00464020:0x004648c2, _ZN3pov11Parse_ImageEi
0x004648d0:0x00464cd1, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE.isra.2
0x00464ce0:0x00464ef1, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE.isra.3
0x00464f00:0x004650de, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE.isra.4
0x004650e0:0x00465152, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x00465160:0x00466da8, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x00466db0:0x00466e30, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x00466e30:0x004675ed, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x004675f0:0x00468868, _ZN3pov13Parse_TextureEv
0x00468870:0x004689da, _ZN3povL11Parse_TilesEv
0x004689e0:0x00468c81, _ZN3povL18Parse_Material_MapEv
0x00468c90:0x00468cef, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x00468cf0:0x0046926f, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x00469270:0x0046947f, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x00469480:0x00469966, _ZN3pov9Parse_FogEv
0x00469970:0x00469f78, _ZN3pov13Parse_RainbowEv
0x00469f80:0x0046a176, _ZN3pov15Parse_SkysphereEv
0x0046a180:0x0046a3c6, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x0046a3d0:0x0046b4c1, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x0046b4d0:0x0046b5be, _ZN3povL30InitializeBinomialCoefficientsEv
0x0046b5c0:0x0046b64f, _ZN3povL22fractal_exterior_colorEPNS_14Pattern_StructEidd.isra.0
0x0046b650:0x0046b6c7, _ZN3povL22fractal_interior_colorEPNS_14Pattern_StructEiddd.isra.2
0x0046b6d0:0x0046b73f, _ZN3povL10readushortEPN8pov_base7IStreamE.constprop.15
0x0046b740:0x0046b78a, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x0046b790:0x0046b7dc, _ZN3pov11Create_TurbEv
0x0046b7e0:0x0046b84b, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x0046b850:0x0046b8a7, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x0046b8b0:0x0046b907, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x0046b910:0x0046b967, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x0046b970:0x0046b9e5, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x0046b9f0:0x0046bb01, _ZN3pov10PickInCubeEPdS0_
0x0046bb10:0x0046ccaa, _ZN3povL15crackle_patternEPdPNS_14Pattern_StructE
0x0046ccb0:0x00470bf5, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x00470c00:0x00470c43, _ZN3pov11quilt_cubicEddd
0x00470c50:0x00470cc7, _ZN3pov19Create_Density_FileEv
0x00470cd0:0x00470d13, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x00470d20:0x00470e5d, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x00470e60:0x00470f54, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x00470f60:0x0047103d, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x00471040:0x00471520, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x00471530:0x0047167d, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x00471680:0x00471bf7, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x00471c00:0x00471ca8, _ZN3povL11swapPhotonsEii
0x00471cb0:0x00471dd9, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x00471de0:0x00472230, _ZN3povL16gatherPhotonsRecEii
0x00472230:0x004727a2, _ZN3povL16sortAndSubdivideEiii.isra.1
0x004727b0:0x00473d10, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x00473d10:0x00473d8f, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x00473d90:0x00473e18, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x00473e20:0x00474057, _ZN3pov23InitBacktraceEverythingEv
0x00474060:0x0047424c, _ZN3pov23FreeBacktraceEverythingEv
0x00474250:0x00474570, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x00474570:0x0047489e, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x004748a0:0x0047493b, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x00474940:0x00474cb9, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x00474cc0:0x0047543b, _ZN3pov15BuildPhotonMapsEv
0x00475440:0x004758f5, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x00475900:0x0047596f, _ZN3pov13GetPhotonStatEj
0x00475970:0x004759e8, _ZN3pov12VNormalizeEqEPd
0x004759f0:0x00475a50, _ZN3pov14Create_PigmentEv
0x00475a50:0x00475af4, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x00475b00:0x00475b32, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x00475b40:0x00475eb8, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x00475ec0:0x0047646a, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x00476470:0x00476d29, _ZN3pov20Make_Pigment_EntriesEv
0x00476d30:0x00476d83, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x00476d90:0x00476db0, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x00476db0:0x00476e38, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x00476e40:0x00476ee0, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00476ee0:0x00476f94, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x00476fa0:0x004771da, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004771e0:0x004772f9, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00477300:0x0047736d, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00477370:0x0047740a, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00477410:0x004774ef, _ZN3pov12Create_PlaneEv
0x004774f0:0x0047752f, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x00477530:0x0047757d, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x00477580:0x00477592, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004775a0:0x004775b2, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004775c0:0x00477683, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x00477690:0x004776a2, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x004776b0:0x004777d5, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x004777e0:0x004777e8, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004777f0:0x004778ad, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004778b0:0x004778d3, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x004778e0:0x00477933, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00477940:0x00477948, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00477950:0x00477bca, _ZN3pov19Create_Light_SourceEv
0x00477bd0:0x00477c52, _ZN3pov17Create_Light_GridEii
0x00477c60:0x00477d84, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x00477d90:0x004780ea, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x004780f0:0x004782c6, _ZN3povL6insideEPdiS0_
0x004782d0:0x004785bc, _ZN3povL7normal0EPdiS0_S0_
0x004785c0:0x004785c5, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x004785d0:0x00478611, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x00478620:0x0047867a, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x00478680:0x00478685, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00478690:0x00478708, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x00478710:0x00478cbb, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00478cc0:0x00478fad, _ZN3povL8binomialEii
0x00478fb0:0x00479994, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004799a0:0x004799a8, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004799b0:0x004799b8, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004799c0:0x00479af2, _ZN3pov11Create_PolyEi
0x00479b00:0x00479b9c, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x00479ba0:0x00479bed, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x00479bf0:0x00479bf3, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x00479c00:0x00479c24, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00479c30:0x00479c32, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x00479c40:0x00479ca8, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x00479cb0:0x00479f22, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x00479f30:0x0047a25e, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047a260:0x0047a34d, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x0047a350:0x0047a358, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047a360:0x0047a368, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047a370:0x0047a378, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047a380:0x0047a46b, _ZN3pov14Create_PolygonEv
0x0047a470:0x0047a4b9, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x0047a4c0:0x0047b03e, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x0047b040:0x0047b123, _ZN3povL10numchangesEiPNS_1pEd
0x0047b130:0x0047b5bf, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x0047b5c0:0x0047b9d8, _ZN3povL9polysolveEiPdS0_
0x0047b9e0:0x0047bae6, _ZN3povL15solve_quadraticEPdS0_
0x0047baf0:0x0047bdad, _ZN3povL11solve_cubicEPdS0_
0x0047bdb0:0x0047c462, _ZN3pov16Solve_PolynomialEiPdS0_id
0x0047c470:0x0047c57c, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x0047c580:0x0047c644, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x0047c650:0x0047cfaf, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x0047cfb0:0x0047cffb, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x0047d000:0x0047d298, _ZN3pov13BuildProgressEP9POVMSDatai
0x0047d2a0:0x0047d2a8, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x0047d2b0:0x0047d392, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x0047d3a0:0x0047d7cf, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x0047d7d0:0x0047daa5, _ZN3pov13Send_InitInfoEv
0x0047dab0:0x0047db87, _ZN3pov13Send_ProgressEPKci
0x0047db90:0x0047dc8b, _ZN3pov19Send_ProgressUpdateEii
0x0047dc90:0x0047dda8, _ZN3pov20Send_FrameStatisticsEv
0x0047ddb0:0x0047de43, _ZN3pov20Send_ParseStatisticsEv
0x0047de50:0x0047defc, _ZN3pov21Send_RenderStatisticsEb
0x0047df00:0x0047df93, _ZN3pov18Send_RenderOptionsEv
