0x004027f0:0x0040299f, S_require_tie_mod
0x004bb1c0:0x004bb2ec, Perl_pp_enterwrite
0x004bb2f0:0x004bb8e2, Perl_pp_leavewrite
0x004bb8f0:0x004bbc0a, Perl_pp_prtf
0x004bbc10:0x004bbd87, Perl_pp_sysopen
0x004bbd90:0x004bc64d, Perl_pp_sysread
0x004bc650:0x004bcd71, Perl_pp_syswrite
0x004bcd80:0x004bd0af, Perl_pp_eof
0x004bd0b0:0x004bd262, Perl_pp_tell
0x004bd270:0x004bd4a3, Perl_pp_sysseek
0x004bd4b0:0x004bd751, Perl_pp_truncate
0x004bd760:0x004bdb17, Perl_pp_ioctl
0x004bdb20:0x004bdb31, Perl_pp_flock
0x004bdb40:0x004bdb51, Perl_pp_sockpair
0x004bdb60:0x004be29e, Perl_pp_stat
0x004be2a0:0x004be598, Perl_pp_ftrread
0x004be5a0:0x004bead6, Perl_pp_ftis
0x004beae0:0x004beec7, Perl_pp_ftrowned
0x004beed0:0x004bf137, Perl_pp_ftlink
0x004bf140:0x004bf6cf, Perl_pp_fttty
0x004bf6d0:0x004c0632, Perl_pp_fttext
0x004c0640:0x004c0987, Perl_pp_chdir
0x004c0990:0x004c0a4a, Perl_pp_chown
0x004c0a50:0x004c0a61, Perl_pp_chroot
0x004c0a70:0x004c0bea, Perl_pp_rename
0x004c0bf0:0x004c0c14, Perl_pp_link
0x004c0c20:0x004c0c68, Perl_pp_readlink
0x004c0c70:0x004c0e42, Perl_pp_mkdir
0x004c0e50:0x004c0fc2, Perl_pp_rmdir
0x004c0fd0:0x004c0fe1, Perl_pp_open_dir
0x004c0ff0:0x004c1001, Perl_pp_readdir
0x004c1010:0x004c1021, Perl_pp_telldir
0x004c1030:0x004c1041, Perl_pp_seekdir
0x004c1050:0x004c1061, Perl_pp_rewinddir
0x004c1070:0x004c1081, Perl_pp_closedir
0x004c1090:0x004c11ea, Perl_pp_fork
0x004c11f0:0x004c1385, Perl_pp_wait
0x004c1390:0x004c156a, Perl_pp_waitpid
0x004c1570:0x004c19f9, Perl_pp_system
0x004c1a00:0x004c1bf6, Perl_pp_exec
0x004c1c00:0x004c1c11, Perl_pp_getppid
0x004c1c20:0x004c1c31, Perl_pp_getpgrp
0x004c1c40:0x004c1c51, Perl_pp_setpgrp
0x004c1c60:0x004c1c71, Perl_pp_getpriority
0x004c1c80:0x004c1c91, Perl_pp_setpriority
0x004c1ca0:0x004c1d2a, Perl_pp_time
0x004c1d30:0x004c1d3c, Perl_pp_tms
0x004c1d40:0x004c26f0, Perl_pp_gmtime
0x004c26f0:0x004c2701, Perl_pp_alarm
0x004c2710:0x004c2844, Perl_pp_sleep
0x004c2850:0x004c285c, Perl_pp_shmwrite
0x004c2860:0x004c286c, Perl_pp_semget
0x004c2870:0x004c287c, Perl_pp_semctl
0x004c2880:0x004c28a4, Perl_pp_ghostent
0x004c28b0:0x004c28d4, Perl_pp_gnetent
0x004c28e0:0x004c2904, Perl_pp_gprotoent
0x004c2910:0x004c2934, Perl_pp_gservent
0x004c2940:0x004c29e4, Perl_pp_shostent
0x004c29f0:0x004c2b71, Perl_pp_ehostent
0x004c2b80:0x004c2ba4, Perl_pp_gpwent
0x004c2bb0:0x004c2bd4, Perl_pp_ggrent
0x004c2be0:0x004c2bf1, Perl_pp_getlogin
0x004c2c00:0x004c2c11, Perl_pp_syscall
0x004c2c20:0x004c2c9d, S_invlist_iternext
0x004c2ca0:0x004c2dab, S_regpatws
0x004c2db0:0x004c2dcd, Perl_re_intuit_string
0x004c2dd0:0x004c2f0d, S_pat_upgrade_to_utf8
0x004c2f10:0x004c2f2b, S_unwind_scan_frames
0x004c2f30:0x004c2f3f, Perl_reg_qr_package
0x004c2f40:0x004c3673, S_concat_pat
0x004c3680:0x004c38cb, S__append_range_to_invlist
0x004c38d0:0x004c3c01, S_reg_scan_name
0x004c3c10:0x004c3d86, S_grok_bslash_c
0x004c3d90:0x004c3f5c, S_grok_bslash_o
0x004c3f60:0x004c4200, S_grok_bslash_x
0x004c4200:0x004c4472, Perl_regfree_internal
0x004c4480:0x004c4495, Perl_reg_numbered_buff_store
0x004c44a0:0x004c4723, Perl_reg_numbered_buff_fetch
0x004c4730:0x004c48b6, Perl_reg_numbered_buff_length
0x004c48c0:0x004c498e, S_add_data_0
0x004c4990:0x004c4a86, S_could_it_be_a_POSIX_class_0
0x004c4a90:0x004c4cd2, S_scan_commit_0
0x004c4ce0:0x004c4fc0, S_re_croak2
0x004c4fc0:0x004c580a, S_parse_lparen_question_flags
0x004c5810:0x004c58fd, S_regpatws_1
0x004c5900:0x004c5a0d, S_nextchar
0x004c5a10:0x004c5aae, S_reganode
0x004c5ab0:0x004c5b48, S_reg_node
0x004c5b50:0x004c5bf6, S_regtail_0
0x004c5c00:0x004c5d1b, Perl_reg_named_buff_iter
0x004c5d20:0x004c5edb, S_is_ssc_worth_it_0
0x004c5ee0:0x004c5fad, S_invlist_clone
0x004c5fb0:0x004c61ea, S_ssc_anything_0
0x004c6200:0x004c64a2, S_ssc_init_0
0x004c64b0:0x004c9197, S_make_trie_0
0x004c91a0:0x004c91ea, Perl_reginitcolors
0x004c91f0:0x004c934e, Perl_current_re_engine
0x004c9350:0x004c94e0, Perl_pregcomp
0x004c94e0:0x004c968f, Perl_reg_named_buff_fetch
0x004c9690:0x004c9734, Perl_reg_named_buff_exists
0x004c9740:0x004c9793, Perl_reg_named_buff_firstkey
0x004c97a0:0x004c9851, Perl_reg_named_buff_nextkey
0x004c9860:0x004c991c, Perl_reg_named_buff_scalar
0x004c9930:0x004c9a16, Perl_reg_named_buff_all
0x004c9a20:0x004c9c05, Perl_reg_named_buff
0x004c9c10:0x004c9c7c, Perl__new_invlist
0x004c9c80:0x004c9d1f, Perl__new_invlist_C_array
0x004c9d20:0x004c9df0, Perl__invlist_search
0x004c9df0:0x004ca36c, S_alloc_maybe_populate_EXACT
0x004ca370:0x004ca49c, Perl__invlist_populate_swatch
0x004ca4a0:0x004caaf4, Perl__invlist_union_maybe_complement_2nd
0x004cab00:0x004cb0b2, Perl__invlist_intersection_maybe_complement_2nd
0x004cb0c0:0x004cb2df, S_populate_ANYOF_from_invlist
0x004cb2e0:0x004cb56d, S_ssc_finalize
0x004cb570:0x004cb6dd, Perl__add_range_to_invlist
0x004cb6e0:0x004cb844, S_add_above_Latin1_folds
0x004cb850:0x004cbc8c, S_get_ANYOF_cp_list_for_ssc_0
0x004cbc90:0x004cc1f8, S_ssc_and
0x004cc200:0x004cc606, S_ssc_or
0x004cc610:0x004cd70d, S__make_exactf_invlist
0x004cd710:0x004cd9db, Perl__setup_canned_invlist
0x004cd9e0:0x004cdbd8, Perl__invlist_invert
0x004cdbe0:0x004d2192, S_regclass
0x004d21a0:0x004d3a32, S_handle_regex_sets
0x004d3a40:0x004d6aba, S_regatom
0x004d6ac0:0x004d7fcd, S_regpiece
0x004d7fd0:0x004d8383, S_regbranch
0x004d8390:0x004d873b, S_regbranch_1
0x004d8740:0x004dbf8f, S_reg
0x004dbf90:0x004dc855, S_grok_bslash_N
0x004dc860:0x004dd2d6, S_reg_1
0x004dd2e0:0x004dd3cc, Perl__invlist_contents
0x004dd3d0:0x004dd51c, Perl__invlist_dump
0x004dd520:0x004dd58a, Perl__load_PL_utf8_foldclosures
0x004dd590:0x004dd928, Perl__get_regclass_nonbitmap_data
0x004dd930:0x004dd932, Perl_regdump
0x004dd940:0x004dd942, Perl_regprop
0x004dd950:0x004dd975, Perl_pregfree
0x004dd980:0x004ddbc2, Perl_pregfree2
0x004ddbd0:0x004dde5a, Perl_reg_temp_copy
0x004dde60:0x004ddecb, Perl_regnext
0x004dded0:0x004e32d5, S_study_chunk
0x004e32e0:0x004e33bf, Perl_save_re_context
0x004e33c0:0x004e63b3, Perl_re_op_compile
0x004e63c0:0x004e6413, Perl_re_compile
0x004e6420:0x004e6562, S_regcppop
0x004e6570:0x004e6812, S_isFOO_lc
0x004e6820:0x004e6b85, S_reginclass
0x004e6b90:0x004e6d5a, S_regcppush
0x004e6d70:0x004e6e4b, S_cleanup_regmatch_info_aux
0x004e6e50:0x004e71c1, S_reg_set_capture_string
0x004e71d0:0x004e7343, S_to_utf8_substr
0x004e7350:0x004e74be, S_to_byte_substr
0x004e74c0:0x004e7545, S_reghop3_1
0x004e7550:0x004e7622, S_advance_one_WB
0x004e7630:0x004e849e, S_setup_EXACTISH_ST_c1_c2
0x004e84a0:0x004e8513, S_reghopmaybe3
0x004e8520:0x004e85f5, S_reghop3
0x004e8600:0x004e87be, S_backup_one_SB
0x004e87c0:0x004e8bf5, S_isSB
0x004e8c00:0x004e8ecd, S_backup_one_WB
0x004e8ed0:0x004e9099, S_isWB
0x004e90a0:0x004e9506, S_isFOO_utf8_lc
0x004e9510:0x004ea83c, S_regrepeat
0x004ea840:0x004f0ec8, S_regmatch
0x004f0ee0:0x004f6325, S_find_byclass
0x004f6330:0x004f7995, Perl_re_intuit_start
0x004f79a0:0x004f9ba8, Perl_regexec_flags
0x004f9bb0:0x004f9bce, Perl_pregexec
0x004f9bd0:0x004f9bfa, Perl_regclass_swash
0x004f9c00:0x004f9c3d, Perl_runops_standard
0x004f9c40:0x004f9c76, Perl_stack_grow
0x004f9c80:0x004f9d47, Perl_new_stackinfo
0x004f9d50:0x004f9dda, Perl_cxinc
0x004f9de0:0x004f9e4d, Perl_push_scope
0x004f9e50:0x004f9ead, Perl_markstack_grow
0x004f9eb0:0x004f9eee, Perl_savestack_grow
0x004f9ef0:0x004f9f23, Perl_savestack_grow_cnt
0x004f9f30:0x004f9f88, Perl_tmps_grow_p
0x004f9f90:0x004fa006, Perl_free_tmps
0x004fa010:0x004fa088, Perl_save_pushptrptr
0x004fa090:0x004fa1c3, Perl_save_scalar
0x004fa1d0:0x004fa258, Perl_save_generic_svref
0x004fa260:0x004fa2d8, Perl_save_generic_pvref
0x004fa2e0:0x004fa358, Perl_save_shared_pvref
0x004fa360:0x004fa3d8, Perl_save_set_svflags
0x004fa3e0:0x004fa5ba, Perl_save_gp
0x004fa5c0:0x004fa6d7, Perl_save_ary
0x004fa6e0:0x004fa7d7, Perl_save_hash
0x004fa7e0:0x004fa859, Perl_save_item
0x004fa860:0x004fa8d8, Perl_save_bool
0x004fa8e0:0x004fa958, Perl_save_pushi32ptr
0x004fa960:0x004faa0a, Perl_save_int
0x004faa10:0x004faa88, Perl_save_I8
0x004faa90:0x004fab08, Perl_save_I16
0x004fab10:0x004fabba, Perl_save_I32
0x004fabc0:0x004fac38, Perl_save_strlen
0x004fac40:0x004facb8, Perl_save_pptr
0x004facc0:0x004fad38, Perl_save_vptr
0x004fad40:0x004fadb8, Perl_save_sptr
0x004fadc0:0x004fae58, Perl_save_padsv_and_mortalize
0x004fae60:0x004faed8, Perl_save_hptr
0x004faee0:0x004faf58, Perl_save_aptr
0x004faf60:0x004fafd8, Perl_save_pushptr
0x004fafe0:0x004fb081, Perl_save_clearsv
0x004fb090:0x004fb118, Perl_save_delete
0x004fb120:0x004fb221, Perl_save_hdelete
0x004fb230:0x004fb2b0, Perl_save_adelete
0x004fb2b0:0x004fb328, Perl_save_destructor
0x004fb330:0x004fb3a8, Perl_save_destructor_x
0x004fb3b0:0x004fb4f5, Perl_save_hints
0x004fb500:0x004fb6be, Perl_save_aelem_flags
0x004fb6c0:0x004fb854, Perl_save_helem_flags
0x004fb860:0x004fb95e, Perl_save_svref
0x004fb960:0x004fb9fe, Perl_save_alloc
0x004fba00:0x004fba90, Perl_save_aliased_sv
0x004fba90:0x004fca9a, Perl_leave_scope
0x004fcaa0:0x004fcacd, Perl_pop_scope
0x004fcad0:0x004fcad2, Perl_cx_dump
0x004fcae0:0x004fcb67, S_more_sv
0x004fcb70:0x004fcc37, S_expect_number
0x004fcc40:0x004fcef7, S_hextract
0x004fcf00:0x004fcf81, S_infnan_2pv
0x004fcf90:0x004fcfef, S_vcatpvfn_missing_argument
0x004fcff0:0x004fd127, Perl_sv_reftype_0
0x004fd130:0x004fd132, Perl_sv_report_used
0x004fd140:0x004fd2c5, Perl_sv_free_arenas
0x004fd2d0:0x004fd3b1, Perl_more_bodies
0x004fd3c0:0x004fd426, Perl_sv_backoff
0x004fd430:0x004fd6b9, Perl_sv_2bool_flags
0x004fd6c0:0x004fd71c, Perl_sv_get_backrefs
0x004fd720:0x004fd895, Perl_sv_del_backref
0x004fd8a0:0x004fd8ae, Perl_sv_newref
0x004fd8b0:0x004fd9c1, Perl_sv_free2
0x004fd9d0:0x004fda5a, do_clean_named_io_objs
0x004fda60:0x004fdbcd, S_sv_unmagicext_flags
0x004fdbd0:0x004fdbf5, Perl_sv_free
0x004fdc00:0x004fe0f8, S_curse
0x004fe100:0x004fe601, Perl_sv_clean_objs
0x004fe610:0x004fef2c, Perl_sv_clear
0x004fef30:0x004ff05c, Perl_sv_clean_all
0x004ff060:0x004ff1dd, Perl_sv_unmagicext
0x004ff1e0:0x004ff33d, Perl_sv_unmagic
0x004ff340:0x004ff3ba, Perl_sv_newmortal
0x004ff3c0:0x004ff44a, Perl_sv_2mortal
0x004ff450:0x004ff515, Perl_newRV_noinc
0x004ff520:0x004ff5e5, Perl_newRV
0x004ff5f0:0x004ff86f, Perl_sv_2cv
0x004ff870:0x004ff913, Perl_sv_true
0x004ff920:0x004ff96b, Perl_sv_isobject
0x004ff970:0x004ffa13, Perl_sv_isa
0x004ffa20:0x004ffaa0, Perl_sv_unref_flags
0x004ffaa0:0x004fface, Perl_sv_untaint
0x004ffad0:0x004ffb0c, Perl_sv_tainted
0x004ffb10:0x004ffb5d, Perl_ptr_table_new
0x004ffb60:0x004ffbad, Perl_ptr_table_fetch
0x004ffbb0:0x004ffc7e, Perl_ptr_table_split
0x004ffc80:0x004ffd66, Perl_ptr_table_store
0x004ffd70:0x004ffdec, Perl_ptr_table_clear
0x004ffdf0:0x004ffe42, Perl_ptr_table_free
0x004ffe50:0x005000b3, Perl_init_constants
0x005000c0:0x005001ec, Perl_report_uninit
0x005001f0:0x0050097c, Perl_sv_2nv_flags
0x00500980:0x0050469f, Perl_sv_vcatpvfn_flags
0x005046a0:0x00504785, Perl_sv_catpvf
0x00504790:0x005047ca, Perl_sv_vcatpvf
0x005047d0:0x005048c3, Perl_sv_catpvf_mg
0x005048d0:0x005048e7, Perl_sv_vcatpvfn
0x005048f0:0x0050493c, Perl_sv_vcatpvf_mg
0x00504940:0x00504b7a, Perl_newSVpvf
0x00504b80:0x005055ea, Perl_gv_setref
0x005055f0:0x005064cc, Perl_sv_setsv_flags
0x005064d0:0x005064f9, Perl_sv_setsv_mg
0x00506500:0x00506839, S_sv_unglob
0x00506840:0x00506be5, Perl_sv_force_normal_flags
0x00506bf0:0x005072a1, Perl_sv_upgrade
0x005072b0:0x00507500, Perl_sv_grow
0x00507500:0x00507cd1, Perl_sv_2pv_flags
0x00507ce0:0x00507d66, Perl_looks_like_number
0x00507d70:0x00507dd9, Perl_sv_len
0x00507de0:0x005081b2, Perl_sv_recode_to_utf8
0x005081c0:0x00508295, S_sv_uncow
0x005082a0:0x0050830c, Perl_newSV
0x00508310:0x005084fa, Perl_newSVpvn_share
0x00508500:0x00508522, Perl_newSVpv_share
0x00508530:0x00508597, Perl_newSV_type
0x005085a0:0x0050870b, Perl_sv_bless
0x00508710:0x0050889d, Perl_sv_add_backref
0x005088a0:0x0050896b, Perl_sv_rvweaken
0x00508970:0x00508b23, Perl_sv_magicext
0x00508b30:0x00508b8f, S_utf8_mg_len_cache_update
0x00508b90:0x00508d45, Perl_sv_len_utf8_nomg
0x00508d50:0x00509229, S_utf8_mg_pos_cache_update
0x00509230:0x00509755, S_sv_pos_u2b_cached
0x00509760:0x005098b5, Perl_sv_pos_u2b_flags
0x005098c0:0x00509aba, Perl_sv_pos_u2b
0x00509ac0:0x00509efc, Perl_sv_pos_b2u_flags
0x00509f00:0x0050a0c0, Perl_sv_utf8_downgrade
0x0050a0c0:0x0050a1e5, Perl_sv_utf8_decode
0x0050a1f0:0x0050a438, Perl_sv_magic
0x0050a440:0x0050a4c1, Perl_newSViv
0x0050a4d0:0x0050a5c1, Perl_newSVuv
0x0050a5d0:0x0050a7cc, Perl_sv_2num
0x0050a7d0:0x0050a7eb, Perl_sv_pos_b2u
0x0050a7f0:0x0050aa40, Perl_sv_len_utf8
0x0050aa40:0x0050b124, S_glob_assign_glob
0x0050b130:0x0050b1cf, Perl_sv_magicext_mglob
0x0050b1d0:0x0050b3dd, Perl_newSVavdefelem
0x0050b3e0:0x0050b55a, Perl_sv_chop
0x0050b560:0x0050b832, Perl_sv_pvn_force_flags
0x0050b840:0x0050bd3e, Perl_sv_utf8_upgrade_flags_grow
0x0050bd40:0x0050bd6c, Perl_sv_utf8_encode
0x0050bd70:0x0050bfc8, Perl_sv_catpvn_flags
0x0050bfd0:0x0050c0d4, Perl_sv_catsv_flags
0x0050c0e0:0x0050c10a, Perl_sv_catpv_flags
0x0050c110:0x0050c249, Perl_sv_catpv
0x0050c250:0x0050c597, Perl_sv_insert_flags
0x0050c5a0:0x0050c76f, Perl_sv_pvbyten_force
0x0050c770:0x0050c7aa, Perl_sv_pvutf8n_force
0x0050c7b0:0x0050c901, Perl_sv_catpv_mg
0x0050c910:0x0050cc3d, Perl_sv_force_normal_flags_0
0x0050cc40:0x0050cd77, Perl_sv_setpvn
0x0050cd80:0x0050cdd8, Perl_sv_vsetpvfn
0x0050cde0:0x0050ce7c, Perl_sv_copypv_flags
0x0050ce80:0x0050cea1, Perl_sv_setpvn_mg
0x0050ceb0:0x0050cf6f, Perl_newSVpvn_flags
0x0050cf70:0x0050d124, S_sv_display
0x0050d130:0x0050d1d8, S_not_a_number
0x0050d1e0:0x0050d9f3, S_sv_2iuv_common
0x0050da00:0x0050dcfd, Perl_sv_2iv_flags
0x0050dd00:0x0050e045, Perl_sv_cat_decode
0x0050e050:0x0050e2cd, Perl_sv_2uv_flags
0x0050e2d0:0x0050e35c, Perl_newSVpv
0x0050e360:0x0050e435, Perl_newSVpvn
0x0050e440:0x0050e84d, Perl_sv_eq_flags
0x0050e850:0x0050ebeb, Perl_sv_cmp_flags
0x0050ebf0:0x0050ebfa, Perl_sv_cmp_locale_flags
0x0050ec00:0x0050ec0a, Perl_sv_cmp_locale
0x0050ec10:0x0050ec1a, Perl_sv_cmp
0x0050ec20:0x0050ecdb, Perl_sv_setpviv
0x0050ece0:0x0050efb2, Perl_varname
0x0050efc0:0x0050f0b8, Perl_sv_setpvf
0x0050f0c0:0x0050f113, Perl_sv_vsetpvf
0x0050f120:0x0050f203, Perl_sv_setpviv_mg
0x0050f210:0x0050f315, Perl_vnewSVpvf
0x0050f320:0x0050f6bd, Perl_sv_2pvbyte
0x0050f6c0:0x0050f832, Perl_sv_setiv
0x0050f840:0x0050f861, Perl_sv_setiv_mg
0x0050f870:0x0050f8a8, Perl_sv_setuv
0x0050f8b0:0x0050f907, Perl_sv_setuv_mg
0x0050f910:0x0050fa7c, Perl_sv_usepvn_flags
0x0050fa80:0x0050fb9d, Perl_sv_setpv
0x0050fba0:0x0050fd4e, Perl_sv_setnv
0x0050fd50:0x005102f5, Perl_sv_inc_nomg
0x00510300:0x00510332, Perl_sv_inc
0x00510340:0x005106ef, Perl_sv_dec_nomg
0x005106f0:0x00510722, Perl_sv_dec
0x00510730:0x0051089a, Perl_sv_setsv_cow
0x005108a0:0x005109b1, Perl_sv_replace
0x005109c0:0x00510c8e, Perl_sv_resetpvn
0x00510c90:0x00510cbe, Perl_sv_reset
0x00510cc0:0x00510ecd, Perl_newSVrv
0x00510ed0:0x00511005, Perl_sv_setpv_mg
0x00511010:0x00511185, Perl_newSVnv
0x00511190:0x0051134e, Perl_sv_setnv_mg
0x00511350:0x005115d2, Perl_sv_setref_iv
0x005115e0:0x00511882, Perl_sv_setref_uv
0x00511890:0x00511c5c, Perl_sv_setref_nv
0x00511c60:0x00511ef2, Perl_sv_setref_pvn
0x00511f00:0x005120d1, Perl_sv_setpvf_mg
0x005120e0:0x0051220c, Perl_sv_vsetpvf_mg
0x00512210:0x005123e0, Perl_sv_sethek
0x005123e0:0x00512760, Perl_sv_ref
0x00512760:0x005128e6, Perl_sv_reftype
0x005128f0:0x005129bd, Perl_sv_mortalcopy_flags
0x005129c0:0x00512a85, Perl_newSVsv
0x00512a90:0x00512bda, Perl_sv_2io
0x00512be0:0x00512e25, Perl_sv_setref_pv
0x00512e30:0x00512fb5, Perl_sv_2pvutf8
0x00512fc0:0x00513c0c, Perl_sv_gets
0x00513c10:0x00513f2e, Perl_newSVhek
0x00513f30:0x0051424d, Perl_sv_kill_backrefs
0x00514250:0x00514468, S_find_hash_subscript
0x00514470:0x005154ce, S_find_uninit_var
0x005154d0:0x00515587, Perl_taint_proper
0x00515590:0x00515d59, Perl_taint_env
0x00515d60:0x00515e95, S_update_debugger_info
0x00515ea0:0x0051643b, S_incline
0x00516440:0x00516646, S_check_uni
0x00516650:0x0051695d, S_parse_ident
0x00516960:0x00516a21, S_scan_word
0x00516a30:0x00516bb5, S_force_ident
0x00516bc0:0x00516c57, Perl_feature_is_enabled
0x00516c60:0x00516f4e, Perl_lex_start
0x00516f50:0x0051708a, Perl_parser_free
0x00517090:0x00517275, Perl_parser_free_nexttoke_ops
0x00517280:0x005172c9, Perl_lex_bufutf8
0x005172d0:0x00517416, Perl_lex_grow_linestr
0x00517420:0x00517798, Perl_lex_stuff_pvn
0x005177a0:0x005177c3, Perl_lex_stuff_pv
0x005177d0:0x0051786e, Perl_lex_stuff_sv
0x00517870:0x00517919, Perl_lex_unstuff
0x00517920:0x005179c9, Perl_lex_read_to
0x005179e0:0x00517b41, Perl_lex_discard_to
0x00517b50:0x00517ee6, Perl_validate_proto
0x00517ef0:0x00517f9e, Perl_yyunlex
0x00517fa0:0x005180fa, Perl_str_to_version
0x00518100:0x005183d9, Perl_filter_add
0x005183e0:0x00518448, Perl_filter_del
0x00518450:0x00518676, Perl_filter_read
0x00518680:0x00518aa4, Perl_lex_next_chunk
0x00518ab0:0x00518c96, Perl_lex_peek_unichar
0x00518ca0:0x00518ea1, Perl_lex_read_space
0x00518eb0:0x00518f89, S_skipspace_flags
0x00518f90:0x00519ec5, S_scan_ident
0x00519ed0:0x0051a756, S_intuit_more
0x0051a760:0x0051aa2e, Perl_lex_read_unichar
0x0051aa30:0x0051ad02, S_utf16_textfilter
0x0051ad10:0x0051b0bc, Perl_lex_next_chunk_0
0x0051b0c0:0x0051b242, Perl_lex_read_space_0
0x0051b250:0x0051c1a7, S_scan_str
0x0051c1b0:0x0051c6bb, Perl_lex_peek_unichar_0
0x0051c6c0:0x0051cade, S_parse_opt_lexvar
0x0051cae0:0x0051cbc9, Perl_start_subparse
0x0051cbd0:0x0051d1fc, Perl_yyerror_pvn
0x0051d200:0x0051d217, Perl_yyerror
0x0051d220:0x0051d243, Perl_yyerror_pv
0x0051d250:0x0051d68e, S_no_op
0x0051d690:0x0051dea9, S_new_constant
0x0051deb0:0x0051dff6, S_tokeq
0x0051e000:0x0051e178, S_sublex_start
0x0051e180:0x0051e82c, S_scan_pat
0x0051e830:0x0051eaff, Perl_scan_vstring
0x0051eb00:0x0051faac, Perl_scan_num
0x0051fab0:0x005315a8, Perl_yylex
0x005315b0:0x005317a1, S_sublex_done
0x005317b0:0x005317b3, Perl_keyword_plugin_standard
0x005317c0:0x0053192e, Perl_parse_arithexpr
0x00531930:0x00531a9e, Perl_parse_termexpr
0x00531aa0:0x00531c0e, Perl_parse_listexpr
0x00531c10:0x00531d7e, Perl_parse_fullexpr
0x00531d80:0x00531e93, Perl_parse_block
0x00531ea0:0x00531fb3, Perl_parse_barestmt
0x00531fc0:0x00532510, Perl_parse_label
0x00532510:0x00532623, Perl_parse_fullstmt
0x00532630:0x00532948, Perl_parse_stmtseq
0x00532950:0x00533641, Perl_parse_subsignature
0x00533650:0x005339af, XS_version_new
0x005339b0:0x00533ce7, XS_version_qv
0x00533cf0:0x00533db1, optimize_out_native_convert_function
0x00533dc0:0x00533ee0, XS_Internals_hv_clear_placehold
0x00533ee0:0x0053405a, XS_constant__make_const
0x00534070:0x0053423c, XS_Internals_SvREFCNT
0x00534240:0x00534372, XS_utf8_encode
0x00534380:0x005344da, XS_re_is_regexp
0x005344f0:0x00534655, XS_utf8_is_utf8
0x00534660:0x00534a29, Perl_sv_derived_from_sv
0x00534a30:0x00534d4d, Perl_sv_derived_from
0x00534d50:0x0053509d, Perl_sv_derived_from_pv
0x005350a0:0x005353dd, Perl_sv_derived_from_pvn
0x005353e0:0x005357c8, XS_universal_version
0x005357d0:0x00535aa6, Perl_sv_does_sv
0x00535ab0:0x00535b6e, XS_UNIVERSAL_DOES
0x00535b70:0x00535e66, Perl_sv_does
0x00535e70:0x00536166, Perl_sv_does_pv
0x00536170:0x00536466, Perl_sv_does_pvn
0x00536470:0x00536528, Perl_croak_xs_usage
0x00536530:0x005366d9, XS_UNIVERSAL_isa
0x005366e0:0x00536979, XS_UNIVERSAL_can
0x00536980:0x00536ab2, XS_utf8_valid
0x00536ac0:0x00536b8a, XS_utf8_decode
0x00536b90:0x00536c72, XS_utf8_upgrade
0x00536c80:0x00536e2f, XS_utf8_downgrade
0x00536e30:0x00536ee9, XS_utf8_unicode_to_native
0x00536ef0:0x005370d8, XS_Internals_SvREADONLY
0x005370e0:0x00537a66, XS_PerlIO_get_layers
0x00537a70:0x00537b88, XS_re_regnames_count
0x00537b90:0x00537de8, XS_re_regname
0x00537df0:0x005380d6, XS_re_regnames
0x005380e0:0x00538361, XS_re_regexp_pattern
0x00538370:0x0053842a, XS_version_stringify
0x00538440:0x005384fa, XS_version_numify
0x00538510:0x005385ce, XS_version_normal
0x005385d0:0x005387aa, XS_version_vcmp
0x005387c0:0x005388ba, XS_version_boolean
0x005388d0:0x0053897a, XS_version_noop
0x00538990:0x00538a56, XS_version_is_qv
0x00538a60:0x00538b26, XS_version_is_alpha
0x00538b30:0x00538be9, XS_utf8_native_to_unicode
0x00538bf0:0x00538cb2, Perl_boot_core_UNIVERSAL
0x00538cc0:0x00538f22, S_swash_scan_list_line
0x00538f30:0x00539d78, S_swatch_get
0x00539d80:0x0053a1f9, Perl_uvoffuni_to_utf8_flags_0
0x0053a200:0x0053a902, Perl_utf8n_to_uvchr_0
0x0053a910:0x0053aa82, S_check_locale_boundary_crossing
0x0053aa90:0x0053aadb, Perl_is_invariant_string
0x0053aae0:0x0053af5f, Perl_uvoffuni_to_utf8_flags
0x0053af60:0x0053b25e, Perl_uvchr_to_utf8
0x0053b260:0x0053b6e5, Perl_uvchr_to_utf8_flags
0x0053b6f0:0x0053bea8, Perl_utf8n_to_uvchr
0x0053beb0:0x0053c056, Perl_is_utf8_string
0x0053c060:0x0053c20e, Perl_is_utf8_string_loclen
0x0053c210:0x0053c726, Perl_utf8_to_uvchr_buf
0x0053c730:0x0053c7b0, Perl_valid_utf8_to_uvchr
0x0053c7b0:0x0053c7e6, Perl_utf8_to_uvuni_buf
0x0053c7f0:0x0053c898, Perl_utf8_length
0x0053c8a0:0x0053c974, Perl_utf8_distance
0x0053c980:0x0053c9e1, Perl_utf8_hop
0x0053c9f0:0x0053cb9b, Perl_bytes_cmp_utf8
0x0053cba0:0x0053cc61, Perl_utf8_to_bytes
0x0053cc70:0x0053cd85, Perl_bytes_from_utf8
0x0053cd90:0x0053ce0c, Perl_bytes_to_utf8
0x0053ce10:0x0053d01a, Perl_utf16_to_utf8
0x0053d020:0x0053d08d, Perl_utf16_to_utf8_reversed
0x0053d0a0:0x0053d184, Perl__to_upper_title_latin1
0x0053d190:0x0053d233, Perl__to_fold_latin1
0x0053d240:0x0053d78b, Perl_swash_fetch
0x0053d790:0x0053df52, Perl__swash_inversion_hash
