0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x00455980:0x00455af3, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
0x00455b00:0x00455b90, _ZN3pov23Create_Mesh_Hash_TablesEv
0x00455b90:0x00455ce6, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x00455cf0:0x00455d86, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x00455d90:0x00455da4, _ZN3pov20Initialize_Mesh_CodeEv
0x00455db0:0x00455dcf, _ZN3pov22Deinitialize_Mesh_CodeEv
0x00455dd0:0x00455e68, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x00455e70:0x00455ff1, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x00456000:0x00456296, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd
0x004562a0:0x004562db, _ZN3pov14Create_TnormalEv
0x004562e0:0x00456355, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x00456360:0x00456386, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x00456390:0x0045647e, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x00456480:0x004581c2, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x004581d0:0x00458452, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x00458460:0x004584d0, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x004584d0:0x004585f4, _ZN3pov11open_istackEv
0x00458600:0x00458612, _ZN3pov12close_istackEPNS_13istack_structE
0x00458620:0x00458673, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x00458680:0x004586d3, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x004586e0:0x004587bc, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004587c0:0x0045889c, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004588a0:0x0045897c, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00458980:0x00458a50, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x00458a50:0x00458a5c, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x00458a60:0x00458ba5, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x00458bb0:0x00458c16, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x00458c20:0x00458c89, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x00458c90:0x00458ceb, _ZN3pov15Destroy_IStacksEv
0x00458cf0:0x00458d0a, _ZN3pov8incstackEPNS_13istack_structE
0x00458d10:0x00458d20, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00458d20:0x00459144, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x00459150:0x00459203, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x00459210:0x0045927d, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x00459280:0x0045928a, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x00459290:0x0045940a, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x00459410:0x004594ac, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x004594b0:0x00459533, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x00459540:0x00459590, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x00459590:0x00459c84, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x00459c90:0x00459cb9, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x00459cc0:0x00459df3, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x00459e00:0x00459e17, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x00459e20:0x00459ed6, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x00459ee0:0x0045a3de, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x0045a3e0:0x0045a48b, _ZN3pov15Extract_VersionEPKc
0x0045a490:0x0045a4b8, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x0045a4c0:0x0045bc46, _ZN3pov5ParseEv
0x0045bc50:0x0045bd01, _ZN3pov10Frame_InitEv
0x0045bd10:0x0045be28, _ZN3pov13Destroy_FrameEv
0x0045be30:0x0045bf11, _ZN3pov11Parse_BeginEv
0x0045bf20:0x0045bfa2, _ZN3pov16Get_Token_StringEi
0x0045bfb0:0x0045c235, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x0045c240:0x0045c30b, _ZN3pov9Parse_EndEv
0x0045c310:0x00466f62, _ZN3pov12Parse_ObjectEv
0x00466f70:0x004670fa, _ZN3povL10Parse_PolyEi
0x00467100:0x004673c6, _ZN3povL9Parse_CSGEi
0x004673d0:0x004673e0, _ZN3pov17Expectation_ErrorEPKc
0x004673e0:0x00468d99, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x00468da0:0x0046973c, _ZN3pov13Parse_DefaultEv
0x00469740:0x0046b65e, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x0046b660:0x0046b6ba, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x0046b6c0:0x0046ba3a, _ZN3pov12Parse_MatrixEPA4_d
0x0046ba40:0x0046bd87, _ZN3pov16Parse_Bound_ClipEv
0x0046bd90:0x0046be7c, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x0046be80:0x0046be98, _ZN3pov8Not_WithEPKcS1_
0x0046bea0:0x0046bf49, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x0046bf50:0x0046c010, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji
0x0046c010:0x0046c027, _ZN3pov11Parse_CommaEv
0x0046c030:0x0046c09f, _ZN3pov11Parse_ErrorEi
0x0046c0a0:0x0046c3ec, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x0046c3f0:0x0046c43d, _ZN3pov16Parse_Semi_ColonEb
0x0046c440:0x0046c6b0, _ZN3pov12Parse_CoeffsEiPd
0x0046c6b0:0x0046ce0d, _ZN3pov13Parse_DeclareEbb
0x0046ce40:0x0047077e, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x00470780:0x00470a7f, _ZN3pov15Copy_IdentifierEPvi
0x00470a80:0x00470b84, _ZN3pov13Test_RedefineEiPiPvb
0x00470b90:0x00470e33, _ZN3pov18Destroy_Ident_DataEPvi
0x00470e40:0x00470e4b, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x00470e50:0x00470f2a, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x00470f30:0x00471055, _ZN3pov18Get_Reserved_WordsEPKc
0x00471060:0x004711d8, _ZN3pov10Warn_StateEii
0x004711e0:0x004711f2, _ZN3pov7MAErrorEPKcl
0x00471200:0x004718bd, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x004718c0:0x00471a84, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x00471a90:0x00471aa8, _ZN3pov7Only_InEPKcS1_
0x00471ab0:0x00471b06, _ZN3pov11Warn_CompatEiPKc
0x00471b10:0x004721d0, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x004721d0:0x004729a1, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x004729b0:0x00472db2, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x00472dc0:0x00472e4b, _ZN3povL19Global_Setting_WarnEv
0x00472e50:0x00472efa, _ZN3pov14Parse_C_StringEb
0x00472f00:0x00473055, _ZN3pov12Parse_StringEb
0x00473060:0x004730e1, _ZN3pov14UCS2_To_StringEPtb
0x004730f0:0x004737ef, _ZN3pov14String_To_UCS2EPcb
0x004737f0:0x00473936, _ZN3pov9Parse_StrEb
0x00473940:0x00473cb0, _ZN3pov10Parse_VStrEb
0x00473cb0:0x00473ded, _ZN3pov12Parse_ConcatEb
0x00473df0:0x00473e41, _ZN3pov9Parse_ChrEb
0x00473e50:0x00473faa, _ZN3pov12Parse_SubstrEb
0x00473fb0:0x00474073, _ZN3pov12Parse_StruprEb
0x00474080:0x00474143, _ZN3pov12Parse_StrlwrEb
0x00474150:0x00474170, _ZN3pov11UCS2_strlenEPt
0x00474170:0x00474221, _ZN3pov11UCS2_strcatEPtS0_
0x00474230:0x00474261, _ZN3pov12UCS2_strncpyEPtS0_i
0x00474270:0x004742e3, _ZN3pov11UCS2_struprEPt
0x004742f0:0x00474363, _ZN3pov11UCS2_strlwrEPt
0x00474370:0x0047447d, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x00474480:0x00474574, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x00474580:0x004745a9, _ZN3pov11UCS2_strcpyEPtS0_
0x004745b0:0x004745e2, _ZN3pov11UCS2_strcmpEPtS0_
0x004745f0:0x00474dbc, _ZN3pov11Parse_ImageEi
0x00474dc0:0x00474e36, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x00474e40:0x004766c5, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x004766d0:0x0047674c, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x00476750:0x00476f8f, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x00476f90:0x004781f8, _ZN3pov13Parse_TextureEv
0x00478200:0x004782f2, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x00478300:0x0047847e, _ZN3povL11Parse_TilesEv
0x00478480:0x0047875d, _ZN3povL18Parse_Material_MapEv
0x00478760:0x00478ba7, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x00478bb0:0x00478c05, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x00478c10:0x00478d99, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x00478da0:0x004790b4, _ZN3pov9Parse_FogEv
0x004790c0:0x004796a0, _ZN3pov13Parse_RainbowEv
0x004796a0:0x004798c7, _ZN3pov15Parse_SkysphereEv
0x004798d0:0x00479aac, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x00479ab0:0x0047a873, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x0047a880:0x0047ab07, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE
0x0047ab10:0x0047b3dc, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x0047b3e0:0x0047b917, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE
0x0047b920:0x0047bba1, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE
0x0047bbb0:0x0047bdcf, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE
0x0047bdd0:0x00483d5c, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x00483d60:0x00483d8b, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x00483d90:0x00483f10, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x00483f10:0x00483f47, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x00483f50:0x0048400c, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x00484010:0x004840c6, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x004840d0:0x00484112, _ZN3pov11Create_TurbEv
0x00484120:0x00484195, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x004841a0:0x00484207, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x00484210:0x00484285, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x00484290:0x00484305, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x00484310:0x0048436e, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x00484370:0x00484462, _ZN3pov10PickInCubeEPdS0_
0x00484470:0x004844c7, _ZN3pov11quilt_cubicEddd
0x004844d0:0x0048453f, _ZN3pov19Create_Density_FileEv
0x00484540:0x00484c20, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x00484c30:0x00484d4b, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x00484d50:0x00485265, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x00485270:0x004852dd, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x004852e0:0x004854d8, _ZN3pov23InitBacktraceEverythingEv
0x004854e0:0x004856f9, _ZN3pov23FreeBacktraceEverythingEv
0x00485700:0x00485e4d, _ZN3pov15BuildPhotonMapsEv
0x00485e50:0x0048645e, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x00486460:0x004864f0, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x004864f0:0x004878fd, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x00487900:0x00487b8d, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x00487b90:0x00487c94, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x00487ca0:0x00487f50, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x00487f50:0x00487fd6, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x00487fe0:0x0048835f, _ZN3povL16gatherPhotonsRecEii
0x00488360:0x004886ee, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x004886f0:0x00488754, _ZN3pov13GetPhotonStatEj
0x00488760:0x00488986, _ZN3povL16sortAndSubdivideEiii
0x00488990:0x00488e04, _ZN3povL11halfSortRecEiiii
0x00488e10:0x00488e58, _ZN3pov14Create_PigmentEv
0x00488e60:0x00488f29, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x00488f30:0x00488f5f, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x00488f60:0x00489518, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x00489520:0x00489929, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x00489930:0x00489e8b, _ZN3pov20Make_Pigment_EntriesEv
0x00489e90:0x0048a07c, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048a080:0x0048a10d, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x0048a110:0x0048a1a0, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048a1a0:0x0048a27a, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x0048a280:0x0048a313, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048a320:0x0048a380, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048a380:0x0048a476, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048a480:0x0048a4e8, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x0048a4f0:0x0048a506, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x0048a510:0x0048a530, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x0048a530:0x0048a5ac, _ZN3pov12Create_PlaneEv
0x0048a5b0:0x0048a5ea, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x0048a5f0:0x0048a63f, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048a640:0x0048a65e, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x0048a660:0x0048a673, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048a680:0x0048a693, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048a6a0:0x0048a953, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x0048a960:0x0048aa26, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048aa30:0x0048aa35, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048aa40:0x0048aa45, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048aa50:0x0048ab5d, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x0048ab60:0x0048ab6f, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x0048ab70:0x0048ac2d, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x0048ac30:0x0048ad60, _ZN3pov19Create_Light_SourceEv
0x0048ad60:0x0048ade2, _ZN3pov17Create_Light_GridEii
0x0048adf0:0x0048b114, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x0048b120:0x0048c015, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048c020:0x0048c31b, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x0048c320:0x0048ce03, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048ce10:0x0048d0cc, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x0048d0d0:0x0048d11b, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d120:0x0048d16b, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d170:0x0048d1bb, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048d1c0:0x0048d208, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x0048d210:0x0048d215, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x0048d220:0x0048d261, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x0048d270:0x0048d361, _ZN3pov11Create_PolyEi
0x0048d370:0x0048d3aa, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x0048d3b0:0x0048dae7, _ZN3povL8binomialEii
0x0048daf0:0x0048db8b, _ZN3pov14Create_PolygonEv
0x0048db90:0x0048e28d, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x0048e290:0x0048e54c, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x0048e550:0x0048e821, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0048e830:0x0048e833, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x0048e840:0x0048e85e, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0048e860:0x0048e95e, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x0048e960:0x0048ea12, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048ea20:0x0048ead2, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048eae0:0x0048eb92, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0048eba0:0x0048ec4f, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x0048ec50:0x0048ec51, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x0048ec60:0x0048ecc8, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x0048ecd0:0x0048f4c5, _ZN3pov16Solve_PolynomialEiPdS0_id
0x0048f4d0:0x00490645, _ZN3povL9polysolveEiPdS0_
0x00490650:0x00490945, _ZN3povL11solve_cubicEPdS0_
0x00490950:0x004912d2, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x004912e0:0x00491364, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x00491370:0x00491416, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x00491420:0x00491ef9, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x00491f00:0x00491f45, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x00491f50:0x00492350, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x00492350:0x00492358, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x00492360:0x00492405, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x00492410:0x0049265d, _ZN3pov13BuildProgressEP9POVMSDatai
0x00492660:0x00492918, _ZN3pov13Send_InitInfoEv
0x00492920:0x004929d5, _ZN3pov13Send_ProgressEPKci
0x004929e0:0x00492abb, _ZN3pov19Send_ProgressUpdateEii
0x00492ac0:0x00492bb0, _ZN3pov20Send_FrameStatisticsEv
0x00492bb0:0x00492c61, _ZN3pov20Send_ParseStatisticsEv
0x00492c70:0x00492cec, _ZN3pov21Send_RenderStatisticsEb
0x00492cf0:0x00492d60, _ZN3pov18Send_RenderOptionsEv
0x00492d60:0x00492de5, _ZN3pov18Send_RenderStartedEb
0x00492df0:0x00492ef2, _ZN3pov15Send_RenderDoneEb
0x00492f00:0x00492f53, _ZN3pov7MatchesEPKcS1_
0x00492f60:0x004930ba, _ZN3pov6IsTrueEPKc
0x004930c0:0x0049321a, _ZN3pov7IsFalseEPKc
0x00493220:0x004932e8, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x004932f0:0x00494453, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x00494460:0x0049447b, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x00494480:0x00494529, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x00494530:0x00494561, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x00494570:0x00494a36, main
0x00494a40:0x00494b32, _Z11povray_initv
0x00494b40:0x00494c35, _Z16povray_cooperatev
0x00494c40:0x00494c63, _Z16povray_terminatev
0x00494c70:0x00494d0d, _Z11povray_exiti
0x00494d10:0x00494d55, _ZN3pov12Do_CooperateEi
0x00494d60:0x00494d86, _Z23povray_getoutputcontextv
0x00494d90:0x00494db1, _ZN3pov8mem_initEv
0x00494dc0:0x00494e77, _ZN3pov10pov_mallocEmPKciS1_
0x00494e80:0x00494f77, _ZN3pov10pov_callocEmmPKciS1_
0x00494f80:0x004950e7, _ZN3pov11pov_reallocEPvmPKciS2_
0x004950f0:0x00495163, _ZN3pov8pov_freeEPvPKci
0x00495170:0x00495178, _ZN3pov8mem_markEv
0x00495180:0x00495209, _ZN3pov11mem_releaseEv
0x00495210:0x0049529b, _ZN3pov15mem_release_allEv
0x004952a0:0x00495378, _ZN3pov10pov_strdupEPKc
0x00495380:0x00495430, _ZN3pov11pov_memmoveEPvS0_m
0x00495430:0x004954b5, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x004954c0:0x004954df, _ZN3pov18closest_power_of_2Ej
0x004954e0:0x0049559b, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x004955a0:0x004955a5, _ZN3pov19New_Checked_IStreamEPcj
0x004955b0:0x004955b5, _ZN3pov19New_Checked_OStreamEPcjb
0x004955c0:0x0049560c, _ZN3pov11Locate_FileEPcjS0_b
0x00495610:0x00495a18, _ZN3pov15Locate_FilenameEPcjb
0x00495a20:0x00495c27, _ZN3pov9PPM_ImageC2EPciiii
0x00495c30:0x00495c7d, _ZN3pov9PPM_ImageD2Ev
0x00495c80:0x00495cc8, _ZN3pov9PPM_ImageD0Ev
0x00495cd0:0x00495fc1, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x00495fd0:0x00496318, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x00496320:0x00496b2b, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x00496b30:0x00496b3b, __clang_call_terminate
0x00496b40:0x00496b44, _ZN3pov9PPM_Image4LineEv
0x00496b50:0x00496b54, _ZN3pov9PPM_Image5WidthEv
0x00496b60:0x00496b64, _ZN3pov9PPM_Image6HeightEv
0x00496b70:0x00496c2a, _ZN3pov12Create_PrismEv
0x00496c30:0x00496ca5, _ZN3pov18Compute_Prism_BBoxEPNS_12Prism_StructE
0x00496cb0:0x00497b3d, _ZN3pov13Compute_PrismEPNS_12Prism_StructEPA2_d
0x00497b40:0x00498d59, _ZN3povL23All_Prism_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00498d60:0x00498e32, _ZN3povL12Inside_PrismEPdPNS_13Object_StructE
0x00498e40:0x0049907b, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00499080:0x004991fe, _ZN3povL10Copy_PrismEPNS_13Object_StructE
0x00499200:0x00499286, _ZN3povL15Translate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00499290:0x00499316, _ZN3povL12Rotate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00499320:0x004993a6, _ZN3povL11Scale_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004993b0:0x00499433, _ZN3povL15Transform_PrismEPNS_13Object_StructEPNS_16Transform_StructE
0x00499440:0x00499445, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x00499450:0x004994d9, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x004994e0:0x004998dc, _ZN3povL8in_curveEPNS_12Prism_StructEdd
0x004998e0:0x00499cb3, _ZN3povL25All_Quadric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00499cc0:0x00499d4f, _ZN3povL14Inside_QuadricEPdPNS_13Object_StructE
0x00499d50:0x00499e85, _ZN3povL14Quadric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00499e90:0x00499f8c, _ZN3povL12Copy_QuadricEPNS_13Object_StructE
0x00499f90:0x00499f95, _ZN3povL17Translate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00499fa0:0x00499fa5, _ZN3povL14Rotate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00499fb0:0x00499fb5, _ZN3povL13Scale_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00499fc0:0x0049a134, _ZN3povL17Transform_QuadricEPNS_13Object_StructEPNS_16Transform_StructE
0x0049a140:0x0049a196, _ZN3povL14Invert_QuadricEPNS_13Object_StructE
0x0049a1a0:0x0049a1af, _ZN3povL15Destroy_QuadricEPNS_13Object_StructE
0x0049a1b0:0x0049a253, _ZN3pov14Create_QuadricEv
0x0049a260:0x0049bb7f, _ZN3pov20Compute_Quadric_BBoxEPNS_14Quadric_StructEPdS2_
0x0049bb80:0x0049bd33, _ZN3pov21Compute_Plane_Min_MaxEPNS_12Plane_StructEPdS2_
0x0049bd40:0x0049be70, _ZN3pov12Iteration_z3EPdPNS_14Fractal_StructE
0x0049be70:0x0049bf7e, _ZN3pov15Iteration_JuliaEPdPNS_14Fractal_StructE
0x0049bf80:0x0049c229, _ZN3pov14D_Iteration_z3EPdPNS_14Fractal_StructES0_
