0x004021c0:0x004021ea, _start
0x00930639:0x0093064d, gimple_code_17
0x0093064d:0x00930660, gss_for_code_17
0x00930660:0x00930681, gimple_statement_structure_17
0x00930681:0x009306bc, gimple_has_ops_16
0x009306bc:0x0093070a, gimple_ops_16
0x0093070a:0x0093074e, gimple_op_15
0x0093074e:0x0093076e, is_gimple_call_9
0x0093076e:0x0093078d, gimple_call_fn_11
0x0093078d:0x009307c7, gimple_call_fndecl_10
0x009307c7:0x009307dc, gimple_asm_nclobbers_1
0x009307dc:0x0093083c, gimple_asm_clobber_op_1
0x0093083c:0x0093084d, gimple_phi_num_args_3
0x0093084d:0x0093085f, gimple_phi_result_1
0x0093085f:0x009308ab, gimple_phi_arg_5
0x009308ab:0x009308cb, is_gimple_debug_3
0x009308cb:0x0093092c, gsi_start_bb_8
0x0093092c:0x0093093c, gsi_end_p_12
0x0093093c:0x00930959, gsi_next_12
0x00930959:0x00930966, gsi_stmt_12
0x00930966:0x00930984, VEC_cgraph_node_ptr_base_length_1
0x00930984:0x009309ae, VEC_cgraph_node_ptr_base_index_1
0x009309ae:0x00930a17, varpool_first_static_initializer
0x00930a17:0x00930a85, varpool_next_static_initializer
0x00930a85:0x00930ad2, csi_end_p_1
0x00930ad2:0x00930aee, csi_next_1
0x00930aee:0x00930b32, csi_node_1
0x00930b32:0x00930b53, csi_start_1
0x00930b53:0x00930b68, get_use_from_ptr_4
0x00930b68:0x00930b8a, gimple_phi_arg_imm_use_ptr_4
0x00930b8a:0x00930b9b, op_iter_done_2
0x00930b9b:0x00930c22, op_iter_next_use_1
0x00930c22:0x00930c79, clear_and_done_ssa_iter_0
0x00930c79:0x00930d3e, op_iter_init_phiuse_0
0x00930d3e:0x00930d8f, lto_file_decl_data_get_var_decl
0x00930d8f:0x00930dad, VEC_ipa_reference_vars_info_t_base_length
0x00930dad:0x00930dd7, VEC_ipa_reference_vars_info_t_base_index
0x00930dd7:0x00930e11, VEC_ipa_reference_vars_info_t_base_space
0x00930e11:0x00930e46, VEC_ipa_reference_vars_info_t_base_replace
0x00930e46:0x00930e66, VEC_ipa_reference_vars_info_t_base_address
0x00930e66:0x00930ed3, VEC_ipa_reference_vars_info_t_heap_reserve_exact
0x00930ed3:0x00930f7d, VEC_ipa_reference_vars_info_t_heap_safe_grow
0x00930f7d:0x0093101c, VEC_ipa_reference_vars_info_t_heap_safe_grow_cleared
0x0093101c:0x0093109f, get_reference_vars_info
0x0093109f:0x00931141, set_reference_vars_info
0x00931141:0x00931174, get_local_reference_vars_info
0x00931174:0x009311a8, get_global_reference_vars_info
0x009311a8:0x009311db, ipa_reference_get_read_global
0x009311db:0x0093120f, ipa_reference_get_written_global
0x0093120f:0x00931243, ipa_reference_get_not_read_global
0x00931243:0x00931277, ipa_reference_get_not_written_global
0x00931277:0x009312f9, add_static_var
0x009312f9:0x009313cc, has_proper_scope_for_analysis
0x009313cc:0x0093141e, mark_address_taken
0x0093141e:0x00931463, mark_address
0x00931463:0x009314bd, mark_load
0x009314bd:0x00931545, mark_store
0x00931545:0x009315c2, check_asm_memory_clobber
0x009315c2:0x00931634, check_call_0
0x00931634:0x00931709, scan_stmt_for_static_refs
0x00931709:0x0093179c, scan_initializer_for_static_refs
0x0093179c:0x009317db, get_static_decl
0x009317db:0x0093182b, get_static_name
0x0093182b:0x009319eb, propagate_bits
0x009319eb:0x00931ae1, ipa_init
0x00931ae1:0x00931b65, analyze_variable
0x00931b65:0x00931be4, init_function_info
0x00931be4:0x00931f4f, analyze_function_1
0x00931f4f:0x00932011, clean_function_local_data
0x00932011:0x00932180, clean_function
0x00932180:0x009321aa, add_new_function_1
0x009321aa:0x00932201, copy_local_bitmap
0x00932201:0x00932258, copy_global_bitmap
0x00932258:0x009323c5, duplicate_node_data_0
0x009323c5:0x009323f5, remove_node_data_0
0x009323f5:0x00932b2a, generate_summary_0
0x00932b2a:0x00932b9c, write_node_summary_p
0x00932b9c:0x00932ea3, ipa_reference_write_summary
0x00932ea3:0x009330c7, ipa_reference_read_summary
0x009330c7:0x00933123, read_write_all_from_decl
0x00933123:0x00933f60, propagate_0
0x00933f60:0x00933f98, gate_reference
0x00933f98:0x00933fb6, VEC_tree_base_length_12
0x00933fb6:0x00934003, VEC_tree_base_iterate_7
0x00934003:0x0093403d, VEC_tree_base_space_9
0x0093403d:0x00934082, VEC_tree_base_quick_push_12
0x00934082:0x0093409e, VEC_tree_heap_alloc_6
0x0093409e:0x009340d3, VEC_tree_heap_free_6
0x009340d3:0x00934140, VEC_tree_heap_reserve_3
0x00934140:0x0093418f, VEC_tree_heap_safe_push_3
0x0093418f:0x009341ad, VEC_constructor_elt_base_length_8
0x009341ad:0x0093423c, SET_BIT_15
0x0093423c:0x009342ce, RESET_BIT_6
0x009342ce:0x009342ed, gimple_seq_first_12
0x009342ed:0x0093430d, gimple_seq_last_6
0x0093430d:0x00934340, gimple_seq_last_stmt_2
0x00934340:0x00934379, bb_seq_10
0x00934379:0x0093438d, gimple_code_18
0x0093438d:0x009343a0, gss_for_code_18
0x009343a0:0x009343c1, gimple_statement_structure_18
0x009343c1:0x009343d3, gimple_bb_9
0x009343d3:0x0093440e, gimple_has_ops_17
0x0093440e:0x0093444a, gimple_has_mem_ops_4
0x0093444a:0x00934477, gimple_def_ops_2
0x00934477:0x009344a4, gimple_use_ops_2
0x009344a4:0x009344d1, gimple_vuse_3
0x009344d1:0x009344fe, gimple_vdef_4
0x009344fe:0x00934541, gimple_set_vuse_0
0x00934541:0x00934584, gimple_set_vdef_0
0x00934584:0x009345e0, gimple_expr_code_6
0x009345e0:0x0093461c, update_stmt_1
0x0093461c:0x0093462d, gimple_num_ops_12
0x0093462d:0x0093467b, gimple_ops_17
0x0093467b:0x009346bf, gimple_op_16
0x009346bf:0x0093472a, gimple_set_op_6
0x0093472a:0x0093474a, is_gimple_assign_3
0x0093474a:0x00934762, get_gimple_rhs_class_6
0x00934762:0x00934781, gimple_assign_lhs_5
0x00934781:0x009347c9, gimple_assign_set_lhs_0
0x009347c9:0x009347e8, gimple_assign_rhs1_5
0x009347e8:0x00934810, gimple_assign_set_rhs1_0
0x00934810:0x00934847, gimple_assign_rhs2_4
0x00934847:0x0093488b, gimple_assign_rhs_code_5
0x0093488b:0x009348ab, is_gimple_call_10
0x009348ab:0x009348ca, gimple_call_lhs_6
0x009348ca:0x00934912, gimple_call_set_lhs_4
0x00934912:0x00934931, gimple_call_fn_12
0x00934931:0x0093496b, gimple_call_fndecl_11
0x0093496b:0x00934990, gimple_call_arg_4
0x00934990:0x009349a5, gimple_cond_code_2
0x009349a5:0x009349c4, gimple_cond_lhs_3
0x009349c4:0x009349e3, gimple_cond_rhs_2
0x009349e3:0x00934a2f, gimple_phi_arg_6
0x00934a2f:0x00934a4f, is_gimple_debug_4
0x00934a4f:0x00934a74, gimple_debug_bind_reset_value
0x00934a74:0x00934ad5, gsi_start_bb_9
0x00934ad5:0x00934ae5, gsi_end_p_13
0x00934ae5:0x00934b02, gsi_next_13
0x00934b02:0x00934b0f, gsi_stmt_13
0x00934b0f:0x00934b38, gimple_referenced_vars_0
0x00934b38:0x00934bff, first_htab_element
0x00934bff:0x00934c2a, end_htab_p
0x00934c2a:0x00934c87, next_htab_element
0x00934c87:0x00934cb6, first_referenced_var
0x00934cb6:0x00934cd0, end_referenced_vars_p
0x00934cd0:0x00934cea, next_referenced_var
0x00934cea:0x00934db1, single_imm_use
0x00934db1:0x00934dc6, get_use_from_ptr_5
0x00934dc6:0x00934dd7, get_def_from_ptr_1
0x00934dd7:0x00934df9, gimple_phi_arg_imm_use_ptr_5
0x00934df9:0x00934e23, gimple_phi_arg_location_from_edge
0x00934e23:0x00934e57, is_global_var_0
0x00934e57:0x00934e68, op_iter_done_3
0x00934e68:0x00934efe, op_iter_next_tree_1
0x00934efe:0x0093503f, op_iter_init_2
0x0093503f:0x00935081, op_iter_init_tree_1
0x00935081:0x0093510d, single_ssa_tree_operand
0x0093510d:0x00935163, VEC_alloc_site_t_base_iterate
0x00935163:0x0093519d, VEC_alloc_site_t_base_space
0x0093519d:0x009351f3, VEC_alloc_site_t_base_quick_push
0x009351f3:0x00935256, VEC_alloc_site_t_base_ordered_remove
0x00935256:0x0093527c, VEC_alloc_site_t_heap_alloc
0x0093527c:0x009352b1, VEC_alloc_site_t_heap_free
0x009352b1:0x00935326, VEC_alloc_site_t_heap_reserve
0x00935326:0x00935375, VEC_alloc_site_t_heap_safe_push
0x00935375:0x00935393, VEC_structure_base_length
0x00935393:0x009353d8, VEC_structure_base_index
0x009353d8:0x00935440, VEC_structure_base_iterate
0x00935440:0x0093547a, VEC_structure_base_space
0x0093547a:0x0093550a, VEC_structure_base_quick_push
0x0093550a:0x00935587, VEC_structure_base_ordered_remove
0x00935587:0x009355ad, VEC_structure_heap_alloc
0x009355ad:0x009355e2, VEC_structure_heap_free
0x009355e2:0x00935657, VEC_structure_heap_reserve
0x00935657:0x009356a6, VEC_structure_heap_safe_push
0x009356a6:0x00935719, strip_type
0x00935719:0x00935750, get_type_of_var
0x00935750:0x00935777, finalize_stmt
0x00935777:0x009357a9, finalize_stmt_and_append
0x009357a9:0x00935882, compare_fields
0x00935882:0x009358f9, find_field_in_struct_1
0x009358f9:0x0093598d, find_field_in_struct
0x0093598d:0x00935a95, is_result_of_mult
0x00935a95:0x00935c2e, decompose_indirect_ref_acc
0x00935c2e:0x00935cbc, decompose_access
0x00935cbc:0x00935cd1, make_field_acc_node
0x00935cd1:0x00935d08, is_in_field_accs
0x00935d08:0x00935d86, add_field_acc_to_acc_sites
0x00935d86:0x00935e7a, add_access_to_acc_sites
0x00935e7a:0x00935ea1, finalize_var_creation
0x00935ea1:0x00935ed9, finalize_global_creation
0x00935ed9:0x00935f1c, insert_global_to_varpool
0x00935f1c:0x00935fae, finalize_new_vars_creation
0x00935fae:0x0093606c, find_var_in_new_vars_vec
0x0093606c:0x00936098, is_in_new_vars_htab
0x00936098:0x0093614e, find_new_var_of_type
0x0093614e:0x0093629c, gen_size
0x0093629c:0x00936331, gen_cast_stmt
0x00936331:0x00936473, make_edge_and_fix_phis_of_dest
0x00936473:0x00936527, insert_before_stmt
0x00936527:0x009365db, insert_seq_after_stmt
0x009365db:0x0093668f, insert_after_stmt
0x0093668f:0x009366c5, get_fallocs
0x009366c5:0x00936765, get_final_alloc_stmt
0x00936765:0x00936820, is_part_of_malloc
0x00936820:0x00936881, find_in_field_accs
0x00936881:0x0093694f, is_part_of_field_access
0x0093694f:0x009369db, build_comp_ref
0x009369db:0x00936a69, find_pos_in_stmt_1
0x00936a69:0x00936aff, find_pos_in_stmt
0x00936aff:0x00936b1d, VEC_type_wrapper_t_base_length
0x00936b1d:0x00936b54, VEC_type_wrapper_t_base_last
0x00936b54:0x00936b8e, VEC_type_wrapper_t_base_space
0x00936b8e:0x00936be4, VEC_type_wrapper_t_base_quick_push
0x00936be4:0x00936bfe, VEC_type_wrapper_t_base_pop
0x00936bfe:0x00936c24, VEC_type_wrapper_t_heap_alloc
0x00936c24:0x00936c59, VEC_type_wrapper_t_heap_free
0x00936c59:0x00936cce, VEC_type_wrapper_t_heap_reserve
0x00936cce:0x00936d1d, VEC_type_wrapper_t_heap_safe_push
0x00936d1d:0x0093702d, replace_field_acc
0x0093702d:0x0093709c, replace_field_access_stmt
0x0093709c:0x0093715c, find_structure
0x0093715c:0x00937373, create_base_plus_offset
0x00937373:0x009374ad, create_new_field_access
0x009374ad:0x00937676, create_new_stmts_for_cond_expr_1
0x00937676:0x009378da, create_new_stmts_for_cond_expr
0x009378da:0x009379e6, insert_new_var_in_stmt
0x009379e6:0x00937c4d, create_general_new_stmt
0x00937c4d:0x00937cf9, create_new_stmts_for_general_acc
0x00937cf9:0x00937d6a, create_new_general_access
0x00937d6a:0x00937dcb, create_new_acc
0x00937dcb:0x00937e64, create_new_field_acc
0x00937e64:0x00937f52, create_new_accs_for_struct
0x00937f52:0x00937fe4, update_varpool_with_new_var
0x00937fe4:0x009380a2, dump_field_acc
0x009380a2:0x009380dc, dump_field_acc_sites
0x009380dc:0x009380fd, malloc_hash
0x009380fd:0x0093811c, malloc_eq
0x0093811c:0x0093815a, free_accs
0x0093815a:0x00938188, free_field_accs
0x00938188:0x0093826d, add_unsuitable_type
0x0093826d:0x009382e3, get_type_name
0x009382e3:0x00938635, is_equal_types
0x00938635:0x0093866d, free_accesses
0x0093866d:0x009386a5, free_field_accesses
0x009386a5:0x00938759, update_cgraph_with_malloc_call
0x00938759:0x009388d2, create_new_malloc
0x009388d2:0x00938af5, gen_num_of_structs_in_malloc
0x00938af5:0x00938cb4, dump_new_var
0x00938cb4:0x00938e24, copy_decl_attributes
0x00938e24:0x00938fd6, gen_struct_type
0x00938fd6:0x0093911e, gen_var_name
0x0093911e:0x00939162, add_to_new_vars_htab
0x00939162:0x009391c7, create_new_var_node
0x009391c7:0x00939312, is_candidate
0x00939312:0x00939333, field_acc_hash
0x00939333:0x00939352, field_acc_eq
0x00939352:0x0093946f, dump_acc
0x0093946f:0x009394db, free_struct_cluster
0x009394db:0x00939615, free_data_struct
0x00939615:0x00939699, create_new_accesses_in_bb
0x00939699:0x0093984f, create_new_alloc_sites
0x0093984f:0x00939889, dump_new_vars
0x00939889:0x009399cc, create_new_var_1
0x009399cc:0x00939af6, create_new_var
0x00939af6:0x00939b0a, new_var_hash
0x00939b0a:0x00939b50, new_var_eq
0x00939b50:0x00939bd6, check_type_escape
0x00939bd6:0x00939bf7, acc_hash
0x00939bf7:0x00939c16, acc_eq
0x00939c16:0x00939d6d, get_fields
0x00939d6d:0x00939da7, dump_access_sites
0x00939da7:0x00939e69, remove_str_allocs_in_func
0x00939e69:0x00939ea5, remove_str_allocs
0x00939ea5:0x00939f4c, remove_structure
0x00939f4c:0x0093a060, is_safe_cond_expr
0x0093a060:0x0093a100, exclude_from_accs
0x0093a100:0x0093a70b, get_stmt_accesses
0x0093a70b:0x0093a799, free_structures
0x0093a799:0x0093a7d7, free_new_var
0x0093a7d7:0x0093a817, free_new_vars_htab
0x0093a817:0x0093a867, create_new_accesses_for_func
0x0093a867:0x0093a8a6, create_new_alloc_sites_for_func
0x0093a8a6:0x0093a995, create_new_local_vars
0x0093a995:0x0093a9d3, print_shift
0x0093a9d3:0x0093aa4b, update_fields_mapping
0x0093aa4b:0x0093ab8f, build_basic_struct
0x0093ab8f:0x0093ac57, create_fields
0x0093ac57:0x0093ae70, gen_cluster_name
0x0093ae70:0x0093af99, check_bitfields
0x0093af99:0x0093b01d, exclude_escaping_types_1
0x0093b01d:0x0093b10b, exclude_returned_types
0x0093b10b:0x0093b232, exclude_types_passed_to_local_func
0x0093b232:0x0093b37c, check_struct_form
0x0093b37c:0x0093b4da, add_structure
0x0093b4da:0x0093b642, add_alloc_site
0x0093b642:0x0093b751, is_alloc_of_struct
0x0093b751:0x0093b88b, dump_accs
0x0093b88b:0x0093b92c, safe_cond_expr_check
0x0093b92c:0x0093b99b, exclude_alloc_and_field_accs_1
0x0093b99b:0x0093bad6, collect_accesses_in_bb
0x0093bad6:0x0093bb23, gen_cluster
0x0093bb23:0x0093bb9f, peel_field
0x0093bb9f:0x0093bc1e, get_max_field_count
0x0093bc1e:0x0093bc61, do_reorg_for_func
0x0093bc61:0x0093be4e, dump_struct_type
0x0093be4e:0x0093bf37, create_new_type
0x0093bf37:0x0093bf75, free_falloc_sites
0x0093bf75:0x0093c044, remove_unsuitable_types
0x0093c044:0x0093c0c8, exclude_types_with_bit_fields
0x0093c0c8:0x0093c0fb, exclude_escaping_types
0x0093c0fb:0x0093c17f, analyze_struct_form
0x0093c17f:0x0093c341, build_data_structure
0x0093c341:0x0093c481, program_redefines_malloc_p
0x0093c481:0x0093c647, collect_alloc_sites
0x0093c647:0x0093c6ce, dump_accesses
0x0093c6ce:0x0093c779, check_cond_exprs
0x0093c779:0x0093c7fd, exclude_alloc_and_field_accs
0x0093c7fd:0x0093c854, collect_accesses_in_func
0x0093c854:0x0093c9fa, sum_counts
0x0093c9fa:0x0093cb00, peel_hot_fields
0x0093cb00:0x0093cbfe, do_reorg_1
0x0093cbfe:0x0093cce2, create_new_global_vars
0x0093cce2:0x0093ce5f, dump_new_types
0x0093ce5f:0x0093cee6, create_new_types
0x0093cee6:0x0093cf2c, free_alloc_sites
0x0093cf2c:0x0093cfcc, collect_structures
0x0093cfcc:0x0093cff8, collect_allocation_sites
0x0093cff8:0x0093d072, collect_data_accesses
0x0093d072:0x0093d1f0, exclude_cold_structs
0x0093d1f0:0x0093d269, peel_structs
0x0093d269:0x0093d343, do_reorg
0x0093d343:0x0093d354, free_data_structs
0x0093d354:0x0093d37e, reorg_structs
0x0093d37e:0x0093d38e, reorg_structs_drive
0x0093d38e:0x0093d3be, struct_reorg_gate
0x0093d3be:0x0093d40b, VEC_tree_base_iterate_8
0x0093d40b:0x0093d43a, handled_component_p_7
0x0093d43a:0x0093d536, bmp_iter_set_init_18
0x0093d536:0x0093d56a, bmp_iter_next_17
0x0093d56a:0x0093d696, bmp_iter_set_18
0x0093d696:0x0093d6b5, gimple_seq_first_13
0x0093d6b5:0x0093d6ee, bb_seq_11
0x0093d6ee:0x0093d702, gimple_code_19
0x0093d702:0x0093d715, gss_for_code_19
0x0093d715:0x0093d736, gimple_statement_structure_19
0x0093d736:0x0093d771, gimple_has_ops_18
0x0093d771:0x0093d7ad, gimple_has_mem_ops_5
0x0093d7ad:0x0093d7da, gimple_def_ops_3
0x0093d7da:0x0093d807, gimple_use_ops_3
0x0093d807:0x0093d834, gimple_vuse_4
0x0093d834:0x0093d861, gimple_vdef_5
0x0093d861:0x0093d8bd, gimple_expr_code_7
0x0093d8bd:0x0093d8ce, gimple_num_ops_13
0x0093d8ce:0x0093d91c, gimple_ops_18
0x0093d91c:0x0093d960, gimple_op_17
0x0093d960:0x0093d980, is_gimple_assign_4
0x0093d980:0x0093d998, get_gimple_rhs_class_7
0x0093d998:0x0093d9b7, gimple_assign_lhs_6
0x0093d9b7:0x0093d9d6, gimple_assign_rhs1_6
0x0093d9d6:0x0093da0d, gimple_assign_rhs2_5
0x0093da0d:0x0093da51, gimple_assign_rhs_code_6
0x0093da51:0x0093daa9, gimple_assign_cast_p
0x0093daa9:0x0093dac9, is_gimple_call_11
0x0093dac9:0x0093dae8, gimple_call_lhs_7
0x0093dae8:0x0093db07, gimple_call_fn_13
0x0093db07:0x0093db41, gimple_call_fndecl_12
0x0093db41:0x0093db64, gimple_call_num_args_5
0x0093db64:0x0093db89, gimple_call_arg_5
0x0093db89:0x0093db9e, gimple_asm_ninputs_2
0x0093db9e:0x0093dbb3, gimple_asm_noutputs_2
0x0093dbb3:0x0093dbf9, gimple_asm_input_op_2
0x0093dbf9:0x0093dc4c, gimple_asm_output_op_2
0x0093dc4c:0x0093dc98, gimple_phi_arg_7
0x0093dc98:0x0093dcf9, gsi_start_bb_10
0x0093dcf9:0x0093dd09, gsi_end_p_14
0x0093dd09:0x0093dd26, gsi_next_14
0x0093dd26:0x0093dd33, gsi_stmt_14
0x0093dd33:0x0093dd48, get_use_from_ptr_6
0x0093dd48:0x0093dd59, get_def_from_ptr_2
0x0093dd59:0x0093dd7b, gimple_phi_arg_imm_use_ptr_6
0x0093dd7b:0x0093dd8c, op_iter_done_4
0x0093dd8c:0x0093de13, op_iter_next_use_2
0x0093de13:0x0093dea9, op_iter_next_tree_2
0x0093dea9:0x0093dfea, op_iter_init_3
0x0093dfea:0x0093e054, op_iter_init_use_1
0x0093e054:0x0093e096, op_iter_init_tree_2
0x0093e096:0x0093e122, single_ssa_tree_operand_0
0x0093e122:0x0093e191, get_name_of_type
0x0093e191:0x0093e1ec, compare_type_brand
0x0093e1ec:0x0093e329, discover_unique_type
0x0093e329:0x0093e3a8, type_to_consider
0x0093e3a8:0x0093e4a0, get_canon_type
0x0093e4a0:0x0093e4e7, get_canon_type_uid
0x0093e4e7:0x0093e579, ipa_type_escape_star_count_of_interesting_type
0x0093e579:0x0093e61b, ipa_type_escape_star_count_of_interesting_or_array_type
0x0093e61b:0x0093e669, ipa_type_escape_type_contained_p
0x0093e669:0x0093e80c, ipa_type_escape_field_does_not_clobber_p
0x0093e80c:0x0093e8c8, mark_type
0x0093e8c8:0x0093e937, mark_interesting_type
0x0093e937:0x0093ebac, parent_type_p
0x0093ebac:0x0093ec18, count_stars
0x0093ec18:0x0093ecac, check_cast_type
0x0093ecac:0x0093ed2e, is_malloc_result
0x0093ed2e:0x0093eee4, check_cast
0x0093eee4:0x0093efb3, look_for_casts_stmt
0x0093efb3:0x0093f1d5, is_cast_from_non_pointer
0x0093f1d5:0x0093f5aa, is_array_access_through_pointer_and_index
0x0093f5aa:0x0093f6d1, check_function_parameter_and_return_types
0x0093f6d1:0x0093f7c6, has_proper_scope_for_analysis_0
0x0093f7c6:0x0093f817, check_operand
0x0093f817:0x0093f94d, check_tree
0x0093f94d:0x0093fac8, mark_interesting_addressof
0x0093fac8:0x0093fb9a, look_for_address_of
0x0093fb9a:0x0093fc84, look_for_casts
0x0093fc84:0x0093fcab, check_rhs_var
0x0093fcab:0x0093fcc6, check_lhs_var
0x0093fcc6:0x0093fd53, check_asm
0x0093fd53:0x0094006f, check_call_1
0x0094006f:0x009401f3, okay_pointer_operation
0x009401f3:0x0094049a, check_assign
0x0094049a:0x009404ef, scan_for_refs
0x009404ef:0x009405e8, ipa_init_0
0x009405e8:0x0094067e, analyze_variable_0
0x0094067e:0x00940897, analyze_function_2
0x00940897:0x009408d6, type_for_uid
0x009408d6:0x00940950, subtype_map_for_uid
0x00940950:0x00940b0f, close_type_seen
0x00940b0f:0x00940c2c, close_type_exposed_parameter
0x00940c2c:0x00940ef8, close_type_full_escape
0x00940ef8:0x009410a3, close_addressof_down
0x009410a3:0x009416e1, type_escape_execute
0x009416e1:0x00941719, gate_type_escape_vars
0x00941719:0x009417a8, ipa_utils_print_order
0x009417a8:0x00941a49, searchc
0x00941a49:0x00941c10, ipa_utils_reduced_inorder
0x00941c10:0x00941cef, get_base_var
0x00941cef:0x00941d0d, VEC_cgraph_node_ptr_base_length_2
0x00941d0d:0x00941d37, VEC_cgraph_node_ptr_base_index_2
0x00941d37:0x00941d71, VEC_cgraph_node_ptr_base_space
0x00941d71:0x00941db6, VEC_cgraph_node_ptr_base_quick_push
0x00941db6:0x00941de8, VEC_cgraph_node_ptr_base_pop
0x00941de8:0x00941e1d, VEC_cgraph_node_ptr_base_replace
0x00941e1d:0x00941e8a, VEC_cgraph_node_ptr_gc_reserve
0x00941e8a:0x00941ed9, VEC_cgraph_node_ptr_gc_safe_push
0x00941ed9:0x00941f26, csi_end_p_2
0x00941f26:0x00941f42, csi_next_2
0x00941f42:0x00941f86, csi_node_2
0x00941f86:0x00941fa7, csi_start_2
0x00941fa7:0x00941fe1, cgraph_only_called_directly_p_1
0x00941fe1:0x00942030, cgraph_can_remove_if_no_direct_calls_p_0
0x00942030:0x0094239f, cgraph_postorder
0x0094239f:0x00942411, update_inlined_to_pointer
0x00942411:0x00942b1f, cgraph_remove_unreachable_nodes
0x00942b1f:0x00942ca7, cgraph_externally_visible_p
0x00942ca7:0x00943392, function_and_variable_visibility
0x00943392:0x009433cc, local_function_and_variable_visibility
0x009433cc:0x009433dd, gate_whole_program_function_and_variable_visibility
0x009433dd:0x00943554, whole_program_function_and_variable_visibility
0x00943554:0x0094357d, hash_cgraph_node_set_element
0x0094357d:0x009435b2, eq_cgraph_node_set_element
0x009435b2:0x00943609, cgraph_node_set_new
0x00943609:0x00943745, cgraph_node_set_add
0x00943745:0x009438f1, cgraph_node_set_remove
0x009438f1:0x009439cd, cgraph_node_set_find
0x009439cd:0x00943a66, dump_cgraph_node_set
0x00943a66:0x00943a8b, debug_cgraph_node_set
0x00943a8b:0x00943aaa, hard_reg_set_subset_p_0
0x00943aaa:0x00943ac3, hard_reg_set_equal_p_0
0x00943ac3:0x00943adf, hard_reg_set_intersect_p
0x00943adf:0x00943af1, hard_reg_set_empty_p
0x00943af1:0x00943bed, bmp_iter_set_init_19
0x00943bed:0x00943c21, bmp_iter_next_18
0x00943c21:0x00943d4d, bmp_iter_set_19
0x00943d4d:0x00943ddc, SET_BIT_16
0x00943ddc:0x00943e6e, RESET_BIT_7
0x00943e6e:0x00943e8e, REG_N_REFS_0
0x00943e8e:0x00943eac, VEC_rtx_base_length_2
0x00943eac:0x00943ee6, VEC_rtx_base_space_3
0x00943ee6:0x00943f06, VEC_rtx_base_address_0
0x00943f06:0x00943f73, VEC_rtx_gc_reserve_exact_0
0x00943f73:0x0094401d, VEC_rtx_gc_safe_grow_0
0x0094401d:0x0094402e, rhs_regno_32
0x0094402e:0x00944073, recog_memoized_6
0x00944073:0x009440b2, df_lr_get_bb_info_5
0x009440b2:0x009440f1, df_live_get_bb_info_1
0x009440f1:0x00944106, ira_allocno_iter_init
0x00944106:0x00944180, ira_allocno_iter_cond
0x00944180:0x009441e3, ira_hard_reg_not_in_set_p
0x009441e3:0x009442c2, setup_reg_mode_hard_regset
0x009442c2:0x00944464, setup_class_hard_regs
0x00944464:0x00944511, setup_available_class_regs
0x00944511:0x00944551, setup_alloc_regs
0x00944551:0x009448aa, setup_class_subset_and_memory_move_costs
0x009448aa:0x009448cc, ira_allocate
0x009448cc:0x009448f9, ira_reallocate
0x009448f9:0x00944914, ira_free
0x00944914:0x00944924, ira_allocate_bitmap
0x00944924:0x0094492f, ira_free_bitmap
0x0094492f:0x00944aac, ira_print_disposition
0x00944aac:0x00944ac2, ira_debug_disposition
0x00944ac2:0x00944c35, setup_reg_subclasses
0x00944c35:0x00945071, setup_cover_and_important_classes
0x00945071:0x00945393, setup_class_translate
0x00945393:0x00945409, comp_reg_classes_func
0x00945409:0x009454b6, reorder_important_classes
0x009454b6:0x00945b7a, setup_reg_class_relations
0x00945b7a:0x00945c4f, print_class_cover
0x00945c4f:0x00945c65, ira_debug_class_cover
0x00945c65:0x00945c85, find_reg_class_closure
0x00945c85:0x00945d1b, setup_hard_regno_cover_class
0x00945d1b:0x00945e2b, setup_reg_class_nregs
0x00945e2b:0x00945f3c, setup_prohibited_class_mode_regs
0x00945f3c:0x009460f4, ira_init_register_move_cost
0x009460f4:0x0094614a, ira_init_once
0x0094614a:0x009461f0, free_register_move_costs
0x009461f0:0x00946234, ira_init
0x00946234:0x00946245, ira_finish_once
0x00946245:0x0094641b, setup_prohibited_mode_move_regs
0x0094641b:0x00946458, insn_contains_asm_1
0x00946458:0x0094647c, insn_contains_asm
0x0094647c:0x0094660a, compute_regs_asm_clobbered
0x0094660a:0x00946886, ira_setup_eliminable_regset
0x00946886:0x00946a16, find_reg_equiv_invariant_const
0x00946a16:0x00946b28, setup_reg_renumber
0x00946b28:0x00946c02, setup_allocno_assignment_flags
0x00946c02:0x00946dc9, calculate_allocation_cost
0x00946dc9:0x0094704d, fix_reg_equiv_init
0x0094704d:0x00947137, setup_preferred_alternate_classes_for_new_pseudos
0x00947137:0x0094717f, expand_reg_info
0x0094717f:0x009471d1, too_high_register_pressure_p
0x009471d1:0x00947268, mark_elimination
0x00947268:0x009472de, validate_equiv_mem_from_store
0x009472de:0x0094747f, validate_equiv_mem
0x0094747f:0x00947645, equiv_init_varies_p
0x00947645:0x00947887, equiv_init_movable_p
0x00947887:0x009479e4, contains_replace_regs
0x009479e4:0x00947c39, memref_referenced_p
0x00947c39:0x00947d0a, memref_used_between_p
0x00947d0a:0x00947e58, no_equiv
0x00947e58:0x00947ef6, adjust_cleared_regs
0x00947ef6:0x00949642, update_equiv_regs
0x00949642:0x009496b2, print_insn_chain
0x009496b2:0x009496f3, print_insn_chains
0x009496f3:0x00949738, pseudo_for_reload_consideration_p
0x00949738:0x00949871, init_live_subregs
0x00949871:0x0094a486, build_insn_chain
