0x004021f0:0x0040221a, _start
0x0044dfab:0x0044dfe9, _ZN3pov26Vector_IsoSurface_FunctionEPNS_17IsoSurface_StructEPd
0x0044dfe9:0x0044e098, _ZN3pov25Float_IsoSurface_FunctionEPNS_17IsoSurface_StructEPd
0x0044e098:0x0044e117, _ZN3pov17Evaluate_FunctionEjPd
0x0044e117:0x0044e16d, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044e16d:0x0044f1d3, _ZN3povL15intersect_latheEPNS_10Ray_StructEPNS_12Lathe_StructEPNS_13istack_structE
0x0044f1d3:0x0044f59e, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x0044f59e:0x0044f7c1, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044f7c1:0x0044f7eb, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044f7eb:0x0044f815, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044f815:0x0044f83f, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044f83f:0x0044f875, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x0044f875:0x0044f893, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x0044f893:0x0044fa29, _ZN3pov12Create_LatheEv
0x0044fa29:0x0044faa2, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x0044faa2:0x0044fb7b, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x0044fb7b:0x0044fc4d, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x0044fc4d:0x0045143a, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x0045143a:0x0045151f, _ZN3povL8test_hitEPNS_12Lathe_StructEPNS_10Ray_StructEPNS_13istack_structEddi
0x0045151f:0x004516f3, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004516f3:0x004517b0, _ZN3pov16push_entry_i1_d1EdPdPNS_13Object_StructEidPNS_13istack_structE
0x004517b0:0x00451890, _ZN3povL18intersect_projectsEPNS_14Project_StructES1_
0x00451890:0x00451f32, _ZN3povL11calc_pointsEiPNS_13Object_StructEPiPA3_dPd
0x00451f32:0x00452782, _ZN3povL14bbox_invisibleEiPNS_19Bounding_Box_StructEPd
0x00452782:0x00452c43, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x00452c43:0x004535ce, _ZN3povL16project_triangleEPNS_14Project_StructEPdS2_S2_Pi
0x004535ce:0x0045408e, _ZN3povL12project_bboxEPNS_14Project_StructEPA3_dPi
0x0045408e:0x004543be, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_
0x004543be:0x00454822, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x00454822:0x00454a03, _ZN3pov19Build_Light_BuffersEv
0x00454a03:0x00454adc, _ZN3pov21Destroy_Light_BuffersEv
0x00454adc:0x00454e87, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x00454e87:0x00454fa0, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x00454fa0:0x0045507d, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x0045507d:0x004550f0, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x004550f0:0x004551d9, _ZN3pov24Initialize_Lighting_CodeEv
0x004551d9:0x0045527e, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x0045527e:0x00455309, _ZN3pov26Deinitialize_Lighting_CodeEv
0x00455309:0x004559ec, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x004559ec:0x00455ba1, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00455ba1:0x004563a4, _ZN3povL25block_point_light_LBufferEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x004563a4:0x00456b5c, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x00456b5c:0x00456e4a, _ZN3povL19do_light_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_
0x00456e4a:0x0045862b, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x0045862b:0x00458965, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00458965:0x00458b93, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x00458b93:0x00458ecd, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x00458ecd:0x00459364, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00459364:0x004597bd, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x004597bd:0x004599d7, _ZN3povL7DiffuseEPNS_13Finish_StructEPdPNS_10Ray_StructES2_PfS5_dPNS_13Object_StructE
0x004599d7:0x00459f08, _ZN3povL17Diffuse_One_LightEPNS_19Light_Source_StructEiPdPNS_13Finish_StructES2_PNS_10Ray_StructES2_PfS7_dPNS_13Object_StructE
0x00459f08:0x0045a818, _ZN3povL13PhotonDiffuseEPNS_13Finish_StructEPdPNS_10Ray_StructES2_S2_PfS5_dPNS_13Object_StructE
0x0045a818:0x0045ab64, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x0045ab64:0x0045ad46, _ZN3povL22Dispersion_Element_HueEPfii
0x0045ad46:0x0045ada7, _ZN3povL11Element_IOREddii
0x0045ada7:0x0045af22, _ZN3povL12Refract_GutsEPfdPdS1_S1_dPNS_10Ray_StructES3_dS1_
0x0045af22:0x0045b962, _ZN3povL16BacktraceRefractEPNS_15Interior_StructEPdPNS_10Ray_StructES2_S2_Pfd
0x0045b962:0x0045c26d, _ZN3povL7RefractEPNS_15Interior_StructEPdPNS_10Ray_StructES2_S2_Pfd
0x0045c26d:0x0045c65d, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x0045c65d:0x0045ce86, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x0045ce86:0x0045f2bb, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x0045f2bb:0x0045fe25, _ZN3povL22compute_shadow_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEPNS_10istk_entryE
0x0045fe25:0x00460106, _ZN3povL16BacktraceDiffuseEPNS_13Finish_StructEPdPNS_10Ray_StructES2_PfS5_dPNS_13Object_StructES4_S5_
0x00460106:0x0046230c, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x0046230c:0x00462ac2, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x00462ac2:0x00462ba1, _ZN3povL11do_blockingEPNS_10istk_entryEPNS_10Ray_StructEPfPNS_13istack_structE
0x00462ba1:0x00462dbd, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x00462dbd:0x0046301e, _ZN3povL16average_texturesEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x0046301e:0x0046317e, _ZN3povL26backtrace_average_texturesEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x0046317e:0x00463306, _ZN3povL23do_light_ray_atmosphereEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x00463306:0x00463959, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x00463959:0x00463f57, _ZN3povL15InitMallocPoolsEv
0x00463f57:0x004646a5, _ZN3povL17DeInitMallocPoolsEv
0x004646a5:0x00464892, _ZN3povL17ReInitMallocPoolsEv
0x00464892:0x00464c5a, _ZN3pov22ResizeMediaMallocPoolsEl
0x00464c5a:0x00464ea5, _ZN3pov22ResizeLightMallocPoolsEl
0x00464ea5:0x00464ecc, _ZN3pov18InitComTexDataPoolEv
0x00464ecc:0x00464f71, _ZN3pov18FreeComTexDataPoolEv
0x00464f71:0x00465058, _ZN3pov13NewComTexDataEv
0x00465058:0x00465109, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x00465109:0x00465152, _ZN3pov10Assign_RGBEPfS0_
0x00465152:0x004651cd, _ZN3pov6VAddEqEPfPKf
0x004651cd:0x00465258, _ZN3pov4VSubEPdPKfPKd
0x00465258:0x004652bb, _ZN3pov6VScaleEPfPKff
0x004652bb:0x0046531a, _ZN3pov8VScaleEqEPff
0x0046531a:0x00465425, _ZN3pov9CLinComb2EPffPKffS2_
0x00465425:0x004654cc, _ZN3pov12CRGBLinComb2EPffPKffS2_
0x004654cc:0x004654fa, _ZSt3maxIfERKT_S2_S2_
0x004654fa:0x0046554b, _ZN3pov5MZeroEPA4_d
0x0046554b:0x004655c4, _ZN3pov9MIdentityEPA4_d
0x004655c4:0x00465c8b, _ZN3pov7MTimesAEPA4_dS1_
0x00465c8b:0x00466352, _ZN3pov7MTimesBEPA4_dS1_
0x00466352:0x00466bc1, _ZN3pov7MTimesCEPA4_dS1_S1_
0x00466bc1:0x00466d22, _ZN3pov10MTransposeEPA4_d
0x00466d22:0x00466d8a, _ZN3pov10MTransposeEPA4_dS1_
0x00466d8a:0x00466e94, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x00466e94:0x00466fa2, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x00466fa2:0x00467091, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x00467091:0x00467184, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x00467184:0x00467290, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x00467290:0x00467398, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x00467398:0x00467463, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x00467463:0x00467554, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x00467554:0x00467620, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x00467620:0x004678df, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x004678df:0x00467923, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x00467923:0x00467bbb, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x00467bbb:0x00467db2, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x00467db2:0x00467df9, _ZN3pov16Create_TransformEv
0x00467df9:0x00467e3e, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x00467e3e:0x00467e72, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x00467e72:0x00467ebb, _ZN3pov13Create_VectorEv
0x00467ebb:0x00467ef4, _ZN3pov12Create_FloatEv
0x00467ef4:0x00468345, _ZN3pov8MInvers3EPA3_dS1_
0x00468345:0x004691c0, _ZN3pov7MInversEPA4_dS1_
0x004691c0:0x00469208, _ZN3pov14Create_UV_VectEv
0x00469208:0x0046926e, _ZN3pov16Create_Vector_4DEv
0x0046926e:0x0046939e, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x0046939e:0x004696a5, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x004696a5:0x0046a367, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x0046a367:0x0046bff1, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0046bff1:0x0046cb01, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x0046cb01:0x0046dbdd, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i
0x0046dbdd:0x0046dffb, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x0046dffb:0x0046e116, _ZN3povL24evaluate_density_patternEPNS_12Media_StructEPdPf
0x0046e116:0x0046e2b8, _ZN3povL14get_light_listEPNS_17Light_List_StructERS1_RiPNS_10Ray_StructEPNS_10istk_entryE
0x0046e2b8:0x0046e4b1, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x0046e4b1:0x0046e97c, _ZN3povL16get_lit_intervalEPiPNS_19Lit_Interval_StructEiPNS_17Light_List_StructEPNS_10istk_entryES4_i
0x0046e97c:0x0046ee14, _ZN3povL25set_up_sampling_intervalsEPNS_21Media_Interval_StructEiPNS_19Lit_Interval_StructEPNS_12Media_StructE
0x0046ee14:0x0046f351, _ZN3povL19intersect_spotlightEPNS_10Ray_StructEPNS_19Light_Source_StructEPdS4_
0x0046f351:0x0046f6e7, _ZN3povL23intersect_cylinderlightEPNS_10Ray_StructEPNS_19Light_Source_StructEPdS4_
0x0046f6e7:0x0046fa98, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x0046fa98:0x0046fc82, _ZN3pov12Create_MediaEv
0x0046fc82:0x0046fdec, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x0046fdec:0x0046fea2, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x0046fea2:0x0046ff05, _ZN3povL11compdoublesEPKvS1_
0x0046ff05:0x0046ff59, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x0046ff59:0x0046ff9c, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x0046ff9c:0x0046ffb1, _ZN3pov3SqrEf
0x0046ffb1:0x00470007, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00470007:0x00470287, _ZN3povL14Intersect_MeshEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_13istack_structE
0x00470287:0x00470508, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x00470508:0x00470676, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00470676:0x0047098e, _ZN3povL18smooth_mesh_normalEPNS_11Mesh_StructEPdPNS_20Mesh_Triangle_StructES2_
0x0047098e:0x004709b8, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004709b8:0x004709e2, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004709e2:0x00470a0c, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00470a0c:0x00470aca, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x00470aca:0x00470ae8, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x00470ae8:0x00470c45, _ZN3pov11Create_MeshEv
0x00470c45:0x00470d53, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x00470d53:0x00470f6e, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x00470f6e:0x00471288, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x00471288:0x00471833, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x00471833:0x00471a46, _ZN3povL23compute_smooth_triangleEPNS_20Mesh_Triangle_StructEPdS2_S2_
0x00471a46:0x00472008, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd
0x00472008:0x0047234d, _ZN3povL6MeshUVEPdPNS_20Mesh_Triangle_StructEPNS_11Mesh_StructES0_
0x0047234d:0x00472420, _ZN3povL8test_hitEPNS_20Mesh_Triangle_StructEPNS_11Mesh_StructEPNS_10Ray_StructES5_ddPNS_13istack_structE
0x00472420:0x00472548, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x00472548:0x00472726, _ZN3povL17get_triangle_bboxEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPNS_19Bounding_Box_StructE
0x00472726:0x004728e6, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x004728e6:0x00472b1d, _ZN3povL19intersect_bbox_treeEPNS_11Mesh_StructEPNS_10Ray_StructES3_dPNS_13istack_structE
0x00472b1d:0x00472deb, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x00472deb:0x00472e27, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x00472e27:0x00472e63, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x00472e63:0x00472f7f, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
0x00472f7f:0x004731f5, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
0x004731f5:0x004732fc, _ZN3pov23Create_Mesh_Hash_TablesEv
0x004732fc:0x00473520, _ZN3pov24Destroy_Mesh_Hash_TablesEv
0x00473520:0x004735e1, _ZN3povL21get_triangle_verticesEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_
0x004735e1:0x004736a2, _ZN3povL20get_triangle_normalsEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_
0x004736a2:0x0047373f, _ZN3povL21get_triangle_uvcoordsEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPdS4_S4_
0x0047373f:0x00473800, _ZN3pov15Mesh_DegenerateEPdS0_S0_
0x00473800:0x00473818, _ZN3pov20Initialize_Mesh_CodeEv
0x00473818:0x00473845, _ZN3pov22Deinitialize_Mesh_CodeEv
0x00473845:0x0047392f, _ZN3pov17Test_Mesh_OpacityEPNS_11Mesh_StructE
0x0047392f:0x004740ca, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004740ca:0x0047425f, _ZN3povL16inside_bbox_treeEPNS_11Mesh_StructEPNS_10Ray_StructE
0x0047425f:0x00474636, _ZN3pov16Mesh_InterpolateEPdS0_PNS_11Mesh_StructEPNS_20Mesh_Triangle_StructE
0x00474636:0x00474691, _ZN3pov13Assign_VectorEPdPf
0x00474691:0x004746ec, _ZN3pov13Assign_VectorEPfPd
0x004746ec:0x00474735, _ZN3pov13Assign_VectorEPfS0_
0x00474735:0x0047477e, _ZN3pov11Make_VectorEPffff
0x0047477e:0x00474845, _ZN3pov18push_entry_pointerEdPdPNS_13Object_StructEPvPNS_13istack_structE
0x00474845:0x004748d0, _ZN3pov4VSubEPdPKdPKf
0x004748d0:0x0047495b, _ZN3pov4VSubEPdPKfS2_
0x0047495b:0x004749da, _ZN3pov4VSubEPfPKfS2_
0x004749da:0x00474a4f, _ZN3pov13VInverseScaleEPfPKff
0x00474a4f:0x00474ac0, _ZN3pov15VInverseScaleEqEPff
0x00474ac0:0x00474b33, _ZN3pov4VDotERfPKdS2_
0x00474b33:0x00474bae, _ZN3pov4VDotERdPKdPKf
0x00474bae:0x00474c2a, _ZN3pov7VLengthERfPKf
0x00474c2a:0x00474c91, _ZN3pov10VNormalizeEPfPKf
0x00474c91:0x00474df7, _ZN3povL7ripplesEPdPNS_14Tnormal_StructES0_
0x00474df7:0x00474f97, _ZN3povL5wavesEPdPNS_14Tnormal_StructES0_
0x00474f97:0x00475007, _ZN3povL5bumpsEPdPNS_14Tnormal_StructES0_
0x00475007:0x004750b8, _ZN3povL5dentsEPdPNS_14Tnormal_StructES0_
0x004750b8:0x00475216, _ZN3povL8wrinklesEPdPNS_14Tnormal_StructES0_
0x00475216:0x004754ca, _ZN3povL7quiltedEPdPNS_14Tnormal_StructES0_
0x004754ca:0x00475c50, _ZN3povL6facetsEPdPNS_14Tnormal_StructES0_
0x00475c50:0x00475caf, _ZN3pov14Create_TnormalEv
0x00475caf:0x00475d1e, _ZN3pov12Copy_TnormalEPNS_14Tnormal_StructE
0x00475d1e:0x00475d5e, _ZN3pov15Destroy_TnormalEPNS_14Tnormal_StructE
0x00475d5e:0x00475ee3, _ZN3pov12Post_TnormalEPNS_14Tnormal_StructE
0x00475ee3:0x004766ba, _ZN3pov14Perturb_NormalEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x004766ba:0x004767a4, _ZN3povL12Do_Slope_MapEdPNS_16Blend_Map_StructE
0x004767a4:0x004768ae, _ZN3povL13Hermite_CubicEdPdS0_
0x004768ae:0x004769e0, _ZN3povL18Do_Average_NormalsEPdPNS_14Tnormal_StructES0_PNS_10istk_entryE
0x004769e0:0x00476ae4, _ZN3pov12IntersectionEPNS_10istk_entryEPNS_13Object_StructEPNS_10Ray_StructE
0x00476ae4:0x00476b58, _ZN3pov13Inside_ObjectEPdPNS_13Object_StructE
0x00476b58:0x00476c29, _ZN3pov12Ray_In_BoundEPNS_10Ray_StructEPNS_13Object_StructE
0x00476c29:0x00476c92, _ZN3pov13Point_In_ClipEPdPNS_13Object_StructE
0x00476c92:0x00476de3, _ZN3pov16Translate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00476de3:0x00476f34, _ZN3pov13Rotate_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00476f34:0x00477085, _ZN3pov12Scale_ObjectEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00477085:0x004771c9, _ZN3pov16Transform_ObjectEPNS_13Object_StructEPNS_16Transform_StructE
0x004771c9:0x004771f5, _ZN3pov13Invert_ObjectEPNS_13Object_StructE
0x004771f5:0x0047726e, _ZN3povL15Copy_Bound_ClipEPNS_13Object_StructE
0x0047726e:0x00477414, _ZN3pov11Copy_ObjectEPNS_13Object_StructE
0x00477414:0x004774d6, _ZN3pov21Destroy_Single_ObjectEPPNS_13Object_StructE
0x004774d6:0x00477592, _ZN3pov14Destroy_ObjectEPNS_13Object_StructE
0x00477592:0x0047767a, _ZN3povL13create_istackEv
0x0047767a:0x004776fb, _ZN3pov15Destroy_IStacksEv
0x004776fb:0x0047773e, _ZN3pov11open_istackEv
0x0047773e:0x00477762, _ZN3pov12close_istackEPNS_13istack_structE
0x00477762:0x004777b4, _ZN3pov8incstackEPNS_13istack_structE
0x004777b4:0x004777ed, _ZN3pov15Default_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004777ed:0x00477a3e, _ZN3pov6ot_insEPPNS_14ot_node_structEPNS_15ot_block_structEPNS_12ot_id_structE
0x00477a3e:0x00477a66, _ZN3pov14ot_list_insertEPPNS_15ot_block_structES1_
0x00477a66:0x00477b16, _ZN3pov10ot_newrootEPPNS_14ot_node_structE
0x00477b16:0x00477c15, _ZN3pov16ot_dist_traverseEPNS_14ot_node_structEPdiPFiPNS_15ot_block_structEPvES5_
0x00477c15:0x00477cd2, _ZN3pov11ot_traverseEPNS_14ot_node_structEPFbPNS_15ot_block_structEPvES4_
0x00477cd2:0x00477e9c, _ZN3pov16ot_point_in_nodeEPdPNS_12ot_id_structE
0x00477e9c:0x00477f6a, _ZN3pov15ot_index_sphereEPddPNS_12ot_id_structE
0x00477f6a:0x00478448, _ZN3pov12ot_index_boxEPdS0_PNS_12ot_id_structE
0x00478448:0x00478500, _ZN3pov9ot_parentEPNS_12ot_id_structES1_
0x00478500:0x0047854f, _ZN3pov12ot_save_treeEPNS_14ot_node_structEPN8pov_base7OStreamE
0x0047854f:0x004787a3, _ZN3pov14ot_write_blockEPNS_15ot_block_structEPv
0x004787a3:0x004787d2, _ZN3pov12ot_free_treeEPPNS_14ot_node_structE
0x004787d2:0x004788a1, _ZN3pov15ot_free_subtreeEPNS_14ot_node_structE
0x004788a1:0x00478daf, _ZN3pov12ot_read_fileEPN8pov_base7IStreamE
0x00478db0:0x00478de6, _ZN8pov_base6IOBase3eofEv
0x00478de6:0x00478e74, _ZN3pov15Extract_VersionEPKc
0x00478e74:0x00478ed8, _ZN3pov21GetOptionSwitchStringEP9POVMSDataj
0x00478ed8:0x00479216, _ZN3pov5ParseEv
0x00479216:0x00479321, _ZN3pov10Frame_InitEv
0x00479321:0x004794a1, _ZN3pov13Destroy_FrameEv
0x004794a1:0x00479558, _ZN3pov11Parse_BeginEv
0x00479558:0x004795e8, _ZN3pov9Parse_EndEv
0x004795e8:0x0047994f, _ZN3povL19Parse_Bicubic_PatchEv
0x0047994f:0x00479d88, _ZN3povL10Parse_BlobEv
0x00479d88:0x0047a0e6, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x0047a0e6:0x0047a25e, _ZN3povL9Parse_BoxEv
0x0047a25e:0x0047c42e, _ZN3povL12Parse_CameraEPPNS_13Camera_StructE
0x0047c42e:0x0047c8de, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x0047c8de:0x0047cab6, _ZN3povL9Parse_CSGEi
0x0047cab6:0x0047cbb9, _ZN3povL10Parse_ConeEv
0x0047cbb9:0x0047ccba, _ZN3povL14Parse_CylinderEv
0x0047ccba:0x0047ce6e, _ZN3povL10Parse_DiscEv
0x0047ce6e:0x0047d0e7, _ZN3povL12Parse_HFieldEv
0x0047d0e7:0x0047d683, _ZN3povL16Parse_IsosurfaceEv
0x0047d683:0x0047dae9, _ZN3povL19Parse_Julia_FractalEv
0x0047dae9:0x0047dd50, _ZN3povL11Parse_LatheEv
0x0047dd50:0x0047e3e4, _ZN3povL17Parse_Light_GroupEv
0x0047e3e4:0x0047f1c3, _ZN3povL18Parse_Light_SourceEv
0x0047f1c3:0x00480a1c, _ZN3povL10Parse_MeshEv
0x00480a1c:0x0048235e, _ZN3povL11Parse_Mesh2Ev
0x0048235e:0x0048248b, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x0048248b:0x00482bac, _ZN3povL16Parse_ParametricEv
0x00482bac:0x00482cad, _ZN3povL11Parse_PlaneEv
0x00482cad:0x00482d52, _ZN3povL10Parse_PolyEi
0x00482d52:0x0048301b, _ZN3povL13Parse_PolygonEv
0x0048301b:0x004837d4, _ZN3povL11Parse_PrismEv
0x004837d4:0x0048391a, _ZN3povL13Parse_QuadricEv
0x0048391a:0x00483b76, _ZN3povL21Parse_Smooth_TriangleEv
0x00483b76:0x00483d65, _ZN3povL9Parse_SorEv
0x00483d65:0x00483dde, _ZN3povL12Parse_SphereEv
0x00483dde:0x00483fd2, _ZN3povL18Parse_Sphere_SweepEv
0x00483fd2:0x004840a4, _ZN3povL20Parse_SuperellipsoidEv
0x004840a4:0x0048411f, _ZN3povL11Parse_TorusEv
0x0048411f:0x004841d3, _ZN3povL14Parse_TriangleEv
0x004841d3:0x004843c8, _ZN3povL14Parse_TrueTypeEv
0x004843c8:0x00484994, _ZN3pov12Parse_ObjectEv
0x00484994:0x00484c03, _ZN3pov13Parse_DefaultEv
0x00484c03:0x00485084, _ZN3povL11Parse_FrameEv
