0x0040b340:0x0040b36a, sub_0040b340
0x00480184:0x0048026d, sub_00480184
0x0048026d:0x00480298, sub_0048026d
0x00480298:0x00480349, sub_00480298
0x00480349:0x00480422, sub_00480349
0x00480422:0x0048053d, sub_00480422
0x0048053d:0x0048078f, sub_0048053d
0x0048078f:0x004808c8, sub_0048078f
0x004808c8:0x00480a2a, sub_004808c8
0x00480a2a:0x00480d20, sub_00480a2a
0x00480d20:0x00480d85, sub_00480d20
0x00480d90:0x00480d92, sub_00480d90
